buildingBlocks;selectivity;maxToAverageRatio;averageLatency;averageBandwidth;averageCryptoTime;averageComputeTime;modelSize;failCheckPeriod;healthCheckPeriod;multicastSize;deadline;failureRate;adaptedFailures;backupToAggregatorsRatio;depth;fanout;groupSize;concentration;random;seed;status;work;latency;completeness;circulatingAggregateIds;finalInboundBandwidth;finalOutboundBandwidth;observedFailureRate;work_Querier;failures_Querier;messages_Querier;initial_nodes_Querier;final_nodes_Querier;inbound_bandwidth_Querier;outbound_bandwidth_Querier;work_Aggregator;failures_Aggregator;messages_Aggregator;initial_nodes_Aggregator;final_nodes_Aggregator;inbound_bandwidth_Aggregator;outbound_bandwidth_Aggregator;work_LeafAggregator;failures_LeafAggregator;messages_LeafAggregator;initial_nodes_LeafAggregator;final_nodes_LeafAggregator;inbound_bandwidth_LeafAggregator;outbound_bandwidth_LeafAggregator;work_Contributor;failures_Contributor;messages_Contributor;initial_nodes_Contributor;final_nodes_Contributor;inbound_bandwidth_Contributor;outbound_bandwidth_Contributor;work_Backup;failures_Backup;messages_Backup;initial_nodes_Backup;final_nodes_Backup;inbound_bandwidth_Backup;outbound_bandwidth_Backup;name
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,50;3,00;8,00;5,00;0,00;false;3;Success;597,01;3,68;96,88;79,00;3033088,00;3033088,00;3,74;0,41;0,00;8,00;1,00;1,00;0,00;0,00;19,35;0,00;386,00;45,00;47,00;137216,00;0,00;130,53;0,00;5800,00;320,00;322,00;696320,00;0,00;446,72;0,00;512,00;512,00;512,00;5232640,00;0,00;0,00;0,00;0,00;160,00;156,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f50-d3-s3
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;3;Success;4826,91;8,96;96,14;1015,00;25621504,00;25621504,00;11,70;4,10;0,00;80,00;1,00;1,00;0,00;0,00;223,16;0,00;4580,00;365,00;374,00;3852288,00;0,00;1033,62;0,00;49888,00;2560,00;2614,00;6000640,00;0,00;3566,03;0,00;4093,00;4096,00;4096,00;41390080,00;0,00;0,00;0,00;0,00;1280,00;1217,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f50-d4-s3
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,50;5,00;8,00;5,00;0,00;false;3;Success;45616,24;137,57;0,00;37333,00;367322112,00;367322112,00;96,45;66,15;0,00;1292,00;1,00;1,00;0,00;0,00;8652,11;0,00;203728,00;2925,00;4004,00;307142656,00;0,00;8343,78;0,00;646503,00;20480,00;27894,00;96329728,00;0,00;28554,20;0,00;32764,00;32768,00;32768,00;331171840,00;0,00;0,00;0,00;0,00;10240,00;1747,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f50-d5-s3
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;0;true;0,50;4,00;8,00;5,00;0,00;false;3;Success;4772,10;4,19;100,00;585,00;23966720,00;23966720,00;0,00;0,26;0,00;5,00;1,00;1,00;0,00;0,00;149,50;0,00;2920,00;365,00;365,00;747520,00;0,00;1048,58;0,00;46080,00;2560,00;2560,00;5242880,00;0,00;3573,76;0,00;4096,00;4096,00;4096,00;41943040,00;0,00;0,00;0,00;0,00;1280,00;1280,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f0-d4-s3
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;15;true;0,50;4,00;8,00;5,00;0,00;false;3;Success;4799,96;8,55;96,73;818,00;24869888,00;24869888,00;6,82;4,45;0,00;87,00;1,00;1,00;0,00;0,00;190,40;0,00;3854,00;365,00;368,00;2502656,00;0,00;1039,04;0,00;48049,00;2560,00;2592,00;5632000,00;0,00;3566,07;0,00;4095,00;4096,00;4096,00;41605120,00;0,00;0,00;0,00;0,00;1280,00;1245,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f15-d4-s3
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;30;true;0,50;4,00;8,00;5,00;0,00;false;3;Success;4790,95;7,06;96,66;786,00;24712192,00;24712192,00;6,45;2,61;0,00;51,00;1,00;1,00;0,00;0,00;186,25;0,00;3765,00;365,00;368,00;2232320,00;0,00;1036,02;0,00;47742,00;2560,00;2590,00;5607424,00;0,00;3566,07;0,00;4095,00;4096,00;4096,00;41584640,00;0,00;0,00;0,00;0,00;1280,00;1247,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f30-d4-s3
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;3;Success;4826,91;8,96;96,14;1015,00;25621504,00;25621504,00;11,70;4,10;0,00;80,00;1,00;1,00;0,00;0,00;223,16;0,00;4580,00;365,00;374,00;3852288,00;0,00;1033,62;0,00;49888,00;2560,00;2614,00;6000640,00;0,00;3566,03;0,00;4093,00;4096,00;4096,00;41390080,00;0,00;0,00;0,00;0,00;1280,00;1217,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f50-d4-s3
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;70;true;0,50;4,00;8,00;5,00;0,00;false;3;Success;4824,85;7,93;94,92;1056,00;25836544,00;25836544,00;16,54;2,82;0,00;55,00;1,00;1,00;0,00;0,00;237,31;0,00;4957,00;365,00;376,00;4276224,00;0,00;1020,40;0,00;50886,00;2560,00;2638,00;6262784,00;0,00;3564,32;0,00;4093,00;4096,00;4096,00;41134080,00;0,00;0,00;0,00;0,00;1280,00;1191,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f70-d4-s3
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;85;true;0,50;4,00;8,00;5,00;0,00;false;3;Success;5418,03;34,81;0,00;3408,00;39408640,00;39408640,00;89,67;21,61;0,00;422,00;1,00;1,00;0,00;0,00;838,15;0,00;20626,00;365,00;490,00;27015168,00;0,00;1004,22;0,00;77568,00;2560,00;3475,00;11579392,00;0,00;3554,05;0,00;4091,00;4096,00;4096,00;40222720,00;0,00;0,00;0,00;0,00;1280,00;240,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f85-d4-s3
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;95;true;0,50;4,00;8,00;5,00;0,00;false;3;Success;4978,48;11,59;0,00;2767,00;32848896,00;32848896,00;89,71;0,00;0,00;0,00;1,00;1,00;0,00;0,00;574,12;0,00;15529,00;365,00;489,00;19056640,00;0,00;887,90;0,00;63416,00;2560,00;3460,00;9408512,00;0,00;3516,46;0,00;4087,00;4096,00;4096,00;37232640,00;0,00;0,00;0,00;0,00;1280,00;256,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f95-d4-s3
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;3;Success;4826,91;8,96;96,14;1015,00;25621504,00;25621504,00;11,70;4,10;0,00;80,00;1,00;1,00;0,00;0,00;223,16;0,00;4580,00;365,00;374,00;3852288,00;0,00;1033,62;0,00;49888,00;2560,00;2614,00;6000640,00;0,00;3566,03;0,00;4093,00;4096,00;4096,00;41390080,00;0,00;0,00;0,00;0,00;1280,00;1217,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f50-d4-s3
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;4096,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;3;Success;18856,93;26,77;95,90;793,00;99123200,00;99123200,00;9,22;2,25;0,00;11,00;1,00;1,00;0,00;0,00;813,88;0,00;4154,00;365,00;371,00;10526720,00;0,00;4093,89;0,00;48953,00;2560,00;2604,00;23470080,00;0,00;13946,91;0,00;4096,00;4096,00;4096,00;164249600,00;0,00;0,00;0,00;0,00;1280,00;1230,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m4096-f50-d4-s3
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;16384,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;3;Success;75221,58;108,08;95,70;804,00;397049856,00;397049856,00;9,67;9,83;0,00;12,00;1,00;1,00;0,00;0,00;3312,84;0,00;4236,00;365,00;372,00;44072960,00;0,00;16346,88;0,00;49299,00;2560,00;2606,00;94339072,00;0,00;55552,03;0,00;4096,00;4096,00;4096,00;655687680,00;0,00;0,00;0,00;0,00;1280,00;1227,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m16384-f50-d4-s3
FFP,Drop,Stop,None;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,50;3,00;8,00;5,00;0,00;false;4;FFP;445,85;1,28;0,00;0,00;0,00;0,00;100,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;45,00;45,00;0,00;0,00;0,00;0,00;5,00;320,00;322,00;0,00;0,00;445,85;0,00;511,00;512,00;512,00;0,00;0,00;0,00;0,00;0,00;160,00;158,00;0,00;0,00;FFP-Drop-Stop-None-m1024-f50-d3-s4
FFP,Drop,Stop,None;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;4;FFP;3566,09;1,16;0,00;0,00;0,00;0,00;100,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;365,00;365,00;0,00;0,00;0,00;0,00;30,00;2560,00;2562,00;0,00;0,00;3566,09;0,00;4096,00;4096,00;4096,00;0,00;0,00;0,00;0,00;0,00;1280,00;1278,00;0,00;0,00;FFP-Drop-Stop-None-m1024-f50-d4-s4
FFP,Drop,Stop,None;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,50;5,00;8,00;5,00;0,00;false;4;FFP;28549,91;1,16;0,00;0,00;0,00;0,00;100,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;2925,00;2928,00;0,00;0,00;0,00;0,00;165,00;20480,00;20497,00;0,00;0,00;28549,91;0,00;32763,00;32768,00;32768,00;0,00;0,00;0,00;0,00;0,00;10240,00;10220,00;0,00;0,00;FFP-Drop-Stop-None-m1024-f50-d5-s4
FFP,Drop,Stop,None;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;0;true;0,50;4,00;8,00;5,00;0,00;false;4;Success;4772,10;4,19;100,00;585,00;23966720,00;23966720,00;0,00;0,26;0,00;5,00;1,00;1,00;0,00;0,00;149,50;0,00;2920,00;365,00;365,00;747520,00;0,00;1048,58;0,00;20480,00;2560,00;2560,00;5242880,00;0,00;3573,76;0,00;4096,00;4096,00;4096,00;41943040,00;0,00;0,00;0,00;0,00;1280,00;1280,00;0,00;0,00;FFP-Drop-Stop-None-m1024-f0-d4-s4
FFP,Drop,Stop,None;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;15;true;0,50;4,00;8,00;5,00;0,00;false;4;FFP;3571,20;1,21;0,00;0,00;0,00;0,00;100,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;365,00;365,00;0,00;0,00;0,00;0,00;10,00;2560,00;2562,00;0,00;0,00;3571,20;0,00;4096,00;4096,00;4096,00;0,00;0,00;0,00;0,00;0,00;1280,00;1278,00;0,00;0,00;FFP-Drop-Stop-None-m1024-f15-d4-s4
FFP,Drop,Stop,None;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;30;true;0,50;4,00;8,00;5,00;0,00;false;4;FFP;3568,64;1,19;0,00;0,00;0,00;0,00;100,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;365,00;365,00;0,00;0,00;0,00;0,00;15,00;2560,00;2562,00;0,00;0,00;3568,64;0,00;4096,00;4096,00;4096,00;0,00;0,00;0,00;0,00;0,00;1280,00;1278,00;0,00;0,00;FFP-Drop-Stop-None-m1024-f30-d4-s4
FFP,Drop,Stop,None;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;4;FFP;3566,09;1,16;0,00;0,00;0,00;0,00;100,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;365,00;365,00;0,00;0,00;0,00;0,00;30,00;2560,00;2562,00;0,00;0,00;3566,09;0,00;4096,00;4096,00;4096,00;0,00;0,00;0,00;0,00;0,00;1280,00;1278,00;0,00;0,00;FFP-Drop-Stop-None-m1024-f50-d4-s4
FFP,Drop,Stop,None;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;70;true;0,50;4,00;8,00;5,00;0,00;false;4;FFP;3560,97;1,13;0,00;0,00;0,00;0,00;100,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;365,00;365,00;0,00;0,00;0,00;0,00;60,00;2560,00;2564,00;0,00;0,00;3560,97;0,00;4096,00;4096,00;4096,00;0,00;0,00;0,00;0,00;0,00;1280,00;1276,00;0,00;0,00;FFP-Drop-Stop-None-m1024-f70-d4-s4
FFP,Drop,Stop,None;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;85;true;0,50;4,00;8,00;5,00;0,00;false;4;FFP;3552,43;1,11;0,00;0,00;0,00;0,00;100,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;365,00;365,00;0,00;0,00;0,00;0,00;105,00;2560,00;2567,00;0,00;0,00;3552,43;0,00;4095,00;4096,00;4096,00;0,00;0,00;0,00;0,00;0,00;1280,00;1273,00;0,00;0,00;FFP-Drop-Stop-None-m1024-f85-d4-s4
FFP,Drop,Stop,None;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;95;true;0,50;4,00;8,00;5,00;0,00;false;4;FFP;3513,01;1,09;0,00;0,00;0,00;0,00;100,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;365,00;366,00;0,00;0,00;0,00;0,00;243,00;2560,00;2581,00;0,00;0,00;3513,01;0,00;4085,00;4096,00;4096,00;0,00;0,00;0,00;0,00;0,00;1280,00;1258,00;0,00;0,00;FFP-Drop-Stop-None-m1024-f95-d4-s4
FFP,Drop,Stop,None;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;4;FFP;3566,09;1,16;0,00;0,00;0,00;0,00;100,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;365,00;365,00;0,00;0,00;0,00;0,00;30,00;2560,00;2562,00;0,00;0,00;3566,09;0,00;4096,00;4096,00;4096,00;0,00;0,00;0,00;0,00;0,00;1280,00;1278,00;0,00;0,00;FFP-Drop-Stop-None-m1024-f50-d4-s4
FFP,Drop,Stop,None;0,10;10,00;0,03;6000,00;0,01;0,00;4096,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;4;FFP;14039,05;2,40;0,00;0,00;0,00;0,00;100,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;365,00;365,00;0,00;0,00;0,00;0,00;30,00;2560,00;2564,00;0,00;0,00;14039,05;0,00;4096,00;4096,00;4096,00;0,00;0,00;0,00;0,00;0,00;1280,00;1276,00;0,00;0,00;FFP-Drop-Stop-None-m4096-f50-d4-s4
FFP,Drop,Stop,None;0,10;10,00;0,03;6000,00;0,01;0,00;16384,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;4;FFP;55920,64;12,72;0,00;0,00;0,00;0,00;100,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;365,00;365,00;0,00;0,00;0,00;0,00;55,00;2560,00;2565,00;0,00;0,00;55920,64;0,00;4096,00;4096,00;4096,00;0,00;0,00;0,00;0,00;0,00;1280,00;1275,00;0,00;0,00;FFP-Drop-Stop-None-m16384-f50-d4-s4
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,50;3,00;8,00;5,00;0,00;false;4;Success;602,26;3,55;99,61;76,00;3041280,00;3041280,00;1,25;0,26;0,00;5,00;1,00;1,00;0,00;0,00;18,94;0,00;370,00;45,00;46,00;112640,00;0,00;130,80;0,00;5866,00;320,00;324,00;681984,00;0,00;452,26;0,00;543,00;512,00;512,00;5287936,00;0,00;0,00;0,00;0,00;160,00;155,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f50-d3-s4
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;4;Success;4834,46;4,96;99,24;665,00;24515584,00;24515584,00;1,36;0,87;0,00;17,00;1,00;1,00;0,00;0,00;167,37;0,00;3269,00;365,00;366,00;1241088,00;0,00;1050,40;0,00;47898,00;2560,00;2592,00;5554176,00;0,00;3615,81;0,00;4344,00;4096,00;4096,00;42235904,00;0,00;0,00;0,00;0,00;1280,00;1247,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f50-d4-s4
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,50;5,00;8,00;5,00;0,00;false;4;Success;61093,70;136,45;0,00;60579,00;492718080,00;492718080,00;72,27;110,03;0,00;2149,00;1,00;1,00;0,00;0,00;11512,87;0,00;229600,00;2925,00;4019,00;370716672,00;0,00;11059,14;0,00;1154764,00;20480,00;27894,00;179625984,00;0,00;38411,65;0,00;81953,00;32768,00;32768,00;435093504,00;0,00;0,00;0,00;0,00;10240,00;1732,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f50-d5-s4
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;0;true;0,50;4,00;8,00;5,00;0,00;false;4;Success;4772,10;4,19;100,00;585,00;23966720,00;23966720,00;0,00;0,26;0,00;5,00;1,00;1,00;0,00;0,00;149,50;0,00;2920,00;365,00;365,00;747520,00;0,00;1048,58;0,00;46080,00;2560,00;2560,00;5242880,00;0,00;3573,76;0,00;4096,00;4096,00;4096,00;41943040,00;0,00;0,00;0,00;0,00;1280,00;1280,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f0-d4-s4
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;15;true;0,50;4,00;8,00;5,00;0,00;false;4;Success;4822,24;5,32;99,49;649,00;24376320,00;24376320,00;0,84;1,23;0,00;24,00;1,00;1,00;0,00;0,00;162,51;0,00;3174,00;365,00;366,00;1148928,00;0,00;1050,40;0,00;47103,00;2560,00;2583,00;5449728,00;0,00;3608,09;0,00;4280,00;4096,00;4096,00;42153984,00;0,00;0,00;0,00;0,00;1280,00;1256,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f15-d4-s4
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;30;true;0,50;4,00;8,00;5,00;0,00;false;4;Success;4832,66;5,72;99,34;663,00;24485888,00;24485888,00;1,11;1,69;0,00;33,00;1,00;1,00;0,00;0,00;165,58;0,00;3234,00;365,00;366,00;1226752,00;0,00;1051,84;0,00;47407,00;2560,00;2588,00;5507072,00;0,00;3613,56;0,00;4320,00;4096,00;4096,00;42237952,00;0,00;0,00;0,00;0,00;1280,00;1251,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f30-d4-s4
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;4;Success;4834,46;4,96;99,24;665,00;24515584,00;24515584,00;1,36;0,87;0,00;17,00;1,00;1,00;0,00;0,00;167,37;0,00;3269,00;365,00;366,00;1241088,00;0,00;1050,40;0,00;47898,00;2560,00;2592,00;5554176,00;0,00;3615,81;0,00;4344,00;4096,00;4096,00;42235904,00;0,00;0,00;0,00;0,00;1280,00;1247,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f50-d4-s4
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;70;true;0,50;4,00;8,00;5,00;0,00;false;4;Success;5815,39;26,67;96,58;3445,00;36554752,00;36554752,00;12,91;21,86;0,00;427,00;1,00;1,00;0,00;0,00;558,47;0,00;10936,00;365,00;414,00;14800896,00;0,00;1168,62;0,00;79680,00;2560,00;2899,00;11530240,00;0,00;4066,43;0,00;6617,00;4096,00;4096,00;46778368,00;0,00;0,00;0,00;0,00;1280,00;892,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f70-d4-s4
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;85;true;0,50;4,00;8,00;5,00;0,00;false;4;Success;7185,69;39,78;0,00;5915,00;51617792,00;51617792,00;99,89;32,00;0,00;625,00;1,00;1,00;0,00;0,00;1051,54;0,00;21117,00;365,00;490,00;28440576,00;0,00;1346,65;0,00;130423,00;2560,00;3482,00;21168128,00;0,00;4755,50;0,00;10103,00;4096,00;4096,00;53626880,00;0,00;0,00;0,00;0,00;1280,00;233,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f85-d4-s4
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;95;true;0,50;4,00;8,00;5,00;0,00;false;4;Success;6474,00;11,50;0,00;5123,00;41812992,00;41812992,00;72,68;0,00;0,00;0,00;1,00;1,00;0,00;0,00;701,51;0,00;14582,00;365,00;492,00;15697920,00;0,00;1223,98;0,00;111034,00;2560,00;3461,00;17543168,00;0,00;4548,51;0,00;9304,00;4096,00;4096,00;50384896,00;0,00;0,00;0,00;0,00;1280,00;252,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f95-d4-s4
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;4;Success;4834,46;4,96;99,24;665,00;24515584,00;24515584,00;1,36;0,87;0,00;17,00;1,00;1,00;0,00;0,00;167,37;0,00;3269,00;365,00;366,00;1241088,00;0,00;1050,40;0,00;47898,00;2560,00;2592,00;5554176,00;0,00;3615,81;0,00;4344,00;4096,00;4096,00;42235904,00;0,00;0,00;0,00;0,00;1280,00;1247,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f50-d4-s4
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;4096,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;4;Success;19497,32;31,28;99,24;909,00;103763968,00;103763968,00;2,37;14,75;0,00;72,00;1,00;1,00;0,00;0,00;859,14;0,00;4195,00;365,00;371,00;11829248,00;0,00;4251,65;0,00;51725,00;2560,00;2621,00;25018368,00;0,00;14371,78;0,00;4579,00;4096,00;4096,00;170680320,00;0,00;0,00;0,00;0,00;1280,00;1213,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m4096-f50-d4-s4
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;16384,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;4;Success;78028,73;137,24;99,24;967,00;420593664,00;420593664,00;2,55;68,81;0,00;84,00;1,00;1,00;0,00;0,00;3600,38;0,00;4395,00;365,00;372,00;54591488,00;0,00;17047,59;0,00;52381,00;2560,00;2628,00;102563840,00;0,00;57311,94;0,00;4632,00;4096,00;4096,00;684032000,00;0,00;0,00;0,00;0,00;1280,00;1205,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m16384-f50-d4-s4
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,50;3,00;8,00;5,00;0,00;false;4;Success;585,27;3,52;82,75;68,00;2795520,00;2795520,00;17,89;0,26;0,00;5,00;1,00;1,00;0,00;0,00;16,79;0,00;1788,00;45,00;46,00;81920,00;0,00;122,37;0,00;4800,00;320,00;324,00;614400,00;0,00;445,85;0,00;511,00;512,00;512,00;4894720,00;0,00;0,00;0,00;0,00;160,00;155,00;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f50-d3-s4
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;4;Success;4742,92;4,22;95,09;568,00;23653376,00;23653376,00;6,85;0,26;0,00;5,00;1,00;1,00;0,00;0,00;147,00;0,00;16107,00;365,00;366,00;737280,00;0,00;1029,58;0,00;40426,00;2560,00;2576,00;5169152,00;0,00;3566,09;0,00;4096,00;4096,00;4096,00;41400320,00;0,00;0,00;0,00;0,00;1280,00;1263,00;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f50-d4-s4
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,50;5,00;8,00;5,00;0,00;false;4;Success;37982,49;4,87;94,32;4559,00;189466624,00;189466624,00;7,51;0,26;0,00;5,00;1,00;1,00;0,00;0,00;1170,69;0,00;126927,00;2925,00;2953,00;5826560,00;0,00;8261,63;0,00;323959,00;20480,00;20582,00;41320448,00;0,00;28549,91;0,00;32763,00;32768,00;32768,00;331786240,00;0,00;0,00;0,00;0,00;10240,00;10110,00;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f50-d5-s4
