buildingBlocks;selectivity;maxToAverageRatio;averageLatency;averageBandwidth;averageCryptoTime;averageComputeTime;modelSize;failCheckPeriod;healthCheckPeriod;multicastSize;deadline;failureRate;adaptedFailures;backupToAggregatorsRatio;depth;fanout;groupSize;concentration;random;seed;backupsToAggregatorsRatio;status;work;latency;completeness;circulatingAggregateIds;finalInboundBandwidth;finalOutboundBandwidth;observedFailureRate;work_Querier;failures_Querier;messages_Querier;initial_nodes_Querier;final_nodes_Querier;inbound_bandwidth_Querier;outbound_bandwidth_Querier;work_Aggregator;failures_Aggregator;messages_Aggregator;initial_nodes_Aggregator;final_nodes_Aggregator;inbound_bandwidth_Aggregator;outbound_bandwidth_Aggregator;work_LeafAggregator;failures_LeafAggregator;messages_LeafAggregator;initial_nodes_LeafAggregator;final_nodes_LeafAggregator;inbound_bandwidth_LeafAggregator;outbound_bandwidth_LeafAggregator;work_Contributor;failures_Contributor;messages_Contributor;initial_nodes_Contributor;final_nodes_Contributor;inbound_bandwidth_Contributor;outbound_bandwidth_Contributor;work_Backup;failures_Backup;messages_Backup;initial_nodes_Backup;final_nodes_Backup;inbound_bandwidth_Backup;outbound_bandwidth_Backup;name
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;5,00;8,00;5,00;0,00;false;3;0,10;Success;40435,26;237,55;73,55;17977,00;242158592,00;242158592,00;58,30;191,28;0,00;3736,00;1,00;1,00;0,00;0,00;3442,09;0,00;73465,00;2925,00;2958,00;97714176,00;0,00;8247,69;0,00;377575,00;20480,00;20702,00;55431168,00;0,00;28554,20;0,00;32764,00;32768,00;32768,00;331171840,00;0,00;0,00;0,00;0,00;256,00;1,00;0,00;0,00;LFP-Replace-0Resync-Leaves-m1024-f50-d5-s3
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;30;true;0,10;4,00;8,00;5,00;0,00;false;3;0,10;Success;4787,21;6,74;96,66;764,00;24635392,00;24635392,00;1,33;2,46;0,00;48,00;1,00;1,00;0,00;0,00;182,67;0,00;3715,00;365,00;368,00;2152448,00;0,00;1036,02;0,00;41901,00;2560,00;2587,00;5533696,00;0,00;3566,07;0,00;4095,00;4096,00;4096,00;41584640,00;0,00;0,00;0,00;0,00;32,00;2,00;0,00;0,00;LFP-Replace-0Resync-Leaves-m1024-f30-d4-s3
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;34;true;0,10;4,00;8,00;5,00;0,00;false;3;0,10;Success;4794,72;7,30;96,58;805,00;24853504,00;24853504,00;1,53;2,97;0,00;58,00;1,00;1,00;0,00;0,00;190,19;0,00;3878,00;365,00;368,00;2535424,00;0,00;1035,51;0,00;42119,00;2560,00;2587,00;5586944,00;0,00;3566,05;0,00;4094,00;4096,00;4096,00;41584640,00;0,00;0,00;0,00;0,00;32,00;2,00;0,00;0,00;LFP-Replace-0Resync-Leaves-m1024-f34-d4-s3
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;38;true;0,10;4,00;8,00;5,00;0,00;false;3;0,10;Success;4802,04;8,17;96,36;849,00;25070592,00;25070592,00;1,74;3,89;0,00;76,00;1,00;1,00;0,00;0,00;197,51;0,00;4041,00;365,00;368,00;2936832,00;0,00;1034,59;0,00;42285,00;2560,00;2586,00;5640192,00;0,00;3566,05;0,00;4094,00;4096,00;4096,00;41564160,00;0,00;0,00;0,00;0,00;32,00;3,00;0,00;0,00;LFP-Replace-0Resync-Leaves-m1024-f38-d4-s3
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;42;true;0,10;4,00;8,00;5,00;0,00;false;3;0,10;Success;4801,87;7,91;96,36;851,00;25100288,00;25100288,00;1,82;3,43;0,00;67,00;1,00;1,00;0,00;0,00;198,54;0,00;4069,00;365,00;368,00;2988032,00;0,00;1033,87;0,00;42351,00;2560,00;2586,00;5648384,00;0,00;3566,03;0,00;4093,00;4096,00;4096,00;41564160,00;0,00;0,00;0,00;0,00;32,00;3,00;0,00;0,00;LFP-Replace-0Resync-Leaves-m1024-f42-d4-s3
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;46;true;0,10;4,00;8,00;5,00;0,00;false;3;0,10;Success;4810,57;8,53;96,36;900,00;25344000,00;25344000,00;2,21;3,89;0,00;76,00;1,00;1,00;0,00;0,00;207,70;0,00;4296,00;365,00;368,00;3403776,00;0,00;1032,95;0,00;42625,00;2560,00;2586,00;5730304,00;0,00;3566,03;0,00;4093,00;4096,00;4096,00;41553920,00;0,00;0,00;0,00;0,00;32,00;3,00;0,00;0,00;LFP-Replace-0Resync-Leaves-m1024-f46-d4-s3
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;3;0,10;Success;4810,83;8,22;96,14;906,00;25287680,00;25287680,00;2,34;3,33;0,00;65,00;1,00;1,00;0,00;0,00;209,14;0,00;4336,00;365,00;368,00;3442688,00;0,00;1032,33;0,00;42697,00;2560,00;2586,00;5742592,00;0,00;3566,03;0,00;4093,00;4096,00;4096,00;41390080,00;0,00;0,00;0,00;0,00;32,00;3,00;0,00;0,00;LFP-Replace-0Resync-Leaves-m1024-f50-d4-s3
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;54;true;0,10;4,00;8,00;5,00;0,00;false;3;0,10;Success;4812,57;8,27;95,68;921,00;25327616,00;25327616,00;2,55;3,58;0,00;70,00;1,00;1,00;0,00;0,00;212,67;0,00;4421,00;365,00;368,00;3532800,00;0,00;1030,29;0,00;42837,00;2560,00;2586,00;5783552,00;0,00;3566,03;0,00;4093,00;4096,00;4096,00;41338880,00;0,00;0,00;0,00;0,00;32,00;3,00;0,00;0,00;LFP-Replace-0Resync-Leaves-m1024-f54-d4-s3
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;58;true;0,10;4,00;8,00;5,00;0,00;false;3;0,10;Success;4811,08;7,96;95,29;918,00;25306112,00;25306112,00;2,78;3,23;0,00;63,00;1,00;1,00;0,00;0,00;213,28;0,00;4453,00;365,00;368,00;3487744,00;0,00;1028,55;0,00;42907,00;2560,00;2586,00;5816320,00;0,00;3566,03;0,00;4093,00;4096,00;4096,00;41308160,00;0,00;0,00;0,00;0,00;32,00;3,00;0,00;0,00;LFP-Replace-0Resync-Leaves-m1024-f58-d4-s3
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;62;true;0,10;4,00;8,00;5,00;0,00;false;3;0,10;Success;4816,97;8,17;94,82;966,00;25500672,00;25500672,00;3,11;3,07;0,00;60,00;1,00;1,00;0,00;0,00;221,07;0,00;4629,00;365,00;368,00;3772416,00;0,00;1026,81;0,00;43429,00;2560,00;2586,00;5931008,00;0,00;3566,03;0,00;4093,00;4096,00;4096,00;41297920,00;0,00;0,00;0,00;0,00;32,00;3,00;0,00;0,00;LFP-Replace-0Resync-Leaves-m1024-f62-d4-s3
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;66;true;0,10;4,00;8,00;5,00;0,00;false;3;0,10;Success;4779,92;5,92;95,29;779,00;24634368,00;24634368,00;2,51;0,77;0,00;15,00;1,00;1,00;0,00;0,00;189,54;0,00;3966,00;365,00;368,00;2404352,00;0,00;1023,58;0,00;41978,00;2560,00;2586,00;5586944,00;0,00;3566,03;0,00;4093,00;4096,00;4096,00;41277440,00;0,00;0,00;0,00;0,00;32,00;3,00;0,00;0,00;LFP-Replace-0Resync-Leaves-m1024-f66-d4-s3
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;70;true;0,10;4,00;8,00;5,00;0,00;false;3;0,10;Success;4834,89;9,30;91,67;1095,00;26158080,00;26158080,00;4,52;3,69;0,00;72,00;1,00;1,00;0,00;0,00;248,42;0,00;5312,00;365,00;368,00;4986880,00;0,00;1018,45;0,00;44354,00;2560,00;2586,00;6195200,00;0,00;3564,32;0,00;4093,00;4096,00;4096,00;41134080,00;0,00;0,00;0,00;0,00;32,00;3,00;0,00;0,00;LFP-Replace-0Resync-Leaves-m1024-f70-d4-s3
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;3;0,10;Success;4810,83;8,22;96,14;906,00;25287680,00;25287680,00;2,34;3,33;0,00;65,00;1,00;1,00;0,00;0,00;209,14;0,00;4336,00;365,00;368,00;3442688,00;0,00;1032,33;0,00;42697,00;2560,00;2586,00;5742592,00;0,00;3566,03;0,00;4093,00;4096,00;4096,00;41390080,00;0,00;0,00;0,00;0,00;32,00;3,00;0,00;0,00;LFP-Replace-0Resync-Leaves-m1024-f50-d4-s3
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;4096,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;3;0,10;Success;18845,38;28,44;96,19;853,00;99442688,00;99442688,00;1,97;10,04;0,00;49,00;1,00;1,00;0,00;0,00;795,24;0,00;4099,00;365,00;368,00;11902976,00;0,00;4093,20;0,00;42256,00;2560,00;2587,00;22732800,00;0,00;13946,91;0,00;4096,00;4096,00;4096,00;164249600,00;0,00;0,00;0,00;0,00;32,00;2,00;0,00;0,00;LFP-Replace-0Resync-Leaves-m4096-f50-d4-s3
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;16384,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;3;0,10;Success;74841,15;90,91;95,92;748,00;389283840,00;389283840,00;1,56;14,75;0,00;18,00;1,00;1,00;0,00;0,00;2928,64;0,00;3747,00;365,00;368,00;34471936,00;0,00;16345,74;0,00;41705,00;2560,00;2587,00;88408064,00;0,00;55552,03;0,00;4096,00;4096,00;4096,00;655687680,00;0,00;0,00;0,00;0,00;32,00;2,00;0,00;0,00;LFP-Replace-0Resync-Leaves-m16384-f50-d4-s3
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;65536,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;3;0,10;Success;299459,24;392,37;95,70;786,00;1564540928,00;1564540928,00;1,70;91,75;0,00;28,00;1,00;1,00;0,00;0,00;12038,96;0,00;3862,00;365,00;368,00;155975680,00;0,00;65356,02;0,00;41821,00;2560,00;2587,00;355598336,00;0,00;221972,51;0,00;4096,00;4096,00;4096,00;2617507840,00;0,00;0,00;0,00;0,00;32,00;2,00;0,00;0,00;LFP-Replace-0Resync-Leaves-m65536-f50-d4-s3
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;3;0,10;Success;4810,83;8,22;96,14;906,00;25287680,00;25287680,00;2,34;3,33;0,00;65,00;1,00;1,00;0,00;0,00;209,14;0,00;4336,00;365,00;368,00;3442688,00;0,00;1032,33;0,00;42697,00;2560,00;2586,00;5742592,00;0,00;3566,03;0,00;4093,00;4096,00;4096,00;41390080,00;0,00;0,00;0,00;0,00;32,00;3,00;0,00;0,00;LFP-Replace-0Resync-Leaves-m1024-f50-d4-s3
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;3,00;8,00;5,00;0,00;false;4;0,10;Success;602,26;3,55;99,61;76,00;3041280,00;3041280,00;1,25;0,26;0,00;5,00;1,00;1,00;0,00;0,00;18,94;0,00;370,00;45,00;46,00;112640,00;0,00;130,80;0,00;5866,00;320,00;324,00;681984,00;0,00;452,26;0,00;543,00;512,00;512,00;5287936,00;0,00;0,00;0,00;0,00;32,00;27,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f50-d3-s4
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;4;0,10;Success;4834,46;4,96;99,24;665,00;24515584,00;24515584,00;1,36;0,87;0,00;17,00;1,00;1,00;0,00;0,00;167,37;0,00;3269,00;365,00;366,00;1241088,00;0,00;1050,40;0,00;47898,00;2560,00;2592,00;5554176,00;0,00;3615,81;0,00;4344,00;4096,00;4096,00;42235904,00;0,00;0,00;0,00;0,00;256,00;223,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f50-d4-s4
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;5,00;8,00;5,00;0,00;false;4;0,10;Success;45241,89;95,49;0,00;24676,00;293519360,00;293519360,00;23,60;79,72;0,00;1557,00;1,00;1,00;0,00;0,00;4973,21;0,00;101558,00;2925,00;3174,00;142440448,00;0,00;9034,31;0,00;598474,00;20480,00;22188,00;83615744,00;0,00;31154,65;0,00;45761,00;32768,00;32768,00;360982528,00;0,00;0,00;0,00;0,00;2048,00;91,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f50-d5-s4
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;30;true;0,10;4,00;8,00;5,00;0,00;false;4;0,10;Success;4832,66;5,72;99,34;663,00;24485888,00;24485888,00;1,11;1,69;0,00;33,00;1,00;1,00;0,00;0,00;165,58;0,00;3234,00;365,00;366,00;1226752,00;0,00;1051,84;0,00;47407,00;2560,00;2588,00;5507072,00;0,00;3613,56;0,00;4320,00;4096,00;4096,00;42237952,00;0,00;0,00;0,00;0,00;256,00;227,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f30-d4-s4
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;34;true;0,10;4,00;8,00;5,00;0,00;false;4;0,10;Success;4835,24;5,63;99,34;668,00;24510464,00;24510464,00;1,19;1,64;0,00;32,00;1,00;1,00;0,00;0,00;166,45;0,00;3251,00;365,00;366,00;1267712,00;0,00;1051,99;0,00;47684,00;2560,00;2589,00;5515264,00;0,00;3615,16;0,00;4328,00;4096,00;4096,00;42237952,00;0,00;0,00;0,00;0,00;256,00;226,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f34-d4-s4
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;38;true;0,10;4,00;8,00;5,00;0,00;false;4;0,10;Success;4831,21;5,27;99,34;659,00;24457216,00;24457216,00;1,19;1,23;0,00;24,00;1,00;1,00;0,00;0,00;164,76;0,00;3218,00;365,00;366,00;1183744,00;0,00;1051,43;0,00;47385,00;2560,00;2589,00;5502976,00;0,00;3613,80;0,00;4328,00;4096,00;4096,00;42227712,00;0,00;0,00;0,00;0,00;256,00;226,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f38-d4-s4
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;42;true;0,10;4,00;8,00;5,00;0,00;false;4;0,10;Success;4831,25;5,07;99,29;647,00;24424448,00;24424448,00;1,22;0,87;0,00;17,00;1,00;1,00;0,00;0,00;163,99;0,00;3203,00;365,00;366,00;1142784,00;0,00;1051,22;0,00;47563,00;2560,00;2589,00;5488640,00;0,00;3615,16;0,00;4328,00;4096,00;4096,00;42217472,00;0,00;0,00;0,00;0,00;256,00;226,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f42-d4-s4
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;46;true;0,10;4,00;8,00;5,00;0,00;false;4;0,10;Success;4842,07;5,32;99,24;677,00;24604672,00;24604672,00;1,36;1,08;0,00;21,00;1,00;1,00;0,00;0,00;170,55;0,00;3331,00;365,00;366,00;1341440,00;0,00;1051,84;0,00;48135,00;2560,00;2592,00;5601280,00;0,00;3618,61;0,00;4352,00;4096,00;4096,00;42266624,00;0,00;0,00;0,00;0,00;256,00;223,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f46-d4-s4
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;4;0,10;Success;4834,46;4,96;99,24;665,00;24515584,00;24515584,00;1,36;0,87;0,00;17,00;1,00;1,00;0,00;0,00;167,37;0,00;3269,00;365,00;366,00;1241088,00;0,00;1050,40;0,00;47898,00;2560,00;2592,00;5554176,00;0,00;3615,81;0,00;4344,00;4096,00;4096,00;42235904,00;0,00;0,00;0,00;0,00;256,00;223,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f50-d4-s4
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;54;true;0,10;4,00;8,00;5,00;0,00;false;4;0,10;Success;4853,76;5,43;99,22;710,00;24788992,00;24788992,00;1,70;1,28;0,00;25,00;1,00;1,00;0,00;0,00;176,49;0,00;3447,00;365,00;367,00;1597440,00;0,00;1052,03;0,00;48584,00;2560,00;2598,00;5662720,00;0,00;3623,97;0,00;4400,00;4096,00;4096,00;42317824,00;0,00;0,00;0,00;0,00;256,00;216,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f54-d4-s4
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;58;true;0,10;4,00;8,00;5,00;0,00;false;4;0,10;Success;4878,63;5,88;99,10;766,00;25086976,00;25086976,00;2,11;1,74;0,00;34,00;1,00;1,00;0,00;0,00;186,01;0,00;3633,00;365,00;370,00;1906688,00;0,00;1054,44;0,00;49247,00;2560,00;2607,00;5847040,00;0,00;3636,44;0,00;4469,00;4096,00;4096,00;42420224,00;0,00;0,00;0,00;0,00;256,00;204,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f58-d4-s4
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;62;true;0,10;4,00;8,00;5,00;0,00;false;4;0,10;Success;4977,95;8,14;98,93;1047,00;26286080,00;26286080,00;3,23;3,84;0,00;75,00;1,00;1,00;0,00;0,00;225,04;0,00;4402,00;365,00;374,00;3248128,00;0,00;1065,16;0,00;52481,00;2560,00;2639,00;6453248,00;0,00;3683,91;0,00;4710,00;4096,00;4096,00;42870784,00;0,00;0,00;0,00;0,00;256,00;168,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f62-d4-s4
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;66;true;0,10;4,00;8,00;5,00;0,00;false;4;0,10;Success;5029,94;9,06;98,88;1205,00;26884096,00;26884096,00;3,86;4,56;0,00;89,00;1,00;1,00;0,00;0,00;244,45;0,00;4781,00;365,00;375,00;3934208,00;0,00;1071,69;0,00;53787,00;2560,00;2653,00;6688768,00;0,00;3709,24;0,00;4827,00;4096,00;4096,00;43145216,00;0,00;0,00;0,00;0,00;256,00;153,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f66-d4-s4
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;70;true;0,10;4,00;8,00;5,00;0,00;false;4;0,10;Success;5548,18;26,67;96,58;3052,00;34843648,00;34843648,00;13,00;21,86;0,00;427,00;1,00;1,00;0,00;0,00;519,48;0,00;10636,00;365,00;388,00;14641152,00;0,00;1118,64;0,00;72728,00;2560,00;2775,00;10061824,00;0,00;3888,19;0,00;5728,00;4096,00;4096,00;44984320,00;0,00;0,00;0,00;0,00;256,00;18,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f70-d4-s4
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;4;0,10;Success;4834,46;4,96;99,24;665,00;24515584,00;24515584,00;1,36;0,87;0,00;17,00;1,00;1,00;0,00;0,00;167,37;0,00;3269,00;365,00;366,00;1241088,00;0,00;1050,40;0,00;47898,00;2560,00;2592,00;5554176,00;0,00;3615,81;0,00;4344,00;4096,00;4096,00;42235904,00;0,00;0,00;0,00;0,00;256,00;223,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f50-d4-s4
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;4096,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;4;0,10;Success;19497,32;31,28;99,24;909,00;103763968,00;103763968,00;2,37;14,75;0,00;72,00;1,00;1,00;0,00;0,00;859,14;0,00;4195,00;365,00;371,00;11829248,00;0,00;4251,65;0,00;51725,00;2560,00;2621,00;25018368,00;0,00;14371,78;0,00;4579,00;4096,00;4096,00;170680320,00;0,00;0,00;0,00;0,00;256,00;189,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m4096-f50-d4-s4
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;16384,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;4;0,10;Success;78028,73;137,24;99,24;967,00;420593664,00;420593664,00;2,55;68,81;0,00;84,00;1,00;1,00;0,00;0,00;3600,38;0,00;4395,00;365,00;372,00;54591488,00;0,00;17047,59;0,00;52381,00;2560,00;2628,00;102563840,00;0,00;57311,94;0,00;4632,00;4096,00;4096,00;684032000,00;0,00;0,00;0,00;0,00;256,00;181,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m16384-f50-d4-s4
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;65536,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;4;0,10;Success;311345,55;526,74;99,24;945,00;1674838016,00;1674838016,00;2,44;258,87;0,00;79,00;1,00;1,00;0,00;0,00;14204,93;0,00;4335,00;365,00;371,00;208928768,00;0,00;68155,60;0,00;52194,00;2560,00;2625,00;405667840,00;0,00;228726,15;0,00;4610,00;4096,00;4096,00;2735079424,00;0,00;0,00;0,00;0,00;256,00;185,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m65536-f50-d4-s4
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;4;0,10;Success;4834,46;4,96;99,24;665,00;24515584,00;24515584,00;1,36;0,87;0,00;17,00;1,00;1,00;0,00;0,00;167,37;0,00;3269,00;365,00;366,00;1241088,00;0,00;1050,40;0,00;47898,00;2560,00;2592,00;5554176,00;0,00;3615,81;0,00;4344,00;4096,00;4096,00;42235904,00;0,00;0,00;0,00;0,00;256,00;223,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f50-d4-s4
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;3,00;8,00;5,00;0,00;false;4;0,10;Success;547,59;3,52;82,75;61,00;2759680,00;2759680,00;1,25;0,26;0,00;5,00;1,00;1,00;0,00;0,00;15,36;0,00;1760,00;45,00;45,00;81920,00;0,00;113,41;0,00;4345,00;320,00;320,00;542720,00;0,00;418,57;0,00;511,00;512,00;512,00;4894720,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f50-d3-s4
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;4;0,10;Success;4701,71;4,22;95,09;560,00;23366656,00;23366656,00;1,18;0,26;0,00;5,00;1,00;1,00;0,00;0,00;145,36;0,00;16015,00;365,00;365,00;737280,00;0,00;1017,29;0,00;39686,00;2560,00;2560,00;5087232,00;0,00;3538,81;0,00;4096,00;4096,00;4096,00;40908800,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f50-d4-s4
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;5,00;8,00;5,00;0,00;false;4;0,10;Success;36509,87;4,77;88,81;4246,00;180571136,00;180571136,00;1,17;0,26;0,00;5,00;1,00;1,00;0,00;0,00;1090,36;0,00;119052,00;2925,00;2925,00;5498880,00;0,00;7776,41;0,00;302091,00;20480,00;20480,00;38418432,00;0,00;27642,85;0,00;32763,00;32768,00;32768,00;317224960,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f50-d5-s4
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;30;true;0,10;4,00;8,00;5,00;0,00;false;4;0,10;Success;4716,71;4,22;96,47;574,00;23536640,00;23536640,00;0,84;0,26;0,00;5,00;1,00;1,00;0,00;0,00;148,38;0,00;16022,00;365,00;365,00;737280,00;0,00;1026,71;0,00;40365,00;2560,00;2560,00;5212160,00;0,00;3541,36;0,00;4096,00;4096,00;4096,00;41123840,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f30-d4-s4
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;34;true;0,10;4,00;8,00;5,00;0,00;false;4;0,10;Success;4715,07;4,22;96,10;574,00;23534592,00;23534592,00;0,85;0,26;0,00;5,00;1,00;1,00;0,00;0,00;147,51;0,00;15989,00;365,00;365,00;737280,00;0,00;1025,95;0,00;40343,00;2560,00;2560,00;5208064,00;0,00;3541,36;0,00;4096,00;4096,00;4096,00;41123840,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f34-d4-s4
