buildingBlocks;selectivity;maxToAverageRatio;averageLatency;averageBandwidth;averageCryptoTime;averageComputeTime;modelSize;failCheckPeriod;healthCheckPeriod;multicastSize;deadline;failureRate;adaptedFailures;backupToAggregatorsRatio;depth;fanout;groupSize;concentration;random;seed;backupsToAggregatorsRatio;status;work;latency;completeness;circulatingAggregateIds;finalInboundBandwidth;finalOutboundBandwidth;observedFailureRate;work_Querier;failures_Querier;messages_Querier;initial_nodes_Querier;final_nodes_Querier;inbound_bandwidth_Querier;outbound_bandwidth_Querier;work_Aggregator;failures_Aggregator;messages_Aggregator;initial_nodes_Aggregator;final_nodes_Aggregator;inbound_bandwidth_Aggregator;outbound_bandwidth_Aggregator;work_LeafAggregator;failures_LeafAggregator;messages_LeafAggregator;initial_nodes_LeafAggregator;final_nodes_LeafAggregator;inbound_bandwidth_LeafAggregator;outbound_bandwidth_LeafAggregator;work_Contributor;failures_Contributor;messages_Contributor;initial_nodes_Contributor;final_nodes_Contributor;inbound_bandwidth_Contributor;outbound_bandwidth_Contributor;work_Backup;failures_Backup;messages_Backup;initial_nodes_Backup;final_nodes_Backup;inbound_bandwidth_Backup;outbound_bandwidth_Backup;name
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;65536,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;1;0,10;Success;317496,82;752,79;99,29;1253,00;1779892224,00;1779892224,00;3,61;389,94;0,00;119,00;1,00;1,00;0,00;0,00;17917,78;0,00;5476,00;365,00;382,00;336592896,00;0,00;68678,29;0,00;56938,00;2560,00;2643,00;462815232,00;0,00;230510,81;0,00;4753,00;4096,00;4096,00;2760376320,00;0,00;0,00;0,00;0,00;256,00;156,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m65536-f50-d4-s1
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;1;0,10;Success;4884,76;6,65;99,24;805,00;25279488,00;25279488,00;1,87;2,10;0,00;41,00;1,00;1,00;0,00;0,00;193,08;0,00;3771,00;365,00;373,00;2140160,00;0,00;1056,98;0,00;49762,00;2560,00;2598,00;5949440,00;0,00;3632,61;0,00;4398,00;4096,00;4096,00;42469376,00;0,00;0,00;0,00;0,00;256,00;210,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f50-d4-s1
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;3,00;8,00;5,00;0,00;false;1;0,10;Success;572,70;3,58;93,74;69,00;2846720,00;2846720,00;1,25;0,26;0,00;5,00;1,00;1,00;0,00;0,00;17,41;0,00;2000,00;45,00;45,00;92160,00;0,00;122,83;0,00;4804,00;320,00;320,00;614400,00;0,00;432,21;0,00;511,00;512,00;512,00;4986880,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f50-d3-s1
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;1;0,10;Success;4539,01;4,17;88,02;524,00;22122496,00;22122496,00;1,15;0,26;0,00;5,00;1,00;1,00;0,00;0,00;135,37;0,00;14992,00;365,00;365,00;686080,00;0,00;967,73;0,00;37692,00;2560,00;2560,00;4739072,00;0,00;3435,65;0,00;4096,00;4096,00;4096,00;38819840,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f50-d4-s1
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;5,00;8,00;5,00;0,00;false;1;0,10;Success;37554,64;4,82;93,52;4434,00;185210880,00;185210880,00;1,15;0,26;0,00;5,00;1,00;1,00;0,00;0,00;1143,60;0,00;124948,00;2925,00;2925,00;5783552,00;0,00;8080,79;0,00;316977,00;20480,00;20480,00;40050688,00;0,00;28329,99;0,00;32764,00;32768,00;32768,00;324587520,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f50-d5-s1
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;30;true;0,10;4,00;8,00;5,00;0,00;false;1;0,10;Success;4613,64;4,22;91,22;546,00;22321152,00;22321152,00;0,85;0,26;0,00;5,00;1,00;1,00;0,00;0,00;140,19;0,00;15454,00;365,00;365,00;714752,00;0,00;975,31;0,00;38174,00;2560,00;2560,00;4902912,00;0,00;3497,89;0,00;4096,00;4096,00;4096,00;39024640,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f30-d4-s1
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;34;true;0,10;4,00;8,00;5,00;0,00;false;1;0,10;Success;4612,51;4,17;89,49;544,00;22309888,00;22309888,00;0,88;0,26;0,00;5,00;1,00;1,00;0,00;0,00;139,57;0,00;15250,00;365,00;365,00;704512,00;0,00;974,80;0,00;38141,00;2560,00;2560,00;4890624,00;0,00;3497,89;0,00;4096,00;4096,00;4096,00;39024640,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f34-d4-s1
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;38;true;0,10;4,00;8,00;5,00;0,00;false;1;0,10;Success;4609,97;4,52;88,11;543,00;22303744,00;22303744,00;1,07;0,26;0,00;5,00;1,00;1,00;0,00;0,00;138,96;0,00;15166,00;365,00;365,00;694272,00;0,00;973,72;0,00;38129,00;2560,00;2560,00;4898816,00;0,00;3497,03;0,00;4096,00;4096,00;4096,00;39014400,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f38-d4-s1
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;42;true;0,10;4,00;8,00;5,00;0,00;false;1;0,10;Success;4607,61;4,32;88,11;541,00;22295552,00;22295552,00;1,10;0,26;0,00;5,00;1,00;1,00;0,00;0,00;137,93;0,00;15094,00;365,00;365,00;694272,00;0,00;972,39;0,00;38052,00;2560,00;2560,00;4892672,00;0,00;3497,03;0,00;4096,00;4096,00;4096,00;39004160,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f42-d4-s1
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;46;true;0,10;4,00;8,00;5,00;0,00;false;1;0,10;Success;4542,45;4,17;87,96;532,00;22203392,00;22203392,00;1,11;0,26;0,00;5,00;1,00;1,00;0,00;0,00;135,99;0,00;15084,00;365,00;365,00;694272,00;0,00;970,55;0,00;37966,00;2560,00;2560,00;4790272,00;0,00;3435,65;0,00;4096,00;4096,00;4096,00;38922240,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f46-d4-s1
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;1;0,10;Success;4539,01;4,17;88,02;524,00;22122496,00;22122496,00;1,15;0,26;0,00;5,00;1,00;1,00;0,00;0,00;135,37;0,00;14992,00;365,00;365,00;686080,00;0,00;967,73;0,00;37692,00;2560,00;2560,00;4739072,00;0,00;3435,65;0,00;4096,00;4096,00;4096,00;38819840,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f50-d4-s1
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;54;true;0,10;4,00;8,00;5,00;0,00;false;1;0,10;Success;4532,41;4,17;87,62;523,00;22116352,00;22116352,00;1,28;0,26;0,00;5,00;1,00;1,00;0,00;0,00;135,48;0,00;14854,00;365,00;365,00;686080,00;0,00;961,02;0,00;37560,00;2560,00;2560,00;4757504,00;0,00;3435,65;0,00;4096,00;4096,00;4096,00;38789120,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f54-d4-s1
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;58;true;0,10;4,00;8,00;5,00;0,00;false;1;0,10;Success;4520,74;4,17;87,17;521,00;22019072,00;22019072,00;1,41;0,26;0,00;5,00;1,00;1,00;0,00;0,00;135,01;0,00;14901,00;365,00;365,00;686080,00;0,00;949,81;0,00;37076,00;2560,00;2560,00;4777984,00;0,00;3435,65;0,00;4096,00;4096,00;4096,00;38574080,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f58-d4-s1
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;62;true;0,10;4,00;8,00;5,00;0,00;false;1;0,10;Success;4496,22;4,15;87,12;513,00;21611520,00;21611520,00;1,55;0,26;0,00;5,00;1,00;1,00;0,00;0,00;134,66;0,00;14942,00;365,00;365,00;686080,00;0,00;933,32;0,00;36694,00;2560,00;2560,00;4710400,00;0,00;3427,98;0,00;4096,00;4096,00;4096,00;37826560,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f62-d4-s1
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;66;true;0,10;4,00;8,00;5,00;0,00;false;1;0,10;Success;4469,47;4,14;86,74;513,00;21276672,00;21276672,00;1,72;0,26;0,00;5,00;1,00;1,00;0,00;0,00;134,81;0,00;15001,00;365,00;365,00;686080,00;0,00;920,06;0,00;36226,00;2560,00;2560,00;4716544,00;0,00;3414,34;0,00;4096,00;4096,00;4096,00;37150720,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f66-d4-s1
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;70;true;0,10;4,00;8,00;5,00;0,00;false;1;0,10;Success;4451,30;4,23;84,35;511,00;21130240,00;21130240,00;2,11;0,26;0,00;5,00;1,00;1,00;0,00;0,00;134,14;0,00;14892,00;365,00;365,00;684032,00;0,00;910,23;0,00;35955,00;2560,00;2560,00;4691968,00;0,00;3406,67;0,00;4096,00;4096,00;4096,00;36884480,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f70-d4-s1
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;1;0,10;Success;4539,01;4,17;88,02;524,00;22122496,00;22122496,00;1,15;0,26;0,00;5,00;1,00;1,00;0,00;0,00;135,37;0,00;14992,00;365,00;365,00;686080,00;0,00;967,73;0,00;37692,00;2560,00;2560,00;4739072,00;0,00;3435,65;0,00;4096,00;4096,00;4096,00;38819840,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f50-d4-s1
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;4096,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;1;0,10;Success;17925,25;15,54;87,48;532,00;88854528,00;88854528,00;1,14;1,02;0,00;5,00;1,00;1,00;0,00;0,00;545,18;0,00;15106,00;365,00;365,00;2777088,00;0,00;3872,36;0,00;37838,00;2560,00;2560,00;19324928,00;0,00;13506,70;0,00;4096,00;4096,00;4096,00;155607040,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m4096-f50-d4-s1
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;16384,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;1;0,10;Success;71456,08;61,00;87,09;531,00;355188736,00;355188736,00;1,11;4,10;0,00;5,00;1,00;1,00;0,00;0,00;2170,06;0,00;15077,00;365,00;365,00;11108352,00;0,00;15491,07;0,00;37775,00;2560,00;2560,00;76840960,00;0,00;53790,85;0,00;4096,00;4096,00;4096,00;622428160,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m16384-f50-d4-s1
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;65536,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;1;0,10;Success;285558,92;242,87;87,09;530,00;1420165120,00;1420165120,00;1,11;16,38;0,00;5,00;1,00;1,00;0,00;0,00;8650,75;0,00;15068,00;365,00;365,00;43909120,00;0,00;61964,29;0,00;37755,00;2560,00;2560,00;306708480,00;0,00;214927,49;0,00;4096,00;4096,00;4096,00;2489712640,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m65536-f50-d4-s1
