buildingBlocks;selectivity;maxToAverageRatio;averageLatency;averageBandwidth;averageCryptoTime;averageComputeTime;modelSize;failCheckPeriod;healthCheckPeriod;multicastSize;deadline;failureRate;adaptedFailures;depth;fanout;groupSize;concentration;random;seed;status;work;latency;completeness;circulatingAggregateIds;finalUsedBandwidth;observedFailureRate;work_Querier;failures_Querier;messages_Querier;initial_nodes_Querier;final_nodes_Querier;bandwidth_Querier;work_Aggregator;failures_Aggregator;messages_Aggregator;initial_nodes_Aggregator;final_nodes_Aggregator;bandwidth_Aggregator;work_LeafAggregator;failures_LeafAggregator;messages_LeafAggregator;initial_nodes_LeafAggregator;final_nodes_LeafAggregator;bandwidth_LeafAggregator;work_Contributor;failures_Contributor;messages_Contributor;initial_nodes_Contributor;final_nodes_Contributor;bandwidth_Contributor;work_Backup;failures_Backup;messages_Backup;initial_nodes_Backup;final_nodes_Backup;bandwidth_Backup;name
FFP,Drop,Stop,None;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;70;true;4,00;8,00;5,00;0,00;false;0;FFP;3561,82;1,18;0,00;0,00;0,00;100,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;365,00;365,00;0,00;0,00;0,00;65,00;2560,00;2565,00;0,00;3561,82;0,00;4096,00;4096,00;4096,00;0,00;0,00;0,00;0,00;25600,00;25595,00;0,00;FFP-Drop-Stop-None-m1024-f70-d4-s0
FFP,Drop,Stop,None;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;80;true;4,00;8,00;5,00;0,00;false;0;FFP;3554,15;1,15;0,00;0,00;0,00;100,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;365,00;365,00;0,00;0,00;0,00;80,00;2560,00;2566,00;0,00;3554,15;0,00;4096,00;4096,00;4096,00;0,00;0,00;0,00;0,00;25600,00;25594,00;0,00;FFP-Drop-Stop-None-m1024-f80-d4-s0
FFP,Drop,Stop,None;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;90;true;4,00;8,00;5,00;0,00;false;0;FFP;3536,21;1,12;0,00;0,00;0,00;100,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;365,00;365,00;0,00;0,00;0,00;159,00;2560,00;2567,00;0,00;3536,21;0,00;4094,00;4096,00;4096,00;0,00;0,00;0,00;0,00;25600,00;25593,00;0,00;FFP-Drop-Stop-None-m1024-f90-d4-s0
FFP,Drop,Stop,None;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;4,00;8,00;5,00;0,00;false;0;FFP;3567,79;1,24;0,00;0,00;0,00;100,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;365,00;365,00;0,00;0,00;0,00;35,00;2560,00;2563,00;0,00;3567,79;0,00;4096,00;4096,00;4096,00;0,00;0,00;0,00;0,00;25600,00;25597,00;0,00;FFP-Drop-Stop-None-m1024-f50-d4-s0
FFP,Drop,Stop,None;0,10;10,00;0,03;6000,00;0,01;0,00;4096,00;100,00;3,00;5,00;50000000,00;50;true;4,00;8,00;5,00;0,00;false;0;FFP;14039,05;2,58;0,00;0,00;0,00;100,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;365,00;365,00;0,00;0,00;0,00;30,00;2560,00;2563,00;0,00;14039,05;0,00;4096,00;4096,00;4096,00;0,00;0,00;0,00;0,00;25600,00;25597,00;0,00;FFP-Drop-Stop-None-m4096-f50-d4-s0
FFP,Drop,Stop,None;0,10;10,00;0,03;6000,00;0,01;0,00;16384,00;100,00;3,00;5,00;50000000,00;50;true;4,00;8,00;5,00;0,00;false;0;FFP;55920,64;9,46;0,00;0,00;0,00;100,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;365,00;365,00;0,00;0,00;0,00;35,00;2560,00;2565,00;0,00;55920,64;0,00;4096,00;4096,00;4096,00;0,00;0,00;0,00;0,00;25600,00;25595,00;0,00;FFP-Drop-Stop-None-m16384-f50-d4-s0
FFP,Drop,Stop,None;0,10;10,00;0,03;6000,00;0,01;0,00;65536,00;100,00;3,00;5,00;50000000,00;50;true;4,00;8,00;5,00;0,00;false;0;FFP;223447,04;34,57;0,00;0,00;0,00;100,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;365,00;365,00;0,00;0,00;0,00;30,00;2560,00;2565,00;0,00;223447,04;0,00;4096,00;4096,00;4096,00;0,00;0,00;0,00;0,00;25600,00;25595,00;0,00;FFP-Drop-Stop-None-m65536-f50-d4-s0
FFP,Drop,Stop,None;0,10;10,00;0,03;6000,00;0,01;0,00;262144,00;100,00;3,00;5,00;50000000,00;50;true;4,00;8,00;5,00;0,00;false;0;FFP;893552,65;134,97;0,00;0,00;0,00;100,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;365,00;365,00;0,00;0,00;0,00;30,00;2560,00;2565,00;0,00;893552,65;0,00;4096,00;4096,00;4096,00;0,00;0,00;0,00;0,00;25600,00;25595,00;0,00;FFP-Drop-Stop-None-m262144-f50-d4-s0
LFP,Drop,Stop,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;3,00;8,00;5,00;0,00;false;0;BadResult;592,80;3,53;0,00;89,00;3023872,00;8,85;0,26;0,00;5,00;1,00;1,00;0,00;20,12;0,00;413,00;45,00;45,00;76800,00;128,26;0,00;5838,00;320,00;323,00;346112,00;444,16;0,00;512,00;512,00;512,00;2600960,00;0,00;0,00;0,00;3200,00;3197,00;0,00;LFP-Drop-Stop-NonBlocking-m1024-f50-d3-s0
LFP,Drop,Stop,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;4,00;8,00;5,00;0,00;false;0;BadResult;4762,75;4,45;0,00;704,00;24003584,00;8,39;0,36;0,00;7,00;1,00;1,00;0,00;163,89;0,00;3273,00;365,00;367,00;625664,00;1030,71;0,00;46440,00;2560,00;2571,00;2723840,00;3567,79;0,00;4096,00;4096,00;4096,00;20654080,00;0,00;0,00;0,00;25600,00;25587,00;0,00;LFP-Drop-Stop-NonBlocking-m1024-f50-d4-s0
LFP,Drop,Stop,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;5,00;8,00;5,00;0,00;false;0;BadResult;38967,73;20,02;0,00;14695,00;213704704,00;13,94;2,20;0,00;43,00;1,00;1,00;0,00;2148,76;0,00;42590,00;2925,00;2941,00;20722688,00;8264,29;0,00;419999,00;20480,00;20596,00;26858496,00;28552,47;0,00;32763,00;32768,00;32768,00;166123520,00;0,00;0,00;0,00;204800,00;204668,00;0,00;LFP-Drop-Stop-NonBlocking-m1024-f50-d5-s0
LFP,Drop,Stop,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;0;true;4,00;8,00;5,00;0,00;false;0;Success;4772,10;4,19;100,00;585,00;23966720,00;0,00;0,26;0,00;5,00;1,00;1,00;0,00;149,50;0,00;2920,00;365,00;365,00;373760,00;1048,58;0,00;46080,00;2560,00;2560,00;2621440,00;3573,76;0,00;4096,00;4096,00;4096,00;20971520,00;0,00;0,00;0,00;25600,00;25600,00;0,00;LFP-Drop-Stop-NonBlocking-m1024-f0-d4-s0
LFP,Drop,Stop,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;10;true;4,00;8,00;5,00;0,00;false;0;BadResult;4770,75;4,50;0,00;668,00;24093696,00;1,98;0,36;0,00;7,00;1,00;1,00;0,00;160,00;0,00;3153,00;365,00;365,00;575488,00;1038,34;0,00;46408,00;2560,00;2566,00;2690048,00;3572,05;0,00;4096,00;4096,00;4096,00;20828160,00;0,00;0,00;0,00;25600,00;25594,00;0,00;LFP-Drop-Stop-NonBlocking-m1024-f10-d4-s0
LFP,Drop,Stop,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;20;true;4,00;8,00;5,00;0,00;false;0;BadResult;4768,36;4,45;0,00;652,00;24085504,00;2,09;0,26;0,00;5,00;1,00;1,00;0,00;160,51;0,00;3163,00;365,00;365,00;586752,00;1036,39;0,00;46189,00;2560,00;2567,00;2680832,00;3571,20;0,00;4096,00;4096,00;4096,00;20817920,00;0,00;0,00;0,00;25600,00;25593,00;0,00;LFP-Drop-Stop-NonBlocking-m1024-f20-d4-s0
LFP,Drop,Stop,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;30;true;4,00;8,00;5,00;0,00;false;0;BadResult;4782,25;6,29;0,00;765,00;24429568,00;5,99;2,10;0,00;41,00;1,00;1,00;0,00;174,90;0,00;3460,00;365,00;365,00;875520,00;1034,91;0,00;47147,00;2560,00;2568,00;2782208,00;3570,35;0,00;4096,00;4096,00;4096,00;20771840,00;0,00;0,00;0,00;25600,00;25592,00;0,00;LFP-Drop-Stop-NonBlocking-m1024-f30-d4-s0
LFP,Drop,Stop,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;40;true;4,00;8,00;5,00;0,00;false;0;BadResult;4779,01;5,99;0,00;843,00;24399872,00;8,03;1,59;0,00;31,00;1,00;1,00;0,00;175,36;0,00;3489,00;365,00;368,00;883712,00;1033,42;0,00;47296,00;2560,00;2568,00;2790400,00;3568,64;0,00;4096,00;4096,00;4096,00;20725760,00;0,00;0,00;0,00;25600,00;25589,00;0,00;LFP-Drop-Stop-NonBlocking-m1024-f40-d4-s0
LFP,Drop,Stop,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;4,00;8,00;5,00;0,00;false;0;BadResult;4762,75;4,45;0,00;704,00;24003584,00;8,39;0,36;0,00;7,00;1,00;1,00;0,00;163,89;0,00;3273,00;365,00;367,00;625664,00;1030,71;0,00;46440,00;2560,00;2571,00;2723840,00;3567,79;0,00;4096,00;4096,00;4096,00;20654080,00;0,00;0,00;0,00;25600,00;25587,00;0,00;LFP-Drop-Stop-NonBlocking-m1024-f50-d4-s0
LFP,Drop,Stop,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;60;true;4,00;8,00;5,00;0,00;false;0;BadResult;4757,85;4,60;0,00;732,00;24031232,00;9,14;0,36;0,00;7,00;1,00;1,00;0,00;165,89;0,00;3316,00;365,00;368,00;661504,00;1027,23;0,00;46736,00;2560,00;2573,00;2741248,00;3564,38;0,00;4096,00;4096,00;4096,00;20628480,00;0,00;0,00;0,00;25600,00;25584,00;0,00;LFP-Drop-Stop-NonBlocking-m1024-f60-d4-s0
LFP,Drop,Stop,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;70;true;4,00;8,00;5,00;0,00;false;0;BadResult;4784,89;6,24;0,00;959,00;24773632,00;13,38;1,64;0,00;32,00;1,00;1,00;0,00;197,94;0,00;3982,00;365,00;368,00;1236992,00;1023,49;0,00;49124,00;2560,00;2576,00;2974720,00;3561,82;0,00;4096,00;4096,00;4096,00;20561920,00;0,00;0,00;0,00;25600,00;25581,00;0,00;LFP-Drop-Stop-NonBlocking-m1024-f70-d4-s0
LFP,Drop,Stop,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;80;true;4,00;8,00;5,00;0,00;false;0;BadResult;4818,02;7,88;0,00;1318,00;25923584,00;17,87;2,36;0,00;46,00;1,00;1,00;0,00;251,34;0,00;5080,00;365,00;370,00;2087936,00;1010,18;0,00;52565,00;2560,00;2590,00;3417088,00;3554,15;0,00;4096,00;4096,00;4096,00;20418560,00;0,00;0,00;0,00;25600,00;25565,00;0,00;LFP-Drop-Stop-NonBlocking-m1024-f80-d4-s0
LFP,Drop,Stop,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;90;true;4,00;8,00;5,00;0,00;false;0;BadResult;4778,73;8,09;0,00;1695,00;26066944,00;41,52;0,97;0,00;19,00;1,00;1,00;0,00;274,94;0,00;5722,00;365,00;376,00;2619392,00;966,60;0,00;52118,00;2560,00;2627,00;3612672,00;3536,21;0,00;4094,00;4096,00;4096,00;19834880,00;0,00;0,00;0,00;25600,00;25522,00;0,00;LFP-Drop-Stop-NonBlocking-m1024-f90-d4-s0
LFP,Drop,Stop,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;4,00;8,00;5,00;0,00;false;0;BadResult;4762,75;4,45;0,00;704,00;24003584,00;8,39;0,36;0,00;7,00;1,00;1,00;0,00;163,89;0,00;3273,00;365,00;367,00;625664,00;1030,71;0,00;46440,00;2560,00;2571,00;2723840,00;3567,79;0,00;4096,00;4096,00;4096,00;20654080,00;0,00;0,00;0,00;25600,00;25587,00;0,00;LFP-Drop-Stop-NonBlocking-m1024-f50-d4-s0
LFP,Drop,Stop,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;4096,00;100,00;3,00;5,00;50000000,00;50;true;4,00;8,00;5,00;0,00;false;0;BadResult;18880,11;20,83;0,00;745,00;97423360,00;8,02;1,02;0,00;5,00;1,00;1,00;0,00;710,25;0,00;3528,00;365,00;367,00;3473408,00;4129,79;0,00;47908,00;2560,00;2571,00;11333632,00;14039,05;0,00;4096,00;4096,00;4096,00;82616320,00;0,00;0,00;0,00;25600,00;25587,00;0,00;LFP-Drop-Stop-NonBlocking-m4096-f50-d4-s0
LFP,Drop,Stop,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;16384,00;100,00;3,00;5,00;50000000,00;50;true;4,00;8,00;5,00;0,00;false;0;Success;75352,89;83,50;94,98;703,00;390397952,00;7,69;4,10;0,00;5,00;1,00;1,00;0,00;2849,18;0,00;3526,00;365,00;367,00;14319616,00;16578,97;0,00;48413,00;2560,00;2570,00;44302336,00;55920,64;0,00;4096,00;4096,00;4096,00;331776000,00;0,00;0,00;0,00;25600,00;25588,00;0,00;LFP-Drop-Stop-NonBlocking-m16384-f50-d4-s0
LFP,Drop,Stop,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;65536,00;100,00;3,00;5,00;50000000,00;50;true;4,00;8,00;5,00;0,00;false;0;Success;301559,40;353,02;95,09;723,00;1570177024,00;7,86;16,38;0,00;5,00;1,00;1,00;0,00;11806,31;0,00;3651,00;365,00;367,00;62259200,00;66289,66;0,00;49076,00;2560,00;2570,00;180813824,00;223447,04;0,00;4096,00;4096,00;4096,00;1327104000,00;0,00;0,00;0,00;25600,00;25588,00;0,00;LFP-Drop-Stop-NonBlocking-m65536-f50-d4-s0
LFP,Drop,Stop,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;262144,00;100,00;3,00;5,00;50000000,00;50;true;4,00;8,00;5,00;0,00;false;0;Success;1206080,72;1424,53;95,07;725,00;6284378112,00;7,88;78,64;0,00;6,00;1,00;1,00;0,00;47290,78;0,00;3656,00;365,00;367,00;252706816,00;265158,66;0,00;49076,00;2560,00;2570,00;723255296,00;893552,65;0,00;4096,00;4096,00;4096,00;5308416000,00;0,00;0,00;0,00;25600,00;25588,00;0,00;LFP-Drop-Stop-NonBlocking-m262144-f50-d4-s0
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;3,00;8,00;5,00;0,00;false;0;Success;605,38;4,09;98,63;91,00;3101696,00;1,81;0,82;0,00;16,00;1,00;1,00;0,00;21,50;0,00;420,00;45,00;45,00;101376,00;131,07;0,00;6089,00;320,00;325,00;359424,00;451,98;0,00;551,00;512,00;512,00;2640896,00;0,00;0,00;0,00;3200,00;3195,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f50-d3-s0
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;4,00;8,00;5,00;0,00;false;0;Success;4910,20;7,73;98,75;923,00;25720832,00;2,45;2,92;0,00;57,00;1,00;1,00;0,00;211,46;0,00;4130,00;365,00;371,00;1399808,00;1058,26;0,00;51111,00;2560,00;2604,00;3105792,00;3637,57;0,00;4444,00;4096,00;4096,00;21215232,00;0,00;0,00;0,00;25600,00;25550,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f50-d4-s0
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;5,00;8,00;5,00;0,00;false;0;FFP;61689,03;132,33;0,00;59823,00;486510592,00;100,00;118,48;0,00;2314,00;1,00;1,00;0,00;11192,23;0,00;219039,00;2925,00;4114,00;173804544,00;11259,73;0,00;1126837,00;20480,00;28465,00;91724800,00;39118,60;0,00;85484,00;32768,00;32768,00;220981248,00;0,00;0,00;0,00;204800,00;195626,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f50-d5-s0
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;0;true;4,00;8,00;5,00;0,00;false;0;Success;4772,10;4,19;100,00;585,00;23966720,00;0,00;0,26;0,00;5,00;1,00;1,00;0,00;149,50;0,00;2920,00;365,00;365,00;373760,00;1048,58;0,00;46080,00;2560,00;2560,00;2621440,00;3573,76;0,00;4096,00;4096,00;4096,00;20971520,00;0,00;0,00;0,00;25600,00;25600,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f0-d4-s0
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;10;true;4,00;8,00;5,00;0,00;false;0;Success;4824,58;6,40;99,44;716,00;24651776,00;1,07;2,25;0,00;44,00;1,00;1,00;0,00;174,90;0,00;3416,00;365,00;368,00;786432,00;1049,91;0,00;48146,00;2560,00;2576,00;2825216,00;3597,52;0,00;4223,00;4096,00;4096,00;21040128,00;0,00;0,00;0,00;25600,00;25581,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f10-d4-s0
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;20;true;4,00;8,00;5,00;0,00;false;0;Success;4831,20;6,19;99,41;728,00;24690688,00;1,18;2,00;0,00;39,00;1,00;1,00;0,00;176,18;0,00;3441,00;365,00;368,00;821248,00;1049,71;0,00;48194,00;2560,00;2581,00;2831360,00;3603,32;0,00;4263,00;4096,00;4096,00;21038080,00;0,00;0,00;0,00;25600,00;25576,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f20-d4-s0
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;30;true;4,00;8,00;5,00;0,00;false;0;Success;4926,47;10,39;98,93;966,00;26035200,00;2,40;6,20;0,00;121,00;1,00;1,00;0,00;219,29;0,00;4283,00;365,00;371,00;1643520,00;1060,67;0,00;51625,00;2560,00;2604,00;3140608,00;3640,32;0,00;4445,00;4096,00;4096,00;21251072,00;0,00;0,00;0,00;25600,00;25550,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f30-d4-s0
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;40;true;4,00;8,00;5,00;0,00;false;0;Success;4920,73;9,06;98,78;971,00;25933824,00;2,43;4,61;0,00;90,00;1,00;1,00;0,00;217,29;0,00;4244,00;365,00;371,00;1554432,00;1060,20;0,00;51585,00;2560,00;2604,00;3133440,00;3638,62;0,00;4445,00;4096,00;4096,00;21245952,00;0,00;0,00;0,00;25600,00;25550,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f40-d4-s0
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;4,00;8,00;5,00;0,00;false;0;Success;4910,20;7,73;98,75;923,00;25720832,00;2,45;2,92;0,00;57,00;1,00;1,00;0,00;211,46;0,00;4130,00;365,00;371,00;1399808,00;1058,26;0,00;51111,00;2560,00;2604,00;3105792,00;3637,57;0,00;4444,00;4096,00;4096,00;21215232,00;0,00;0,00;0,00;25600,00;25550,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f50-d4-s0
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;60;true;4,00;8,00;5,00;0,00;false;0;Success;4931,44;7,73;98,75;1040,00;26039296,00;2,95;3,23;0,00;63,00;1,00;1,00;0,00;223,74;0,00;4370,00;365,00;374,00;1571840,00;1059,29;0,00;52311,00;2560,00;2611,00;3236864,00;3645,18;0,00;4499,00;4096,00;4096,00;21230592,00;0,00;0,00;0,00;25600,00;25540,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f60-d4-s0
