buildingBlocks;selectivity;maxToAverageRatio;averageLatency;averageBandwidth;averageCryptoTime;averageComputeTime;modelSize;failCheckPeriod;healthCheckPeriod;multicastSize;deadline;failureRate;adaptedFailures;backupsToAggregatorsRatio;depth;fanout;groupSize;concentration;random;seed;status;work;latency;completeness;circulatingAggregateIds;finalInboundBandwidth;finalOutboundBandwidth;observedFailureRate;observedContributorsFailureRate;observedWorkersFailureRate;abortedReplacements;work_Querier;failures_Querier;messages_Querier;initial_nodes_Querier;final_nodes_Querier;inbound_bandwidth_Querier;outbound_bandwidth_Querier;propagation_Querier;versions_Querier;work_Aggregator;failures_Aggregator;messages_Aggregator;initial_nodes_Aggregator;final_nodes_Aggregator;inbound_bandwidth_Aggregator;outbound_bandwidth_Aggregator;propagation_Aggregator;versions_Aggregator;work_LeafAggregator;failures_LeafAggregator;messages_LeafAggregator;initial_nodes_LeafAggregator;final_nodes_LeafAggregator;inbound_bandwidth_LeafAggregator;outbound_bandwidth_LeafAggregator;propagation_LeafAggregator;versions_LeafAggregator;work_Contributor;failures_Contributor;messages_Contributor;initial_nodes_Contributor;final_nodes_Contributor;inbound_bandwidth_Contributor;outbound_bandwidth_Contributor;propagation_Contributor;versions_Contributor;work_Backup;failures_Backup;messages_Backup;initial_nodes_Backup;final_nodes_Backup;inbound_bandwidth_Backup;outbound_bandwidth_Backup;propagation_Backup;versions_Backup;work_level_0;failures_level_0;messages_level_0;inbound_bandwidth_level_0;outbound_bandwidth_level_0;propagation_level_0;versions_level_0;work_level_1;failures_level_1;messages_level_1;inbound_bandwidth_level_1;outbound_bandwidth_level_1;propagation_level_1;versions_level_1;work_level_2;failures_level_2;messages_level_2;inbound_bandwidth_level_2;outbound_bandwidth_level_2;propagation_level_2;versions_level_2;work_level_3;failures_level_3;messages_level_3;inbound_bandwidth_level_3;outbound_bandwidth_level_3;propagation_level_3;versions_level_3;work_level_4;failures_level_4;messages_level_4;inbound_bandwidth_level_4;outbound_bandwidth_level_4;propagation_level_4;versions_level_4;name
LFP,Drop,Stop,1,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;34,190333333333335;false;0,10;4,00;8,00;5,00;0,00;false;2;Success;4517,09;4,37;40,83;453,00;21217280,00;21217280,00;12,87;13,01;12,69;186,00;0,26;0,00;5,00;1,00;1,00;0,00;0,00;0,00;0,00;126,05;0,00;15091,00;365,00;387,00;308224,00;308224,00;25,00;61,00;875,11;0,00;36169,00;2560,00;2732,00;2297856,00;2297856,00;230,00;392,00;3515,67;0,00;4090,00;4096,00;4096,00;18611200,00;18611200,00;0,00;0,00;0,00;0,00;0,00;1462,00;1268,00;0,00;0,00;0,00;0,00;3515,67;0,00;4090,00;18611200,00;18611200,00;0,00;0,00;875,11;0,00;36169,00;2297856,00;2297856,00;230,00;392,00;111,56;0,00;13413,00;272384,00;272384,00;23,00;54,00;12,95;0,00;1460,00;30720,00;30720,00;2,00;6,00;1,54;0,00;218,00;5120,00;5120,00;0,00;1,00;LFP-Drop-Stop-1-FullSync-m1024-f34.190333333333335-d4-s2
LFP,Drop,Stop,1,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;256,00;100,00;3,00;5,00;50000000,00;341,90333333333336;false;0,10;4,00;8,00;5,00;0,00;false;2;Success;1250,38;2,31;86,53;578,00;5982464,00;5982464,00;0,73;0,71;0,75;7,00;0,06;0,00;5,00;1,00;1,00;0,00;0,00;0,00;0,00;37,15;0,00;16014,00;365,00;366,00;92160,00;92160,00;1,00;72,00;261,27;0,00;40892,00;2560,00;2566,00;652544,00;652544,00;10,00;506,00;951,89;0,00;4096,00;4096,00;4096,00;5237760,00;5237760,00;0,00;0,00;0,00;0,00;0,00;1462,00;1455,00;0,00;0,00;0,00;0,00;951,89;0,00;4096,00;5237760,00;5237760,00;0,00;0,00;261,27;0,00;40892,00;652544,00;652544,00;10,00;506,00;32,63;0,00;14169,00;81920,00;81920,00;0,00;64,00;4,07;0,00;1626,00;8960,00;8960,00;1,00;7,00;0,45;0,00;219,00;1280,00;1280,00;0,00;1,00;LFP-Drop-Stop-1-FullSync-m256-f341.90333333333336-d4-s2
LFP,Drop,Stop,1,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;341,90333333333336;false;0,10;4,00;8,00;5,00;0,00;false;2;Success;4739,01;4,17;93,40;566,00;23576576,00;23576576,00;1,19;1,22;1,15;20,00;0,26;0,00;5,00;1,00;1,00;0,00;0,00;0,00;0,00;146,23;0,00;15887,00;365,00;368,00;363520,00;363520,00;2,00;71,00;1023,03;0,00;40192,00;2560,00;2578,00;2579456,00;2579456,00;23,00;495,00;3569,50;0,00;4096,00;4096,00;4096,00;20633600,00;20633600,00;0,00;0,00;0,00;0,00;0,00;1462,00;1441,00;0,00;0,00;0,00;0,00;3569,50;0,00;4096,00;20633600,00;20633600,00;0,00;0,00;1023,03;0,00;40192,00;2579456,00;2579456,00;23,00;495,00;128,31;0,00;13909,00;317440,00;317440,00;2,00;62,00;15,87;0,00;1758,00;40960,00;40960,00;0,00;8,00;2,05;0,00;220,00;5120,00;5120,00;0,00;1,00;LFP-Drop-Stop-1-FullSync-m1024-f341.90333333333336-d4-s2
LFP,Drop,Stop,1,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;4096,00;100,00;3,00;5,00;50000000,00;341,90333333333336;false;0,10;4,00;8,00;5,00;0,00;false;2;Success;18422,34;15,33;87,85;538,00;90771456,00;90771456,00;4,42;4,54;4,25;45,00;1,02;0,00;5,00;1,00;1,00;0,00;0,00;0,00;0,00;560,95;0,00;16265,00;365,00;374,00;1454080,00;1454080,00;5,00;71,00;3920,28;0,00;38897,00;2560,00;2615,00;9793536,00;9793536,00;61,00;467,00;13940,08;0,00;4096,00;4096,00;4096,00;79523840,00;79523840,00;0,00;0,00;0,00;0,00;0,00;1462,00;1398,00;0,00;0,00;0,00;0,00;13940,08;0,00;4096,00;79523840,00;79523840,00;0,00;0,00;3920,28;0,00;38897,00;9793536,00;9793536,00;61,00;467,00;489,27;0,00;14215,00;1269760,00;1269760,00;4,00;62,00;63,49;0,00;1806,00;163840,00;163840,00;1,00;8,00;8,19;0,00;244,00;20480,00;20480,00;0,00;1,00;LFP-Drop-Stop-1-FullSync-m4096-f341.90333333333336-d4-s2
LFP,Drop,Stop,1,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;16384,00;100,00;3,00;5,00;50000000,00;341,90333333333336;false;0,10;4,00;8,00;5,00;0,00;false;2;Success;68423,64;54,45;29,05;390,00;291094528,00;291094528,00;15,58;15,63;15,52;258,00;4,10;0,00;5,00;1,00;1,00;0,00;0,00;0,00;0,00;1611,37;0,00;14766,00;365,00;406,00;4505600,00;4505600,00;27,00;56,00;12334,69;0,00;31554,00;2560,00;2853,00;29032448,00;29032448,00;304,00;334,00;54473,48;0,00;4096,00;4096,00;4096,00;257556480,00;257556480,00;0,00;0,00;0,00;0,00;0,00;1462,00;1128,00;0,00;0,00;0,00;0,00;54473,48;0,00;4096,00;257556480,00;257556480,00;0,00;0,00;12334,69;0,00;31554,00;29032448,00;29032448,00;304,00;334,00;1400,01;0,00;13113,00;4014080,00;4014080,00;23,00;50,00;190,87;0,00;1436,00;409600,00;409600,00;4,00;5,00;20,48;0,00;217,00;81920,00;81920,00;0,00;1,00;LFP-Drop-Stop-1-FullSync-m16384-f341.90333333333336-d4-s2
LFP,Drop,Stop,1,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;341,90333333333336;false;0,10;4,00;8,00;5,00;0,00;false;2;Success;4739,01;4,17;93,40;566,00;23576576,00;23576576,00;1,19;1,22;1,15;20,00;0,26;0,00;5,00;1,00;1,00;0,00;0,00;0,00;0,00;146,23;0,00;15887,00;365,00;368,00;363520,00;363520,00;2,00;71,00;1023,03;0,00;40192,00;2560,00;2578,00;2579456,00;2579456,00;23,00;495,00;3569,50;0,00;4096,00;4096,00;4096,00;20633600,00;20633600,00;0,00;0,00;0,00;0,00;0,00;1462,00;1441,00;0,00;0,00;0,00;0,00;3569,50;0,00;4096,00;20633600,00;20633600,00;0,00;0,00;1023,03;0,00;40192,00;2579456,00;2579456,00;23,00;495,00;128,31;0,00;13909,00;317440,00;317440,00;2,00;62,00;15,87;0,00;1758,00;40960,00;40960,00;0,00;8,00;2,05;0,00;220,00;5120,00;5120,00;0,00;1,00;LFP-Drop-Stop-1-FullSync-m1024-f341.90333333333336-d4-s2
LFP,Replace,0Resync,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;341,90333333333336;false;0,10;3,00;8,00;5,00;0,00;false;2;Success;594,77;3,53;96,88;71,00;2993152,00;2993152,00;0,79;0,59;1,08;2,00;0,26;0,00;5,00;1,00;1,00;0,00;0,00;0,00;0,00;17,92;0,00;358,00;45,00;46,00;46080,00;46080,00;0,00;9,00;129,88;0,00;5652,00;320,00;322,00;325632,00;325632,00;2,00;62,00;446,72;0,00;512,00;512,00;512,00;2621440,00;2621440,00;0,00;0,00;0,00;0,00;0,00;182,00;179,00;0,00;0,00;0,00;0,00;446,72;0,00;512,00;2621440,00;2621440,00;0,00;0,00;129,88;0,00;5652,00;325632,00;325632,00;2,00;62,00;15,87;0,00;318,00;40960,00;40960,00;0,00;8,00;2,05;0,00;40,00;5120,00;5120,00;0,00;1,00;0,26;0,00;5,00;0,00;0,00;0,00;0,00;LFP-Replace-0Resync1-1-NonBlocking-m1024-f341.90333333333336-d3-s2
LFP,Replace,0Resync,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;341,90333333333336;false;0,10;4,00;8,00;5,00;0,00;false;2;Success;4746,42;5,56;95,63;598,00;23704576,00;23704576,00;1,48;1,54;1,39;19,00;1,33;0,00;26,00;1,00;1,00;0,00;0,00;0,00;0,00;151,84;0,00;3057,00;365,00;369,00;489472,00;489472,00;0,00;98,00;1023,75;0,00;45014,00;2560,00;2579,00;2581504,00;2581504,00;22,00;500,00;3569,50;0,00;4096,00;4096,00;4096,00;20633600,00;20633600,00;0,00;0,00;0,00;0,00;0,00;1462,00;1439,00;0,00;0,00;0,00;0,00;3569,50;0,00;4096,00;20633600,00;20633600,00;0,00;0,00;1023,75;0,00;45014,00;2581504,00;2581504,00;22,00;500,00;128,70;0,00;2605,00;385024,00;385024,00;0,00;72,00;19,25;0,00;376,00;77824,00;77824,00;0,00;17,00;3,89;0,00;76,00;26624,00;26624,00;0,00;9,00;LFP-Replace-0Resync1-1-NonBlocking-m1024-f341.90333333333336-d4-s2
LFP,Replace,0Resync,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;0;false;0,10;4,00;8,00;5,00;0,00;false;2;Success;4772,10;4,19;100,00;585,00;23966720,00;23966720,00;0,00;0,00;0,00;0,00;0,26;0,00;5,00;1,00;1,00;0,00;0,00;0,00;0,00;149,50;0,00;2920,00;365,00;365,00;373760,00;373760,00;0,00;73,00;1048,58;0,00;46080,00;2560,00;2560,00;2621440,00;2621440,00;0,00;512,00;3573,76;0,00;4096,00;4096,00;4096,00;20971520,00;20971520,00;0,00;0,00;0,00;0,00;0,00;1462,00;1462,00;0,00;0,00;0,00;0,00;3573,76;0,00;4096,00;20971520,00;20971520,00;0,00;0,00;1048,58;0,00;46080,00;2621440,00;2621440,00;0,00;512,00;131,07;0,00;2560,00;327680,00;327680,00;0,00;64,00;16,38;0,00;320,00;40960,00;40960,00;0,00;8,00;2,05;0,00;40,00;5120,00;5120,00;0,00;1,00;LFP-Replace-0Resync1-1-NonBlocking-m1024-f0-d4-s2
LFP,Replace,0Resync,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;663,2924666666668;false;0,10;4,00;8,00;5,00;0,00;false;2;Success;4760,82;5,51;97,05;618,00;23863296,00;23863296,00;0,82;0,76;0,92;11,00;1,59;0,00;31,00;1,00;1,00;0,00;0,00;0,00;0,00;152,30;0,00;3034,00;365,00;368,00;482304,00;482304,00;0,00;110,00;1034,87;0,00;45545,00;2560,00;2571,00;2609152,00;2609152,00;14,00;508,00;3572,05;0,00;4096,00;4096,00;4096,00;20771840,00;20771840,00;0,00;0,00;0,00;0,00;0,00;1462,00;1448,00;0,00;0,00;0,00;0,00;3572,05;0,00;4096,00;20771840,00;20771840,00;0,00;0,00;1034,87;0,00;45545,00;2609152,00;2609152,00;14,00;508,00;130,24;0,00;2603,00;374784,00;374784,00;0,00;73,00;18,28;0,00;357,00;75776,00;75776,00;0,00;17,00;3,79;0,00;74,00;31744,00;31744,00;0,00;20,00;LFP-Replace-0Resync1-1-NonBlocking-m1024-f663.2924666666668-d4-s2
LFP,Replace,0Resync,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;341,90333333333336;false;0,10;4,00;8,00;5,00;0,00;false;2;Success;4746,42;5,56;95,63;598,00;23704576,00;23704576,00;1,48;1,54;1,39;19,00;1,33;0,00;26,00;1,00;1,00;0,00;0,00;0,00;0,00;151,84;0,00;3057,00;365,00;369,00;489472,00;489472,00;0,00;98,00;1023,75;0,00;45014,00;2560,00;2579,00;2581504,00;2581504,00;22,00;500,00;3569,50;0,00;4096,00;4096,00;4096,00;20633600,00;20633600,00;0,00;0,00;0,00;0,00;0,00;1462,00;1439,00;0,00;0,00;0,00;0,00;3569,50;0,00;4096,00;20633600,00;20633600,00;0,00;0,00;1023,75;0,00;45014,00;2581504,00;2581504,00;22,00;500,00;128,70;0,00;2605,00;385024,00;385024,00;0,00;72,00;19,25;0,00;376,00;77824,00;77824,00;0,00;17,00;3,89;0,00;76,00;26624,00;26624,00;0,00;9,00;LFP-Replace-0Resync1-1-NonBlocking-m1024-f341.90333333333336-d4-s2
LFP,Replace,0Resync,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;205,14200000000002;false;0,10;4,00;8,00;5,00;0,00;false;2;Success;4729,13;6,07;93,63;619,00;23470080,00;23470080,00;2,96;3,08;2,80;27,00;2,20;0,00;43,00;1,00;1,00;0,00;0,00;0,00;0,00;151,69;0,00;3098,00;365,00;372,00;530432,00;530432,00;0,00;123,00;1010,86;0,00;44354,00;2560,00;2587,00;2567168,00;2567168,00;31,00;496,00;3564,38;0,00;4096,00;4096,00;4096,00;20372480,00;20372480,00;0,00;0,00;0,00;0,00;0,00;1462,00;1428,00;0,00;0,00;0,00;0,00;3564,38;0,00;4096,00;20372480,00;20372480,00;0,00;0,00;1010,86;0,00;44354,00;2567168,00;2567168,00;31,00;496,00;127,37;0,00;2623,00;399360,00;399360,00;0,00;75,00;19,97;0,00;390,00;87040,00;87040,00;0,00;23,00;4,35;0,00;85,00;44032,00;44032,00;0,00;25,00;LFP-Replace-0Resync1-1-NonBlocking-m1024-f205.14200000000002-d4-s2
LFP,Replace,0Resync,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;34,190333333333335;false;0,10;4,00;8,00;5,00;0,00;false;2;Success;4749,69;24,33;0,00;984,00;25313280,00;25313280,00;68,93;70,61;67,11;468,00;2,25;0,00;44,00;1,00;1,00;0,00;0,00;0,00;0,00;327,73;0,00;9902,00;365,00;753,00;3503104,00;3503104,00;86,00;544,00;904,04;0,00;39870,00;2560,00;3028,00;3198976,00;3198976,00;963,00;444,00;3515,67;0,00;4090,00;4096,00;4096,00;18611200,00;18611200,00;0,00;0,00;0,00;0,00;0,00;1462,00;606,00;0,00;0,00;0,00;0,00;3515,67;0,00;4090,00;18611200,00;18611200,00;0,00;0,00;904,04;0,00;39870,00;3198976,00;3198976,00;963,00;444,00;161,72;0,00;6428,00;3101696,00;3101696,00;73,00;305,00;148,95;0,00;3092,00;356352,00;356352,00;12,00;195,00;17,05;0,00;382,00;45056,00;45056,00;1,00;44,00;LFP-Replace-0Resync1-1-NonBlocking-m1024-f34.190333333333335-d4-s2
LFP,Replace,0Resync,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;256,00;100,00;3,00;5,00;50000000,00;341,90333333333336;false;0,10;4,00;8,00;5,00;0,00;false;2;Success;1251,87;2,52;98,14;605,00;6007296,00;6007296,00;0,77;0,73;0,82;6,00;0,31;0,00;24,00;1,00;1,00;0,00;0,00;0,00;0,00;38,40;0,00;3025,00;365,00;366,00;115968,00;115968,00;0,00;93,00;261,27;0,00;45836,00;2560,00;2566,00;653568,00;653568,00;9,00;512,00;951,89;0,00;4096,00;4096,00;4096,00;5237760,00;5237760,00;0,00;0,00;0,00;0,00;0,00;1462,00;1455,00;0,00;0,00;0,00;0,00;951,89;0,00;4096,00;5237760,00;5237760,00;0,00;0,00;261,27;0,00;45836,00;653568,00;653568,00;9,00;512,00;32,92;0,00;2597,00;93184,00;93184,00;0,00;73,00;4,65;0,00;363,00;16640,00;16640,00;0,00;14,00;0,83;0,00;65,00;6144,00;6144,00;0,00;6,00;LFP-Replace-0Resync1-1-NonBlocking-m256-f341.90333333333336-d4-s2
LFP,Replace,0Resync,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;341,90333333333336;false;0,10;4,00;8,00;5,00;0,00;false;2;Success;4746,42;5,56;95,63;598,00;23704576,00;23704576,00;1,48;1,54;1,39;19,00;1,33;0,00;26,00;1,00;1,00;0,00;0,00;0,00;0,00;151,84;0,00;3057,00;365,00;369,00;489472,00;489472,00;0,00;98,00;1023,75;0,00;45014,00;2560,00;2579,00;2581504,00;2581504,00;22,00;500,00;3569,50;0,00;4096,00;4096,00;4096,00;20633600,00;20633600,00;0,00;0,00;0,00;0,00;0,00;1462,00;1439,00;0,00;0,00;0,00;0,00;3569,50;0,00;4096,00;20633600,00;20633600,00;0,00;0,00;1023,75;0,00;45014,00;2581504,00;2581504,00;22,00;500,00;128,70;0,00;2605,00;385024,00;385024,00;0,00;72,00;19,25;0,00;376,00;77824,00;77824,00;0,00;17,00;3,89;0,00;76,00;26624,00;26624,00;0,00;9,00;LFP-Replace-0Resync1-1-NonBlocking-m1024-f341.90333333333336-d4-s2
LFP,Replace,0Resync,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;4096,00;100,00;3,00;5,00;50000000,00;341,90333333333336;false;0,10;4,00;8,00;5,00;0,00;false;2;Success;18097,16;32,51;86,33;632,00;91246592,00;91246592,00;9,44;9,59;9,23;69,00;15,77;0,00;77,00;1,00;1,00;0,00;0,00;0,00;0,00;657,55;0,00;3576,00;365,00;394,00;3284992,00;3284992,00;0,00;165,00;3835,24;0,00;43162,00;2560,00;2629,00;10219520,00;10219520,00;83,00;467,00;13588,60;0,00;4096,00;4096,00;4096,00;77742080,00;77742080,00;0,00;0,00;0,00;0,00;0,00;1462,00;1364,00;0,00;0,00;0,00;0,00;13588,60;0,00;4096,00;77742080,00;77742080,00;0,00;0,00;3835,24;0,00;43162,00;10219520,00;10219520,00;83,00;467,00;510,09;0,00;2856,00;2310144,00;2310144,00;0,00;81,00;115,51;0,00;564,00;638976,00;638976,00;0,00;29,00;31,95;0,00;156,00;335872,00;335872,00;0,00;55,00;LFP-Replace-0Resync1-1-NonBlocking-m4096-f341.90333333333336-d4-s2
LFP,Replace,0Resync,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;16384,00;100,00;3,00;5,00;50000000,00;341,90333333333336;false;0,10;4,00;8,00;5,00;0,00;false;2;Success;65599,92;191,15;0,00;689,00;341868544,00;341868544,00;53,56;55,10;51,97;762,00;20,48;0,00;25,00;1,00;1,00;0,00;0,00;0,00;0,00;5346,40;0,00;10741,00;365,00;635,00;66568192,00;66568192,00;28,00;344,00;11138,64;0,00;36122,00;2560,00;3322,00;43794432,00;43794432,00;1007,00;348,00;49094,39;0,00;4096,00;4096,00;4096,00;231505920,00;231505920,00;0,00;0,00;0,00;0,00;0,00;1462,00;430,00;0,00;0,00;0,00;0,00;49094,39;0,00;4096,00;231505920,00;231505920,00;0,00;0,00;11138,64;0,00;36122,00;43794432,00;43794432,00;1007,00;348,00;2156,93;0,00;6740,00;60506112,00;60506112,00;23,00;187,00;2935,52;0,00;3675,00;5652480,00;5652480,00;4,00;132,00;253,95;0,00;326,00;409600,00;409600,00;1,00;25,00;LFP-Replace-0Resync1-1-NonBlocking-m16384-f341.90333333333336-d4-s2
LFP,Replace,0Resync,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;341,90333333333336;false;0,10;4,00;8,00;5,00;0,00;false;2;Success;4746,42;5,56;95,63;598,00;23704576,00;23704576,00;1,48;1,54;1,39;19,00;1,33;0,00;26,00;1,00;1,00;0,00;0,00;0,00;0,00;151,84;0,00;3057,00;365,00;369,00;489472,00;489472,00;0,00;98,00;1023,75;0,00;45014,00;2560,00;2579,00;2581504,00;2581504,00;22,00;500,00;3569,50;0,00;4096,00;4096,00;4096,00;20633600,00;20633600,00;0,00;0,00;0,00;0,00;0,00;1462,00;1439,00;0,00;0,00;0,00;0,00;3569,50;0,00;4096,00;20633600,00;20633600,00;0,00;0,00;1023,75;0,00;45014,00;2581504,00;2581504,00;22,00;500,00;128,70;0,00;2605,00;385024,00;385024,00;0,00;72,00;19,25;0,00;376,00;77824,00;77824,00;0,00;17,00;3,89;0,00;76,00;26624,00;26624,00;0,00;9,00;LFP-Replace-0Resync1-1-NonBlocking-m1024-f341.90333333333336-d4-s2
LFP,Replace,0Resync,3,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;341,90333333333336;false;0,10;3,00;8,00;5,00;0,00;false;2;Success;593,05;3,48;84,38;70,00;2979840,00;2979840,00;0,79;0,59;1,08;3,00;0,26;0,00;5,00;1,00;1,00;0,00;0,00;0,00;0,00;16,44;0,00;333,00;45,00;46,00;40960,00;40960,00;1,00;8,00;129,64;0,00;5644,00;320,00;322,00;317440,00;317440,00;2,00;62,00;446,72;0,00;512,00;512,00;512,00;2621440,00;2621440,00;0,00;0,00;0,00;0,00;0,00;182,00;179,00;0,00;0,00;0,00;0,00;446,72;0,00;512,00;2621440,00;2621440,00;0,00;0,00;129,64;0,00;5644,00;317440,00;317440,00;2,00;62,00;14,64;0,00;294,00;35840,00;35840,00;1,00;7,00;1,79;0,00;39,00;5120,00;5120,00;0,00;1,00;0,26;0,00;5,00;0,00;0,00;0,00;0,00;LFP-Replace-0Resync3-3-NonBlocking-m1024-f341.90333333333336-d3-s2
LFP,Replace,0Resync,3,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;341,90333333333336;false;0,10;4,00;8,00;5,00;0,00;false;2;Success;4733,22;6,19;80,81;603,00;23647232,00;23647232,00;1,75;1,73;1,76;22,00;2,30;0,00;45,00;1,00;1,00;0,00;0,00;0,00;0,00;138,39;0,00;2799,00;365,00;368,00;456704,00;456704,00;3,00;103,00;1023,03;0,00;44990,00;2560,00;2579,00;2556928,00;2556928,00;27,00;500,00;3569,50;0,00;4096,00;4096,00;4096,00;20633600,00;20633600,00;0,00;0,00;0,00;0,00;0,00;1462,00;1440,00;0,00;0,00;0,00;0,00;3569,50;0,00;4096,00;20633600,00;20633600,00;0,00;0,00;1023,03;0,00;44990,00;2556928,00;2556928,00;27,00;500,00;118,02;0,00;2389,00;327680,00;327680,00;2,00;64,00;16,38;0,00;328,00;79872,00;79872,00;1,00;18,00;3,99;0,00;82,00;49152,00;49152,00;0,00;21,00;LFP-Replace-0Resync3-3-NonBlocking-m1024-f341.90333333333336-d4-s2
LFP,Replace,0Resync,3,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;0;false;0,10;4,00;8,00;5,00;0,00;false;2;Success;4772,10;4,19;100,00;585,00;23966720,00;23966720,00;0,00;0,00;0,00;0,00;0,26;0,00;5,00;1,00;1,00;0,00;0,00;0,00;0,00;149,50;0,00;2920,00;365,00;365,00;373760,00;373760,00;0,00;73,00;1048,58;0,00;46080,00;2560,00;2560,00;2621440,00;2621440,00;0,00;512,00;3573,76;0,00;4096,00;4096,00;4096,00;20971520,00;20971520,00;0,00;0,00;0,00;0,00;0,00;1462,00;1462,00;0,00;0,00;0,00;0,00;3573,76;0,00;4096,00;20971520,00;20971520,00;0,00;0,00;1048,58;0,00;46080,00;2621440,00;2621440,00;0,00;512,00;131,07;0,00;2560,00;327680,00;327680,00;0,00;64,00;16,38;0,00;320,00;40960,00;40960,00;0,00;8,00;2,05;0,00;40,00;5120,00;5120,00;0,00;1,00;LFP-Replace-0Resync3-3-NonBlocking-m1024-f0-d4-s2
LFP,Replace,0Resync,3,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;663,2924666666668;false;0,10;4,00;8,00;5,00;0,00;false;2;Success;4759,38;5,68;85,16;616,00;23839744,00;23839744,00;0,87;0,83;0,92;12,00;1,84;0,00;36,00;1,00;1,00;0,00;0,00;0,00;0,00;151,09;0,00;3011,00;365,00;366,00;475136,00;475136,00;1,00;108,00;1034,39;0,00;45529,00;2560,00;2571,00;2592768,00;2592768,00;14,00;508,00;3572,05;0,00;4096,00;4096,00;4096,00;20771840,00;20771840,00;0,00;0,00;0,00;0,00;0,00;1462,00;1450,00;0,00;0,00;0,00;0,00;3572,05;0,00;4096,00;20771840,00;20771840,00;0,00;0,00;1034,39;0,00;45529,00;2592768,00;2592768,00;14,00;508,00;129,64;0,00;2588,00;366592,00;366592,00;0,00;73,00;17,87;0,00;349,00;71680,00;71680,00;1,00;17,00;3,58;0,00;74,00;36864,00;36864,00;0,00;18,00;LFP-Replace-0Resync3-3-NonBlocking-m1024-f663.2924666666668-d4-s2
LFP,Replace,0Resync,3,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;341,90333333333336;false;0,10;4,00;8,00;5,00;0,00;false;2;Success;4733,22;6,19;80,81;603,00;23647232,00;23647232,00;1,75;1,73;1,76;22,00;2,30;0,00;45,00;1,00;1,00;0,00;0,00;0,00;0,00;138,39;0,00;2799,00;365,00;368,00;456704,00;456704,00;3,00;103,00;1023,03;0,00;44990,00;2560,00;2579,00;2556928,00;2556928,00;27,00;500,00;3569,50;0,00;4096,00;4096,00;4096,00;20633600,00;20633600,00;0,00;0,00;0,00;0,00;0,00;1462,00;1440,00;0,00;0,00;0,00;0,00;3569,50;0,00;4096,00;20633600,00;20633600,00;0,00;0,00;1023,03;0,00;44990,00;2556928,00;2556928,00;27,00;500,00;118,02;0,00;2389,00;327680,00;327680,00;2,00;64,00;16,38;0,00;328,00;79872,00;79872,00;1,00;18,00;3,99;0,00;82,00;49152,00;49152,00;0,00;21,00;LFP-Replace-0Resync3-3-NonBlocking-m1024-f341.90333333333336-d4-s2
