buildingBlocks;selectivity;maxToAverageRatio;averageLatency;averageBandwidth;averageCryptoTime;averageComputeTime;modelSize;failCheckPeriod;healthCheckPeriod;multicastSize;deadline;failureRate;adaptedFailures;backupsToAggregatorsRatio;depth;fanout;groupSize;concentration;random;seed;status;work;latency;completeness;circulatingAggregateIds;finalInboundBandwidth;finalOutboundBandwidth;observedFailureRate;observedContributorsFailureRate;observedWorkersFailureRate;abortedReplacements;work_Querier;failures_Querier;messages_Querier;initial_nodes_Querier;final_nodes_Querier;inbound_bandwidth_Querier;outbound_bandwidth_Querier;propagation_Querier;versions_Querier;work_Aggregator;failures_Aggregator;messages_Aggregator;initial_nodes_Aggregator;final_nodes_Aggregator;inbound_bandwidth_Aggregator;outbound_bandwidth_Aggregator;propagation_Aggregator;versions_Aggregator;work_LeafAggregator;failures_LeafAggregator;messages_LeafAggregator;initial_nodes_LeafAggregator;final_nodes_LeafAggregator;inbound_bandwidth_LeafAggregator;outbound_bandwidth_LeafAggregator;propagation_LeafAggregator;versions_LeafAggregator;work_Contributor;failures_Contributor;messages_Contributor;initial_nodes_Contributor;final_nodes_Contributor;inbound_bandwidth_Contributor;outbound_bandwidth_Contributor;propagation_Contributor;versions_Contributor;work_Backup;failures_Backup;messages_Backup;initial_nodes_Backup;final_nodes_Backup;inbound_bandwidth_Backup;outbound_bandwidth_Backup;propagation_Backup;versions_Backup;work_level_0;failures_level_0;messages_level_0;inbound_bandwidth_level_0;outbound_bandwidth_level_0;propagation_level_0;versions_level_0;work_level_1;failures_level_1;messages_level_1;inbound_bandwidth_level_1;outbound_bandwidth_level_1;propagation_level_1;versions_level_1;work_level_2;failures_level_2;messages_level_2;inbound_bandwidth_level_2;outbound_bandwidth_level_2;propagation_level_2;versions_level_2;work_level_3;failures_level_3;messages_level_3;inbound_bandwidth_level_3;outbound_bandwidth_level_3;propagation_level_3;versions_level_3;work_level_4;failures_level_4;messages_level_4;inbound_bandwidth_level_4;outbound_bandwidth_level_4;propagation_level_4;versions_level_4;name
LFP,Replace,Stay,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;4096,00;100,00;3,00;5,00;50000000,00;341,90333333333336;false;0,10;4,00;8,00;5,00;0,00;false;1;Success;28990,30;120,45;0,00;5765,00;216653824,00;216653824,00;33,82;36,57;31,08;0,00;34,82;0,00;170,00;1,00;1,00;0,00;0,00;0,00;0,00;4588,02;0,00;22817,00;365,00;507,00;58294272,00;58294272,00;15,00;3850,00;5501,92;0,00;146847,00;2560,00;3626,00;47792128,00;47792128,00;62,00;1915,00;18865,55;0,00;11050,00;4096,00;4096,00;110567424,00;110567424,00;0,00;0,00;0,00;0,00;0,00;1462,00;254,00;0,00;0,00;0,00;0,00;18865,55;0,00;11050,00;110567424,00;110567424,00;0,00;0,00;5501,92;0,00;146847,00;47792128,00;47792128,00;62,00;1915,00;2380,87;0,00;11963,00;33906688,00;33906688,00;14,00;1530,00;1683,47;0,00;8297,00;23691264,00;23691264,00;0,00;2150,00;523,67;0,00;2557,00;696320,00;696320,00;1,00;170,00;LFP-Replace-Stay-1-NonBlocking-m4096-f341.90333333333336-d4-s1
LFP,Replace,Stay,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;16384,00;100,00;3,00;5,00;50000000,00;341,90333333333336;false;0,10;4,00;8,00;5,00;0,00;false;1;Success;104236,37;120,45;0,00;3395,00;676036608,00;676036608,00;33,82;36,57;31,08;0,00;3,28;0,00;4,00;1,00;1,00;0,00;0,00;0,00;0,00;11719,46;0,00;14680,00;365,00;507,00;89571328,00;89571328,00;15,00;1731,00;19844,05;0,00;140109,00;2560,00;3626,00;168706048,00;168706048,00;62,00;1664,00;72669,59;0,00;11029,00;4096,00;4096,00;417759232,00;417759232,00;0,00;0,00;0,00;0,00;0,00;1462,00;254,00;0,00;0,00;0,00;0,00;72669,59;0,00;11029,00;417759232,00;417759232,00;0,00;0,00;19844,05;0,00;140109,00;168706048,00;168706048,00;62,00;1664,00;8296,60;0,00;10476,00;82067456,00;82067456,00;14,00;1277,00;3209,05;0,00;3943,00;7438336,00;7438336,00;0,00;450,00;213,81;0,00;261,00;65536,00;65536,00;1,00;4,00;LFP-Replace-Stay-1-NonBlocking-m16384-f341.90333333333336-d4-s1
LFP,Replace,Stay,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;341,90333333333336;false;0,10;4,00;8,00;5,00;0,00;false;1;Success;5175,31;16,48;98,41;1341,00;28432384,00;28432384,00;5,15;5,35;4,89;0,00;11,88;0,00;232,00;1,00;1,00;0,00;0,00;0,00;0,00;312,67;0,00;6114,00;365,00;386,00;2704384,00;2704384,00;0,00;629,00;1090,24;0,00;59227,00;2560,00;2680,00;3865600,00;3865600,00;0,00;712,00;3760,53;0,00;5036,00;4096,00;4096,00;21862400,00;21862400,00;0,00;0,00;0,00;0,00;0,00;1462,00;1321,00;0,00;0,00;0,00;0,00;3760,53;0,00;5036,00;21862400,00;21862400,00;0,00;0,00;1090,24;0,00;59227,00;3865600,00;3865600,00;0,00;712,00;192,60;0,00;3769,00;1418240,00;1418240,00;0,00;261,00;70,71;0,00;1381,00;987136,00;987136,00;0,00;218,00;49,36;0,00;964,00;299008,00;299008,00;0,00;150,00;LFP-Replace-Stay-1-NonBlocking-m1024-f341.90333333333336-d4-s1
LFP,Drop,Stop,1,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;341,90333333333336;false;0,10;3,00;8,00;5,00;0,00;false;1;Success;589,77;3,63;93,74;69,00;2887680,00;2887680,00;0,79;0,39;1,35;5,00;0,26;0,00;5,00;1,00;1,00;0,00;0,00;0,00;0,00;17,41;0,00;1976,00;45,00;45,00;46080,00;46080,00;0,00;9,00;126,26;0,00;4895,00;320,00;325,00;307200,00;307200,00;5,00;60,00;445,85;0,00;511,00;512,00;512,00;2534400,00;2534400,00;0,00;0,00;0,00;0,00;0,00;182,00;177,00;0,00;0,00;0,00;0,00;445,85;0,00;511,00;2534400,00;2534400,00;0,00;0,00;126,26;0,00;4895,00;307200,00;307200,00;5,00;60,00;15,36;0,00;1756,00;40960,00;40960,00;0,00;8,00;2,05;0,00;220,00;5120,00;5120,00;0,00;1,00;0,26;0,00;5,00;0,00;0,00;0,00;0,00;LFP-Drop-Stop-1-FullSync-m1024-f341.90333333333336-d3-s1
LFP,Drop,Stop,1,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;341,90333333333336;false;0,10;4,00;8,00;5,00;0,00;false;1;Success;4748,27;4,22;92,72;566,00;23689216,00;23689216,00;1,16;1,10;1,25;20,00;0,26;0,00;5,00;1,00;1,00;0,00;0,00;0,00;0,00;145,36;0,00;15759,00;365,00;372,00;358400,00;358400,00;4,00;70,00;1030,60;0,00;40280,00;2560,00;2576,00;2569216,00;2569216,00;21,00;496,00;3572,05;0,00;4096,00;4096,00;4096,00;20761600,00;20761600,00;0,00;0,00;0,00;0,00;0,00;1462,00;1439,00;0,00;0,00;0,00;0,00;3572,05;0,00;4096,00;20761600,00;20761600,00;0,00;0,00;1030,60;0,00;40280,00;2569216,00;2569216,00;21,00;496,00;127,69;0,00;13782,00;312320,00;312320,00;4,00;61,00;15,62;0,00;1757,00;40960,00;40960,00;0,00;8,00;2,05;0,00;220,00;5120,00;5120,00;0,00;1,00;LFP-Drop-Stop-1-FullSync-m1024-f341.90333333333336-d4-s1
LFP,Drop,Stop,1,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;0;false;0,10;4,00;8,00;5,00;0,00;false;1;Success;4772,10;4,32;100,00;585,00;23966720,00;23966720,00;0,00;0,00;0,00;0,00;0,26;0,00;5,00;1,00;1,00;0,00;0,00;0,00;0,00;149,50;0,00;16060,00;365,00;365,00;373760,00;373760,00;0,00;73,00;1048,58;0,00;40960,00;2560,00;2560,00;2621440,00;2621440,00;0,00;512,00;3573,76;0,00;4096,00;4096,00;4096,00;20971520,00;20971520,00;0,00;0,00;0,00;0,00;0,00;1462,00;1462,00;0,00;0,00;0,00;0,00;3573,76;0,00;4096,00;20971520,00;20971520,00;0,00;0,00;1048,58;0,00;40960,00;2621440,00;2621440,00;0,00;512,00;131,07;0,00;14080,00;327680,00;327680,00;0,00;64,00;16,38;0,00;1760,00;40960,00;40960,00;0,00;8,00;2,05;0,00;220,00;5120,00;5120,00;0,00;1,00;LFP-Drop-Stop-1-FullSync-m1024-f0-d4-s1
LFP,Drop,Stop,1,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;663,2924666666668;false;0,10;4,00;8,00;5,00;0,00;false;1;Success;4760,80;4,22;96,29;576,00;23830528,00;23830528,00;0,65;0,54;0,82;11,00;0,26;0,00;5,00;1,00;1,00;0,00;0,00;0,00;0,00;147,15;0,00;15918,00;365,00;368,00;368640,00;368640,00;1,00;72,00;1040,49;0,00;40605,00;2560,00;2570,00;2587648,00;2587648,00;12,00;504,00;3572,91;0,00;4096,00;4096,00;4096,00;20874240,00;20874240,00;0,00;0,00;0,00;0,00;0,00;1462,00;1449,00;0,00;0,00;0,00;0,00;3572,91;0,00;4096,00;20874240,00;20874240,00;0,00;0,00;1040,49;0,00;40605,00;2587648,00;2587648,00;12,00;504,00;128,97;0,00;13939,00;322560,00;322560,00;1,00;63,00;16,13;0,00;1759,00;40960,00;40960,00;0,00;8,00;2,05;0,00;220,00;5120,00;5120,00;0,00;1,00;LFP-Drop-Stop-1-FullSync-m1024-f663.2924666666668-d4-s1
LFP,Drop,Stop,1,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;341,90333333333336;false;0,10;4,00;8,00;5,00;0,00;false;1;Success;4748,27;4,22;92,72;566,00;23689216,00;23689216,00;1,16;1,10;1,25;20,00;0,26;0,00;5,00;1,00;1,00;0,00;0,00;0,00;0,00;145,36;0,00;15759,00;365,00;372,00;358400,00;358400,00;4,00;70,00;1030,60;0,00;40280,00;2560,00;2576,00;2569216,00;2569216,00;21,00;496,00;3572,05;0,00;4096,00;4096,00;4096,00;20761600,00;20761600,00;0,00;0,00;0,00;0,00;0,00;1462,00;1439,00;0,00;0,00;0,00;0,00;3572,05;0,00;4096,00;20761600,00;20761600,00;0,00;0,00;1030,60;0,00;40280,00;2569216,00;2569216,00;21,00;496,00;127,69;0,00;13782,00;312320,00;312320,00;4,00;61,00;15,62;0,00;1757,00;40960,00;40960,00;0,00;8,00;2,05;0,00;220,00;5120,00;5120,00;0,00;1,00;LFP-Drop-Stop-1-FullSync-m1024-f341.90333333333336-d4-s1
LFP,Drop,Stop,1,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;205,14200000000002;false;0,10;4,00;8,00;5,00;0,00;false;1;Success;4728,34;4,23;89,07;551,00;23418880,00;23418880,00;2,10;2,25;1,89;28,00;0,26;0,00;5,00;1,00;1,00;0,00;0,00;0,00;0,00;142,75;0,00;15583,00;365,00;371,00;357376,00;357376,00;4,00;70,00;1014,99;0,00;40006,00;2560,00;2585,00;2540544,00;2540544,00;31,00;481,00;3570,35;0,00;4096,00;4096,00;4096,00;20520960,00;20520960,00;0,00;0,00;0,00;0,00;0,00;1462,00;1431,00;0,00;0,00;0,00;0,00;3570,35;0,00;4096,00;20520960,00;20520960,00;0,00;0,00;1014,99;0,00;40006,00;2540544,00;2540544,00;31,00;481,00;125,13;0,00;13603,00;311296,00;311296,00;4,00;61,00;15,56;0,00;1760,00;40960,00;40960,00;0,00;8,00;2,05;0,00;220,00;5120,00;5120,00;0,00;1,00;LFP-Drop-Stop-1-FullSync-m1024-f205.14200000000002-d4-s1
LFP,Drop,Stop,1,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;34,190333333333335;false;0,10;4,00;8,00;5,00;0,00;false;1;Success;4517,27;4,66;0,00;436,00;21083136,00;21083136,00;14,31;14,36;14,25;211,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;122,73;0,00;14512,00;365,00;405,00;284672,00;284672,00;38,00;57,00;878,80;0,00;36490,00;2560,00;2744,00;2253824,00;2253824,00;260,00;379,00;3515,75;0,00;4094,00;4096,00;4096,00;18544640,00;18544640,00;0,00;0,00;0,00;0,00;0,00;1462,00;1238,00;0,00;0,00;0,00;0,00;3515,75;0,00;4094,00;18544640,00;18544640,00;0,00;0,00;878,80;0,00;36490,00;2253824,00;2253824,00;260,00;379,00;109,16;0,00;12828,00;254976,00;254976,00;31,00;51,00;12,08;0,00;1580,00;29696,00;29696,00;6,00;6,00;1,48;0,00;104,00;0,00;0,00;1,00;0,00;LFP-Drop-Stop-1-FullSync-m1024-f34.190333333333335-d4-s1
LFP,Drop,Stop,1,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;256,00;100,00;3,00;5,00;50000000,00;341,90333333333336;false;0,10;4,00;8,00;5,00;0,00;false;1;Success;1250,91;1,84;94,55;579,00;5983744,00;5983744,00;0,53;0,42;0,68;6,00;0,06;0,00;5,00;1,00;1,00;0,00;0,00;0,00;0,00;36,84;0,00;15838,00;365,00;367,00;90624,00;90624,00;3,00;71,00;261,68;0,00;40890,00;2560,00;2564,00;651520,00;651520,00;7,00;508,00;952,32;0,00;4096,00;4096,00;4096,00;5241600,00;5241600,00;0,00;0,00;0,00;0,00;0,00;1462,00;1456,00;0,00;0,00;0,00;0,00;952,32;0,00;4096,00;5241600,00;5241600,00;0,00;0,00;261,68;0,00;40890,00;651520,00;651520,00;7,00;508,00;32,37;0,00;13857,00;79104,00;79104,00;3,00;62,00;3,96;0,00;1761,00;10240,00;10240,00;0,00;8,00;0,51;0,00;220,00;1280,00;1280,00;0,00;1,00;LFP-Drop-Stop-1-FullSync-m256-f341.90333333333336-d4-s1
LFP,Drop,Stop,1,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;341,90333333333336;false;0,10;4,00;8,00;5,00;0,00;false;1;Success;4748,27;4,22;92,72;566,00;23689216,00;23689216,00;1,16;1,10;1,25;20,00;0,26;0,00;5,00;1,00;1,00;0,00;0,00;0,00;0,00;145,36;0,00;15759,00;365,00;372,00;358400,00;358400,00;4,00;70,00;1030,60;0,00;40280,00;2560,00;2576,00;2569216,00;2569216,00;21,00;496,00;3572,05;0,00;4096,00;4096,00;4096,00;20761600,00;20761600,00;0,00;0,00;0,00;0,00;0,00;1462,00;1439,00;0,00;0,00;0,00;0,00;3572,05;0,00;4096,00;20761600,00;20761600,00;0,00;0,00;1030,60;0,00;40280,00;2569216,00;2569216,00;21,00;496,00;127,69;0,00;13782,00;312320,00;312320,00;4,00;61,00;15,62;0,00;1757,00;40960,00;40960,00;0,00;8,00;2,05;0,00;220,00;5120,00;5120,00;0,00;1,00;LFP-Drop-Stop-1-FullSync-m1024-f341.90333333333336-d4-s1
LFP,Drop,Stop,1,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;4096,00;100,00;3,00;5,00;50000000,00;341,90333333333336;false;0,10;4,00;8,00;5,00;0,00;false;1;Success;18483,29;15,13;75,57;547,00;90611712,00;90611712,00;4,78;4,96;4,55;43,00;1,02;0,00;5,00;1,00;1,00;0,00;0,00;0,00;0,00;570,57;0,00;16047,00;365,00;379,00;1413120,00;1413120,00;6,00;69,00;3927,24;0,00;39540,00;2560,00;2610,00;10186752,00;10186752,00;62,00;478,00;13984,45;0,00;4096,00;4096,00;4096,00;79011840,00;79011840,00;0,00;0,00;0,00;0,00;0,00;1462,00;1398,00;0,00;0,00;0,00;0,00;13984,45;0,00;4096,00;79011840,00;79011840,00;0,00;0,00;3927,24;0,00;39540,00;10186752,00;10186752,00;62,00;478,00;501,35;0,00;14166,00;1249280,00;1249280,00;5,00;61,00;62,05;0,00;1662,00;143360,00;143360,00;1,00;7,00;7,17;0,00;219,00;20480,00;20480,00;0,00;1,00;LFP-Drop-Stop-1-FullSync-m4096-f341.90333333333336-d4-s1
LFP,Drop,Stop,1,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;16384,00;100,00;3,00;5,00;50000000,00;341,90333333333336;false;0,10;4,00;8,00;5,00;0,00;false;1;Success;67268,84;54,42;26,20;354,00;274235392,00;274235392,00;16,33;16,36;16,30;270,00;4,10;0,00;5,00;1,00;1,00;0,00;0,00;0,00;0,00;1507,33;0,00;14925,00;365,00;416,00;4407296,00;4407296,00;19,00;54,00;11338,55;0,00;29971,00;2560,00;2865,00;26198016,00;26198016,00;325,00;301,00;54418,87;0,00;4096,00;4096,00;4096,00;243630080,00;243630080,00;0,00;0,00;0,00;0,00;0,00;1462,00;1106,00;0,00;0,00;0,00;0,00;54418,87;0,00;4096,00;243630080,00;243630080,00;0,00;0,00;11338,55;0,00;29971,00;26198016,00;26198016,00;325,00;301,00;1291,06;0,00;13098,00;3915776,00;3915776,00;16,00;48,00;195,79;0,00;1610,00;409600,00;409600,00;3,00;5,00;20,48;0,00;217,00;81920,00;81920,00;0,00;1,00;LFP-Drop-Stop-1-FullSync-m16384-f341.90333333333336-d4-s1
LFP,Drop,Stop,1,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;341,90333333333336;false;0,10;4,00;8,00;5,00;0,00;false;1;Success;4748,27;4,22;92,72;566,00;23689216,00;23689216,00;1,16;1,10;1,25;20,00;0,26;0,00;5,00;1,00;1,00;0,00;0,00;0,00;0,00;145,36;0,00;15759,00;365,00;372,00;358400,00;358400,00;4,00;70,00;1030,60;0,00;40280,00;2560,00;2576,00;2569216,00;2569216,00;21,00;496,00;3572,05;0,00;4096,00;4096,00;4096,00;20761600,00;20761600,00;0,00;0,00;0,00;0,00;0,00;1462,00;1439,00;0,00;0,00;0,00;0,00;3572,05;0,00;4096,00;20761600,00;20761600,00;0,00;0,00;1030,60;0,00;40280,00;2569216,00;2569216,00;21,00;496,00;127,69;0,00;13782,00;312320,00;312320,00;4,00;61,00;15,62;0,00;1757,00;40960,00;40960,00;0,00;8,00;2,05;0,00;220,00;5120,00;5120,00;0,00;1,00;LFP-Drop-Stop-1-FullSync-m1024-f341.90333333333336-d4-s1
LFP,Replace,0Resync,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;341,90333333333336;false;0,10;3,00;8,00;5,00;0,00;false;1;Success;590,39;3,73;93,55;72,00;2899968,00;2899968,00;0,79;0,39;1,35;4,00;0,46;0,00;9,00;1,00;1,00;0,00;0,00;0,00;0,00;17,82;0,00;364,00;45,00;45,00;54272,00;54272,00;0,00;11,00;126,26;0,00;5495,00;320,00;324,00;311296,00;311296,00;4,00;61,00;445,85;0,00;511,00;512,00;512,00;2534400,00;2534400,00;0,00;0,00;0,00;0,00;0,00;182,00;178,00;0,00;0,00;0,00;0,00;445,85;0,00;511,00;2534400,00;2534400,00;0,00;0,00;126,26;0,00;5495,00;311296,00;311296,00;4,00;61,00;15,56;0,00;320,00;45056,00;45056,00;0,00;9,00;2,25;0,00;44,00;9216,00;9216,00;0,00;2,00;0,46;0,00;9,00;0,00;0,00;0,00;0,00;LFP-Replace-0Resync1-1-NonBlocking-m1024-f341.90333333333336-d3-s1
LFP,Replace,0Resync,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;341,90333333333336;false;0,10;4,00;8,00;5,00;0,00;false;1;Success;4763,04;6,94;95,53;637,00;23960576,00;23960576,00;2,03;2,12;1,90;17,00;2,00;0,00;39,00;1,00;1,00;0,00;0,00;0,00;0,00;156,83;0,00;3150,00;365,00;374,00;556032,00;556032,00;0,00;130,00;1032,16;0,00;45480,00;2560,00;2577,00;2642944,00;2642944,00;22,00;507,00;3572,05;0,00;4096,00;4096,00;4096,00;20761600,00;20761600,00;0,00;0,00;0,00;0,00;0,00;1462,00;1436,00;0,00;0,00;0,00;0,00;3572,05;0,00;4096,00;20761600,00;20761600,00;0,00;0,00;1032,16;0,00;45480,00;2642944,00;2642944,00;22,00;507,00;131,02;0,00;2646,00;407552,00;407552,00;0,00;80,00;20,38;0,00;398,00;108544,00;108544,00;0,00;25,00;5,43;0,00;106,00;39936,00;39936,00;0,00;25,00;LFP-Replace-0Resync1-1-NonBlocking-m1024-f341.90333333333336-d4-s1
LFP,Replace,0Resync,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;0;false;0,10;4,00;8,00;5,00;0,00;false;1;Success;4772,10;4,19;100,00;585,00;23966720,00;23966720,00;0,00;0,00;0,00;0,00;0,26;0,00;5,00;1,00;1,00;0,00;0,00;0,00;0,00;149,50;0,00;2920,00;365,00;365,00;373760,00;373760,00;0,00;73,00;1048,58;0,00;46080,00;2560,00;2560,00;2621440,00;2621440,00;0,00;512,00;3573,76;0,00;4096,00;4096,00;4096,00;20971520,00;20971520,00;0,00;0,00;0,00;0,00;0,00;1462,00;1462,00;0,00;0,00;0,00;0,00;3573,76;0,00;4096,00;20971520,00;20971520,00;0,00;0,00;1048,58;0,00;46080,00;2621440,00;2621440,00;0,00;512,00;131,07;0,00;2560,00;327680,00;327680,00;0,00;64,00;16,38;0,00;320,00;40960,00;40960,00;0,00;8,00;2,05;0,00;40,00;5120,00;5120,00;0,00;1,00;LFP-Replace-0Resync1-1-NonBlocking-m1024-f0-d4-s1
LFP,Replace,0Resync,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;663,2924666666668;false;0,10;4,00;8,00;5,00;0,00;false;1;Success;4769,11;5,73;97,58;624,00;23973888,00;23973888,00;0,84;0,76;0,95;8,00;1,74;0,00;34,00;1,00;1,00;0,00;0,00;0,00;0,00;152,83;0,00;3033,00;365,00;371,00;474112,00;474112,00;0,00;116,00;1041,63;0,00;45621,00;2560,00;2568,00;2625536,00;2625536,00;12,00;508,00;3572,91;0,00;4096,00;4096,00;4096,00;20874240,00;20874240,00;0,00;0,00;0,00;0,00;0,00;1462,00;1448,00;0,00;0,00;0,00;0,00;3572,91;0,00;4096,00;20874240,00;20874240,00;0,00;0,00;1041,63;0,00;45621,00;2625536,00;2625536,00;12,00;508,00;130,87;0,00;2604,00;363520,00;363520,00;0,00;72,00;18,18;0,00;355,00;75776,00;75776,00;0,00;19,00;3,79;0,00;74,00;34816,00;34816,00;0,00;25,00;LFP-Replace-0Resync1-1-NonBlocking-m1024-f663.2924666666668-d4-s1
LFP,Replace,0Resync,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;341,90333333333336;false;0,10;4,00;8,00;5,00;0,00;false;1;Success;4763,04;6,94;95,53;637,00;23960576,00;23960576,00;2,03;2,12;1,90;17,00;2,00;0,00;39,00;1,00;1,00;0,00;0,00;0,00;0,00;156,83;0,00;3150,00;365,00;374,00;556032,00;556032,00;0,00;130,00;1032,16;0,00;45480,00;2560,00;2577,00;2642944,00;2642944,00;22,00;507,00;3572,05;0,00;4096,00;4096,00;4096,00;20761600,00;20761600,00;0,00;0,00;0,00;0,00;0,00;1462,00;1436,00;0,00;0,00;0,00;0,00;3572,05;0,00;4096,00;20761600,00;20761600,00;0,00;0,00;1032,16;0,00;45480,00;2642944,00;2642944,00;22,00;507,00;131,02;0,00;2646,00;407552,00;407552,00;0,00;80,00;20,38;0,00;398,00;108544,00;108544,00;0,00;25,00;5,43;0,00;106,00;39936,00;39936,00;0,00;25,00;LFP-Replace-0Resync1-1-NonBlocking-m1024-f341.90333333333336-d4-s1
LFP,Replace,0Resync,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;205,14200000000002;false;0,10;4,00;8,00;5,00;0,00;false;1;Success;4742,74;6,65;93,90;640,00;23654400,00;23654400,00;3,27;3,49;2,97;24,00;2,61;0,00;51,00;1,00;1,00;0,00;0,00;0,00;0,00;152,78;0,00;3103,00;365,00;377,00;539648,00;539648,00;0,00;143,00;1017,00;0,00;44626,00;2560,00;2584,00;2593792,00;2593792,00;30,00;497,00;3570,35;0,00;4096,00;4096,00;4096,00;20520960,00;20520960,00;0,00;0,00;0,00;0,00;0,00;1462,00;1426,00;0,00;0,00;0,00;0,00;3570,35;0,00;4096,00;20520960,00;20520960,00;0,00;0,00;1017,00;0,00;44626,00;2593792,00;2593792,00;30,00;497,00;128,41;0,00;2627,00;395264,00;395264,00;0,00;77,00;19,76;0,00;386,00;92160,00;92160,00;0,00;24,00;4,61;0,00;90,00;52224,00;52224,00;0,00;42,00;LFP-Replace-0Resync1-1-NonBlocking-m1024-f205.14200000000002-d4-s1
LFP,Replace,0Resync,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;34,190333333333335;false;0,10;4,00;8,00;5,00;0,00;false;1;Success;4749,21;25,69;0,00;981,00;25277440,00;25277440,00;73,36;75,90;70,62;507,00;1,74;0,00;34,00;1,00;1,00;0,00;0,00;0,00;0,00;328,63;0,00;10236,00;365,00;737,00;3651584,00;3651584,00;109,00;549,00;903,08;0,00;39700,00;2560,00;3067,00;3081216,00;3081216,00;1078,00;452,00;3515,75;0,00;4094,00;4096,00;4096,00;18544640,00;18544640,00;0,00;0,00;0,00;0,00;0,00;1462,00;583,00;0,00;0,00;0,00;0,00;3515,75;0,00;4094,00;18544640,00;18544640,00;0,00;0,00;903,08;0,00;39700,00;3081216,00;3081216,00;1078,00;452,00;156,66;0,00;6589,00;3278848,00;3278848,00;91,00;331,00;156,46;0,00;3276,00;337920,00;337920,00;17,00;192,00;15,51;0,00;371,00;34816,00;34816,00;1,00;28,00;LFP-Replace-0Resync1-1-NonBlocking-m1024-f34.190333333333335-d4-s1
LFP,Replace,0Resync,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;256,00;100,00;3,00;5,00;50000000,00;341,90333333333336;false;0,10;4,00;8,00;5,00;0,00;false;1;Success;1253,00;1,81;98,97;602,00;6011136,00;6011136,00;0,51;0,42;0,65;4,00;0,23;0,00;18,00;1,00;1,00;0,00;0,00;0,00;0,00;38,04;0,00;2992,00;365,00;368,00;109824,00;109824,00;0,00;89,00;262,40;0,00;46024,00;2560,00;2564,00;659712,00;659712,00;5,00;513,00;952,32;0,00;4096,00;4096,00;4096,00;5241600,00;5241600,00;0,00;0,00;0,00;0,00;0,00;1462,00;1455,00;0,00;0,00;0,00;0,00;952,32;0,00;4096,00;5241600,00;5241600,00;0,00;0,00;262,40;0,00;46024,00;659712,00;659712,00;5,00;513,00;32,78;0,00;2581,00;88576,00;88576,00;0,00;70,00;4,43;0,00;346,00;16640,00;16640,00;0,00;14,00;0,83;0,00;65,00;4608,00;4608,00;0,00;5,00;LFP-Replace-0Resync1-1-NonBlocking-m256-f341.90333333333336-d4-s1
