buildingBlocks;selectivity;maxToAverageRatio;averageLatency;averageBandwidth;averageCryptoTime;averageComputeTime;modelSize;failCheckPeriod;healthCheckPeriod;multicastSize;deadline;failureRate;adaptedFailures;backupsToAggregatorsRatio;depth;fanout;groupSize;concentration;random;seed;status;work;latency;completeness;circulatingAggregateIds;finalInboundBandwidth;finalOutboundBandwidth;observedFailureRate;observedContributorsFailureRate;observedWorkersFailureRate;abortedReplacements;work_Querier;failures_Querier;messages_Querier;initial_nodes_Querier;final_nodes_Querier;inbound_bandwidth_Querier;outbound_bandwidth_Querier;propagation_Querier;versions_Querier;work_Aggregator;failures_Aggregator;messages_Aggregator;initial_nodes_Aggregator;final_nodes_Aggregator;inbound_bandwidth_Aggregator;outbound_bandwidth_Aggregator;propagation_Aggregator;versions_Aggregator;work_LeafAggregator;failures_LeafAggregator;messages_LeafAggregator;initial_nodes_LeafAggregator;final_nodes_LeafAggregator;inbound_bandwidth_LeafAggregator;outbound_bandwidth_LeafAggregator;propagation_LeafAggregator;versions_LeafAggregator;work_Contributor;failures_Contributor;messages_Contributor;initial_nodes_Contributor;final_nodes_Contributor;inbound_bandwidth_Contributor;outbound_bandwidth_Contributor;propagation_Contributor;versions_Contributor;work_Backup;failures_Backup;messages_Backup;initial_nodes_Backup;final_nodes_Backup;inbound_bandwidth_Backup;outbound_bandwidth_Backup;propagation_Backup;versions_Backup;work_level_0;failures_level_0;messages_level_0;inbound_bandwidth_level_0;outbound_bandwidth_level_0;propagation_level_0;versions_level_0;work_level_1;failures_level_1;messages_level_1;inbound_bandwidth_level_1;outbound_bandwidth_level_1;propagation_level_1;versions_level_1;work_level_2;failures_level_2;messages_level_2;inbound_bandwidth_level_2;outbound_bandwidth_level_2;propagation_level_2;versions_level_2;work_level_3;failures_level_3;messages_level_3;inbound_bandwidth_level_3;outbound_bandwidth_level_3;propagation_level_3;versions_level_3;work_level_4;failures_level_4;messages_level_4;inbound_bandwidth_level_4;outbound_bandwidth_level_4;propagation_level_4;versions_level_4;work_level_5;failures_level_5;messages_level_5;inbound_bandwidth_level_5;outbound_bandwidth_level_5;propagation_level_5;versions_level_5;name
LFP,Replace,0Resync,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;400;false;0,13;4,00;8,00;5,00;0,00;false;4;Success;4758,47;6,24;96,17;629,00;23855104,00;23855104,00;1,51;1,51;1,50;12,00;2,10;0,00;41,00;1,00;1,00;0,00;0,00;0,00;0,00;154,21;2,00;3080,00;365,00;366,00;527360,00;527360,00;0,00;120,00;1033,51;42,00;38008,00;2560,00;2572,00;2607104,00;2607104,00;17,00;509,00;3568,64;62,00;4096,00;4096,00;4096,00;20720640,00;20720640,00;0,00;0,00;0,00;8,00;0,00;365,00;352,00;0,00;0,00;0,00;0,00;3568,64;62,00;4096,00;20720640,00;20720640,00;0,00;0,00;1033,51;42,00;38008,00;2607104,00;2607104,00;17,00;509,00;129,95;2,00;2606,00;388096,00;388096,00;0,00;77,00;19,40;0,00;379,00;97280,00;97280,00;0,00;21,00;4,86;0,00;95,00;41984,00;41984,00;0,00;22,00;2,10;0,00;41,00;0,00;0,00;0,00;0,00;LFP-Replace-0Resync1-1-NonBlocking-m1024-f400-d4-s4
LFP,Replace,0Resync,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;200;false;0,13;4,00;8,00;5,00;0,00;false;4;Success;4735,00;6,19;93,19;629,00;23680000,00;23680000,00;3,26;3,25;3,28;27,00;2,10;0,00;41,00;1,00;1,00;0,00;0,00;0,00;0,00;154,37;10,00;3147,00;365,00;372,00;555008,00;555008,00;0,00;132,00;1017,56;87,00;37310,00;2560,00;2587,00;2588672,00;2588672,00;33,00;497,00;3560,97;133,00;4096,00;4096,00;4096,00;20536320,00;20536320,00;0,00;0,00;0,00;14,00;0,00;365,00;331,00;0,00;0,00;0,00;0,00;3560,97;133,00;4096,00;20536320,00;20536320,00;0,00;0,00;1017,56;87,00;37310,00;2588672,00;2588672,00;33,00;497,00;128,77;8,00;2647,00;411648,00;411648,00;0,00;81,00;20,58;2,00;402,00;100352,00;100352,00;0,00;24,00;5,02;0,00;98,00;43008,00;43008,00;0,00;27,00;2,10;0,00;41,00;0,00;0,00;0,00;0,00;LFP-Replace-0Resync1-1-NonBlocking-m1024-f200-d4-s4
LFP,Replace,0Resync,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;100;false;0,13;4,00;8,00;5,00;0,00;false;4;Success;4698,99;5,93;85,86;667,00;23372800,00;23372800,00;5,95;6,03;5,84;56,00;0,92;0,00;18,00;1,00;1,00;0,00;0,00;0,00;0,00;164,06;18,00;3495,00;365,00;379,00;766976,00;766976,00;0,00;171,00;982,43;160,00;36581,00;2560,00;2616,00;2586624,00;2586624,00;72,00;496,00;3551,57;247,00;4095,00;4096,00;4096,00;20019200,00;20019200,00;0,00;0,00;0,00;28,00;0,00;365,00;295,00;0,00;0,00;0,00;0,00;3551,57;247,00;4095,00;20019200,00;20019200,00;0,00;0,00;982,43;160,00;36581,00;2586624,00;2586624,00;72,00;496,00;127,66;15,00;2784,00;590848,00;590848,00;0,00;111,00;28,52;3,00;557,00;157696,00;157696,00;0,00;46,00;7,88;0,00;154,00;18432,00;18432,00;0,00;14,00;0,92;0,00;18,00;0,00;0,00;0,00;0,00;LFP-Replace-0Resync1-1-NonBlocking-m1024-f100-d4-s4
LFP,Replace,0Resync,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;256,00;100,00;3,00;5,00;50000000,00;400;false;0,13;4,00;8,00;5,00;0,00;false;4;Success;1251,83;1,69;99,07;601,00;6002688,00;6002688,00;0,41;0,46;0,34;4,00;0,23;0,00;18,00;1,00;1,00;0,00;0,00;0,00;0,00;38,02;0,00;2990,00;365,00;365,00;108032,00;108032,00;0,00;87,00;261,48;10,00;38370,00;2560,00;2564,00;656896,00;656896,00;5,00;514,00;952,11;19,00;4096,00;4096,00;4096,00;5237760,00;5237760,00;0,00;0,00;0,00;4,00;0,00;365,00;361,00;0,00;0,00;0,00;0,00;952,11;19,00;4096,00;5237760,00;5237760,00;0,00;0,00;261,48;10,00;38370,00;656896,00;656896,00;5,00;514,00;32,84;0,00;2586,00;88576,00;88576,00;0,00;70,00;4,43;0,00;346,00;14848,00;14848,00;0,00;12,00;0,74;0,00;58,00;4608,00;4608,00;0,00;5,00;0,23;0,00;18,00;0,00;0,00;0,00;0,00;LFP-Replace-0Resync1-1-NonBlocking-m256-f400-d4-s4
LFP,Replace,0Resync,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;400;false;0,13;4,00;8,00;5,00;0,00;false;4;Success;4758,47;6,24;96,17;629,00;23855104,00;23855104,00;1,51;1,51;1,50;12,00;2,10;0,00;41,00;1,00;1,00;0,00;0,00;0,00;0,00;154,21;2,00;3080,00;365,00;366,00;527360,00;527360,00;0,00;120,00;1033,51;42,00;38008,00;2560,00;2572,00;2607104,00;2607104,00;17,00;509,00;3568,64;62,00;4096,00;4096,00;4096,00;20720640,00;20720640,00;0,00;0,00;0,00;8,00;0,00;365,00;352,00;0,00;0,00;0,00;0,00;3568,64;62,00;4096,00;20720640,00;20720640,00;0,00;0,00;1033,51;42,00;38008,00;2607104,00;2607104,00;17,00;509,00;129,95;2,00;2606,00;388096,00;388096,00;0,00;77,00;19,40;0,00;379,00;97280,00;97280,00;0,00;21,00;4,86;0,00;95,00;41984,00;41984,00;0,00;22,00;2,10;0,00;41,00;0,00;0,00;0,00;0,00;LFP-Replace-0Resync1-1-NonBlocking-m1024-f400-d4-s4
LFP,Replace,0Resync,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;4096,00;100,00;3,00;5,00;50000000,00;400;false;0,13;4,00;8,00;5,00;0,00;false;4;Success;18294,78;24,62;86,50;627,00;91742208,00;91742208,00;6,10;6,18;6,00;55,00;4,71;0,00;23,00;1,00;1,00;0,00;0,00;0,00;0,00;687,59;18,00;3651,00;365,00;383,00;3350528,00;3350528,00;0,00;146,00;3839,84;162,00;36224,00;2560,00;2615,00;10690560,00;10690560,00;69,00;481,00;13762,63;253,00;4096,00;4096,00;4096,00;77701120,00;77701120,00;0,00;0,00;0,00;29,00;0,00;365,00;292,00;0,00;0,00;0,00;0,00;13762,63;253,00;4096,00;77701120,00;77701120,00;0,00;0,00;3839,84;162,00;36224,00;10690560,00;10690560,00;69,00;481,00;529,07;15,00;2877,00;2490368,00;2490368,00;0,00;91,00;120,22;3,00;587,00;765952,00;765952,00;0,00;39,00;38,30;0,00;187,00;94208,00;94208,00;0,00;16,00;4,71;0,00;23,00;0,00;0,00;0,00;0,00;LFP-Replace-0Resync1-1-NonBlocking-m4096-f400-d4-s4
LFP,Replace,0Resync,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;16384,00;100,00;3,00;5,00;50000000,00;400;false;0,13;4,00;8,00;5,00;0,00;false;4;Success;64046,15;153,65;0,00;580,00;300990464,00;300990464,00;38,28;38,84;37,56;270,00;81,92;0,00;100,00;1,00;1,00;0,00;0,00;0,00;0,00;3028,11;160,00;5253,00;365,00;425,00;26476544,00;26476544,00;100,00;212,00;11486,76;1063,00;29081,00;2560,00;2830,00;36945920,00;36945920,00;529,00;368,00;49449,36;1591,00;4096,00;4096,00;4096,00;237568000,00;237568000,00;0,00;0,00;0,00;35,00;0,00;365,00;35,00;0,00;0,00;0,00;0,00;49449,36;1591,00;4096,00;237568000,00;237568000,00;0,00;0,00;11486,76;1063,00;29081,00;36945920,00;36945920,00;529,00;368,00;1825,53;141,00;3677,00;20938752,00;20938752,00;90,00;97,00;1007,62;16,00;1322,00;3899392,00;3899392,00;7,00;54,00;194,97;3,00;254,00;1638400,00;1638400,00;3,00;61,00;81,92;0,00;100,00;0,00;0,00;0,00;0,00;LFP-Replace-0Resync1-1-NonBlocking-m16384-f400-d4-s4
LFP,Replace,0Resync,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;400;false;0,13;4,00;8,00;5,00;0,00;false;4;Success;4758,47;6,24;96,17;629,00;23855104,00;23855104,00;1,51;1,51;1,50;12,00;2,10;0,00;41,00;1,00;1,00;0,00;0,00;0,00;0,00;154,21;2,00;3080,00;365,00;366,00;527360,00;527360,00;0,00;120,00;1033,51;42,00;38008,00;2560,00;2572,00;2607104,00;2607104,00;17,00;509,00;3568,64;62,00;4096,00;4096,00;4096,00;20720640,00;20720640,00;0,00;0,00;0,00;8,00;0,00;365,00;352,00;0,00;0,00;0,00;0,00;3568,64;62,00;4096,00;20720640,00;20720640,00;0,00;0,00;1033,51;42,00;38008,00;2607104,00;2607104,00;17,00;509,00;129,95;2,00;2606,00;388096,00;388096,00;0,00;77,00;19,40;0,00;379,00;97280,00;97280,00;0,00;21,00;4,86;0,00;95,00;41984,00;41984,00;0,00;22,00;2,10;0,00;41,00;0,00;0,00;0,00;0,00;LFP-Replace-0Resync1-1-NonBlocking-m1024-f400-d4-s4
FFP,Drop,Stop,1,None;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;400;false;0,13;3,00;8,00;5,00;0,00;false;5;FFP;446,72;1,39;0,00;0,00;0,00;0,00;0,23;0,00;0,54;2,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;45,00;45,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;320,00;322,00;0,00;0,00;2,00;0,00;446,72;0,00;512,00;512,00;512,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;45,00;43,00;0,00;0,00;0,00;0,00;446,72;0,00;512,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FFP-Drop-Stop-1-None-m1024-f400-d3-s5
FFP,Drop,Stop,1,None;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;400;false;0,13;4,00;8,00;5,00;0,00;false;5;FFP;3696,75;1,49;0,00;0,00;20884480,00;20884480,00;0,37;0,42;0,31;3,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;365,00;366,00;0,00;0,00;0,00;0,00;130,66;8,00;2622,00;2560,00;2563,00;0,00;0,00;3,00;0,00;3566,09;17,00;4096,00;4096,00;4096,00;20884480,00;20884480,00;0,00;0,00;0,00;2,00;0,00;365,00;361,00;0,00;0,00;0,00;0,00;3566,09;17,00;4096,00;20884480,00;20884480,00;0,00;0,00;130,66;8,00;2622,00;0,00;0,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FFP-Drop-Stop-1-None-m1024-f400-d4-s5
FFP,Drop,Stop,1,None;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;400;false;0,13;5,00;8,00;5,00;0,00;false;5;FFP;28552,47;1,16;0,00;0,00;0,00;0,00;0,27;0,26;0,29;17,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;2925,00;2926,00;0,00;0,00;1,00;0,00;0,00;61,00;175,00;20480,00;20497,00;0,00;0,00;31,00;0,00;28552,47;84,00;32763,00;32768,00;32768,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;2925,00;2907,00;0,00;0,00;0,00;0,00;28552,47;84,00;32763,00;0,00;0,00;0,00;0,00;0,00;61,00;175,00;0,00;0,00;31,00;0,00;0,00;6,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FFP-Drop-Stop-1-None-m1024-f400-d5-s5
FFP,Drop,Stop,1,None;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;0;false;0,13;4,00;8,00;5,00;0,00;false;5;Success;4772,10;4,19;100,00;585,00;23966720,00;23966720,00;0,00;0,00;0,00;0,00;0,26;0,00;5,00;1,00;1,00;0,00;0,00;0,00;0,00;149,50;0,00;2920,00;365,00;365,00;373760,00;373760,00;0,00;73,00;1048,58;0,00;20480,00;2560,00;2560,00;2621440,00;2621440,00;0,00;512,00;3573,76;0,00;4096,00;4096,00;4096,00;20971520,00;20971520,00;0,00;0,00;0,00;0,00;0,00;365,00;365,00;0,00;0,00;0,00;0,00;3573,76;0,00;4096,00;20971520,00;20971520,00;0,00;0,00;1048,58;0,00;20480,00;2621440,00;2621440,00;0,00;512,00;131,07;0,00;2560,00;327680,00;327680,00;0,00;64,00;16,38;0,00;320,00;40960,00;40960,00;0,00;8,00;2,05;0,00;40,00;5120,00;5120,00;0,00;1,00;0,26;0,00;5,00;0,00;0,00;0,00;0,00;FFP-Drop-Stop-1-None-m1024-f0-d4-s5
FFP,Drop,Stop,1,None;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;6400;false;0,13;4,00;8,00;5,00;0,00;false;5;Success;4772,10;4,19;100,00;585,00;23966720,00;23966720,00;0,03;0,05;0,00;0,00;0,26;0,00;5,00;1,00;1,00;0,00;0,00;0,00;0,00;149,50;0,00;2920,00;365,00;365,00;373760,00;373760,00;0,00;73,00;1048,58;0,00;20480,00;2560,00;2560,00;2621440,00;2621440,00;0,00;512,00;3573,76;2,00;4096,00;4096,00;4096,00;20971520,00;20971520,00;0,00;0,00;0,00;0,00;0,00;365,00;365,00;0,00;0,00;0,00;0,00;3573,76;2,00;4096,00;20971520,00;20971520,00;0,00;0,00;1048,58;0,00;20480,00;2621440,00;2621440,00;0,00;512,00;131,07;0,00;2560,00;327680,00;327680,00;0,00;64,00;16,38;0,00;320,00;40960,00;40960,00;0,00;8,00;2,05;0,00;40,00;5120,00;5120,00;0,00;1,00;0,26;0,00;5,00;0,00;0,00;0,00;0,00;FFP-Drop-Stop-1-None-m1024-f6400-d4-s5
FFP,Drop,Stop,1,None;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;400;false;0,13;4,00;8,00;5,00;0,00;false;5;FFP;3696,75;1,49;0,00;0,00;20884480,00;20884480,00;0,37;0,42;0,31;3,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;365,00;366,00;0,00;0,00;0,00;0,00;130,66;8,00;2622,00;2560,00;2563,00;0,00;0,00;3,00;0,00;3566,09;17,00;4096,00;4096,00;4096,00;20884480,00;20884480,00;0,00;0,00;0,00;2,00;0,00;365,00;361,00;0,00;0,00;0,00;0,00;3566,09;17,00;4096,00;20884480,00;20884480,00;0,00;0,00;130,66;8,00;2622,00;0,00;0,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FFP-Drop-Stop-1-None-m1024-f400-d4-s5
FFP,Drop,Stop,1,None;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;200;false;0,13;4,00;8,00;5,00;0,00;false;5;FFP;3561,82;1,29;0,00;0,00;0,00;0,00;0,68;0,76;0,58;4,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;365,00;366,00;0,00;0,00;0,00;0,00;0,00;15,00;69,00;2560,00;2564,00;0,00;0,00;6,00;0,00;3561,82;31,00;4096,00;4096,00;4096,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;365,00;360,00;0,00;0,00;0,00;0,00;3561,82;31,00;4096,00;0,00;0,00;0,00;0,00;0,00;15,00;69,00;0,00;0,00;6,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FFP-Drop-Stop-1-None-m1024-f200-d4-s5
FFP,Drop,Stop,1,None;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;100;false;0,13;4,00;8,00;5,00;0,00;false;5;FFP;3547,29;1,19;0,00;0,00;0,00;0,00;1,22;1,27;1,16;7,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;365,00;366,00;0,00;0,00;0,00;0,00;0,00;28,00;128,00;2560,00;2567,00;0,00;0,00;12,00;0,00;3547,29;52,00;4094,00;4096,00;4096,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;365,00;357,00;0,00;0,00;0,00;0,00;3547,29;52,00;4094,00;0,00;0,00;0,00;0,00;0,00;28,00;128,00;0,00;0,00;12,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FFP-Drop-Stop-1-None-m1024-f100-d4-s5
FFP,Drop,Stop,1,None;0,10;10,00;0,03;6000,00;0,01;0,00;256,00;100,00;3,00;5,00;50000000,00;400;false;0,13;4,00;8,00;5,00;0,00;false;5;FFP;1248,04;1,52;0,00;564,00;5955584,00;5955584,00;0,38;0,42;0,34;0,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;34,30;1,00;2680,00;365,00;365,00;73472,00;73472,00;0,00;58,00;261,63;9,00;20445,00;2560,00;2560,00;646912,00;646912,00;1,00;506,00;952,11;17,00;4096,00;4096,00;4096,00;5235200,00;5235200,00;0,00;0,00;0,00;2,00;0,00;365,00;365,00;0,00;0,00;0,00;0,00;952,11;17,00;4096,00;5235200,00;5235200,00;0,00;0,00;261,63;9,00;20445,00;646912,00;646912,00;1,00;506,00;32,26;1,00;2520,00;73472,00;73472,00;0,00;58,00;2,05;0,00;160,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FFP-Drop-Stop-1-None-m256-f400-d4-s5
FFP,Drop,Stop,1,None;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;400;false;0,13;4,00;8,00;5,00;0,00;false;5;FFP;3696,75;1,49;0,00;0,00;20884480,00;20884480,00;0,37;0,42;0,31;3,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;365,00;366,00;0,00;0,00;0,00;0,00;130,66;8,00;2622,00;2560,00;2563,00;0,00;0,00;3,00;0,00;3566,09;17,00;4096,00;4096,00;4096,00;20884480,00;20884480,00;0,00;0,00;0,00;2,00;0,00;365,00;361,00;0,00;0,00;0,00;0,00;3566,09;17,00;4096,00;20884480,00;20884480,00;0,00;0,00;130,66;8,00;2622,00;0,00;0,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FFP-Drop-Stop-1-None-m1024-f400-d4-s5
FFP,Drop,Stop,1,None;0,10;10,00;0,03;6000,00;0,01;0,00;4096,00;100,00;3,00;5,00;50000000,00;400;false;0,13;4,00;8,00;5,00;0,00;false;5;FFP;13967,38;2,56;0,00;0,00;0,00;0,00;0,68;0,76;0,58;4,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;365,00;366,00;0,00;0,00;0,00;0,00;0,00;15,00;120,00;2560,00;2571,00;0,00;0,00;6,00;0,00;13967,38;31,00;4096,00;4096,00;4096,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;365,00;353,00;0,00;0,00;0,00;0,00;13967,38;31,00;4096,00;0,00;0,00;0,00;0,00;0,00;15,00;120,00;0,00;0,00;6,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FFP-Drop-Stop-1-None-m4096-f400-d4-s5
FFP,Drop,Stop,1,None;0,10;10,00;0,03;6000,00;0,01;0,00;16384,00;100,00;3,00;5,00;50000000,00;400;false;0,13;4,00;8,00;5,00;0,00;false;5;FFP;54842,10;8,53;0,00;0,00;0,00;0,00;2,16;2,25;2,05;3,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;365,00;373,00;0,00;0,00;0,00;0,00;0,00;52,00;409,00;2560,00;2606,00;0,00;0,00;3,00;0,00;54842,10;92,00;4096,00;4096,00;4096,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;365,00;311,00;0,00;0,00;0,00;0,00;54842,10;92,00;4096,00;0,00;0,00;0,00;0,00;0,00;52,00;409,00;0,00;0,00;3,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FFP-Drop-Stop-1-None-m16384-f400-d4-s5
FFP,Drop,Stop,1,None;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;400;false;0,13;4,00;8,00;5,00;0,00;false;5;FFP;3696,75;1,49;0,00;0,00;20884480,00;20884480,00;0,37;0,42;0,31;3,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;365,00;366,00;0,00;0,00;0,00;0,00;130,66;8,00;2622,00;2560,00;2563,00;0,00;0,00;3,00;0,00;3566,09;17,00;4096,00;4096,00;4096,00;20884480,00;20884480,00;0,00;0,00;0,00;2,00;0,00;365,00;361,00;0,00;0,00;0,00;0,00;3566,09;17,00;4096,00;20884480,00;20884480,00;0,00;0,00;130,66;8,00;2622,00;0,00;0,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FFP-Drop-Stop-1-None-m1024-f400-d4-s5
LFP,Replace,Stay,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;400;false;0,13;3,00;8,00;5,00;0,00;false;5;Success;606,24;4,38;100,00;75,00;3046400,00;3046400,00;0,91;0,39;1,62;0,00;0,26;0,00;5,00;1,00;1,00;0,00;0,00;0,00;0,00;18,94;0,00;370,00;45,00;45,00;50176,00;50176,00;0,00;10,00;132,30;6,00;4872,00;320,00;325,00;333824,00;333824,00;0,00;65,00;454,74;2,00;552,00;512,00;512,00;2662400,00;2662400,00;0,00;0,00;0,00;0,00;0,00;45,00;40,00;0,00;0,00;0,00;0,00;454,74;2,00;552,00;2662400,00;2662400,00;0,00;0,00;132,30;6,00;4872,00;333824,00;333824,00;0,00;65,00;16,69;0,00;326,00;45056,00;45056,00;0,00;9,00;2,25;0,00;44,00;5120,00;5120,00;0,00;1,00;0,26;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;LFP-Replace-Stay-1-NonBlocking-m1024-f400-d3-s5
LFP,Replace,Stay,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;400;false;0,13;4,00;8,00;5,00;0,00;false;5;Success;4881,18;8,09;98,85;801,00;25221120,00;25221120,00;1,94;2,00;1,85;0,00;3,58;0,00;70,00;1,00;1,00;0,00;0,00;0,00;0,00;192,39;8,00;3761,00;365,00;373,00;1061888,00;1061888,00;0,00;236,00;1057,36;48,00;40627,00;2560,00;2600,00;2959360,00;2959360,00;0,00;565,00;3627,84;82,00;4404,00;4096,00;4096,00;21199872,00;21199872,00;0,00;0,00;0,00;8,00;0,00;365,00;317,00;0,00;0,00;0,00;0,00;3627,84;82,00;4404,00;21199872,00;21199872,00;0,00;0,00;1057,36;48,00;40627,00;2959360,00;2959360,00;0,00;565,00;147,64;7,00;2887,00;621568,00;621568,00;0,00;116,00;30,87;1,00;603,00;277504,00;277504,00;0,00;60,00;13,88;0,00;271,00;162816,00;162816,00;0,00;60,00;3,58;0,00;70,00;0,00;0,00;0,00;0,00;LFP-Replace-Stay-1-NonBlocking-m1024-f400-d4-s5
