strategy;selectivity;maxToAverageRatio;averageLatency;averageCryptoTime;averageComputeTime;failCheckPeriod;healthCheckPeriod;multicastSize;deadline;failureRate;depth;fanout;groupSize;concentration;random;seed;status;work;latency;completeness;circulatingAggregateIds;finalUsedBandwidth;observedFailureRate;work_Querier;failures_Querier;messages_Querier;initial_nodes_Querier;final_nodes_Querier;bandwidth_Querier;work_Aggregator;failures_Aggregator;messages_Aggregator;initial_nodes_Aggregator;final_nodes_Aggregator;bandwidth_Aggregator;work_LeafAggregator;failures_LeafAggregator;messages_LeafAggregator;initial_nodes_LeafAggregator;final_nodes_LeafAggregator;bandwidth_LeafAggregator;work_Contributor;failures_Contributor;messages_Contributor;initial_nodes_Contributor;final_nodes_Contributor;bandwidth_Contributor;work_Backup;failures_Backup;messages_Backup;initial_nodes_Backup;final_nodes_Backup;bandwidth_Backup
OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,0;5,0;4,0;5,0;0,0;False;OPTI-f0-s5-d6-c0-0;Success;2355200,0;2800,0;100,0;341,0;11945,0;0,0;0,0;0,0;10,0;1,0;1,0;0,0;0,0;0,0;3825,0;425,0;425,0;425,0;1536000,0;0,0;32768,0;1280,0;1280,0;1280,0;819200,0;0,0;6144,0;1024,0;1024,0;10240,0;0,0;0,0;0,0;1280,0;1280,0;0,0
OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7e-05;5,0;4,0;5,0;0,0;False;OPTI-f0,00007-s5-d6-c0-1;Success;2384800,0;9000,0;99,51;366,0;12059,0;0,62;0,0;0,0;38,0;1,0;1,0;0,0;7100,0;3,0;8207,0;425,0;429,0;506,0;1545900,0;9,0;45668,0;1280,0;1284,0;1302,0;823800,0;8,0;16266,0;1024,0;1024,0;10251,0;8000,0;5,0;72,0;1280,0;1272,0;0,0
OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,00014;5,0;4,0;5,0;0,0;False;OPTI-f0,00014-s5-d6-c0-2;Success;2388600,0;9000,0;99,02;390,0;12120,0;1,25;0,0;0,0;29,0;1,0;1,0;0,0;11400,0;2,0;8312,0;425,0;434,0;557,0;1543100,0;15,0;45699,0;1280,0;1283,0;1325,0;822300,0;14,0;16163,0;1024,0;1024,0;10238,0;11800,0;19,0;106,0;1280,0;1268,0;0,0
OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,00024;5,0;4,0;5,0;0,0;False;OPTI-f0,00024-s5-d6-c0-3;Success;2539800,0;13000,0;98,83;406,0;12283,0;3,07;0,0;0,0;57,0;1,0;1,0;0,0;41800,0;9,0;12751,0;425,0;432,0;623,0;1600100,0;48,0;53408,0;1280,0;1314,0;1348,0;859100,0;22,0;21048,0;1024,0;1024,0;10312,0;38800,0;44,0;346,0;1280,0;1239,0;0,0
OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,00035;5,0;4,0;5,0;0,0;False;OPTI-f0,00035-s5-d6-c0-4;Success;2581700,0;11700,0;97,75;470,0;12438,0;3,99;0,0;0,0;67,0;1,0;1,0;0,0;59200,0;19,0;10821,0;425,0;437,0;724,0;1608100,0;55,0;51931,0;1280,0;1312,0;1399,0;856000,0;33,0;20726,0;1024,0;1024,0;10315,0;58400,0;53,0;464,0;1280,0;1236,0;0,0
OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7e-05;5,0;4,0;3,0;0,0;False;OPTI-f0,00005-s3-d6-c0-5;Success;1536000,0;2600,0;100,0;341,0;7167,0;0,18;0,0;0,0;6,0;1,0;1,0;0,0;0,0;0,0;2295,0;255,0;255,0;255,0;921600,0;1,0;11770,0;768,0;768,0;768,0;614400,0;2,0;4090,0;1024,0;1024,0;6144,0;0,0;2,0;0,0;768,0;768,0;0,0
OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7e-05;5,0;4,0;4,0;0,0;False;OPTI-f0,00005-s4-d6-c0-6;Success;1972700,0;9000,0;99,71;356,0;9615,0;0,62;0,0;0,0;19,0;1,0;1,0;0,0;8000,0;3,0;6548,0;340,0;345,0;375,0;1236300,0;7,0;29163,0;1024,0;1027,0;1040,0;720400,0;7,0;13236,0;1024,0;1024,0;8200,0;8000,0;4,0;72,0;1024,0;1016,0;0,0
OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7e-05;5,0;4,0;5,0;0,0;False;OPTI-f0,00005-s5-d6-c0-7;Success;2402400,0;11700,0;99,32;379,0;12121,0;0,8;0,0;0,0;51,0;1,0;1,0;0,0;9000,0;3,0;10377,0;425,0;426,0;549,0;1553100,0;12,0;52078,0;1280,0;1288,0;1313,0;828300,0;9,0;21324,0;1024,0;1024,0;10259,0;12000,0;8,0;96,0;1280,0;1271,0;0,0
OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7e-05;5,0;4,0;6,0;0,0;False;OPTI-f0,00005-s6-d6-c0-8;Success;2809400,0;9300,0;99,71;356,0;14430,0;0,63;0,0;0,0;36,0;1,0;1,0;0,0;7000,0;4,0;12324,0;510,0;512,0;568,0;1861200,0;12,0;70568,0;1536,0;1544,0;1554,0;931200,0;6,0;19326,0;1024,0;1024,0;12308,0;10000,0;7,0;91,0;1536,0;1526,0;0,0
OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7e-05;5,0;4,0;5,0;0,0;False;OPTI-f0,00005-s5-d5-c0-9;Success;2390400,0;10800,0;99,41;382,0;12125,0;0,75;0,0;0,0;44,0;1,0;1,0;0,0;12500,0;4,0;10402,0;425,0;428,0;560,0;1545000,0;10,0;47028,0;1280,0;1285,0;1319,0;824900,0;9,0;16288,0;1024,0;1024,0;10246,0;8000,0;7,0;71,0;1280,0;1272,0;0,0
OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7e-05;4,0;4,0;5,0;0,0;False;OPTI-f0,00005-s5-d4-c0-10;Success;588800,0;2700,0;100,0;85,0;2985,0;0,1;0,0;0,0;10,0;1,0;1,0;0,0;0,0;0,0;945,0;105,0;105,0;105,0;384000,0;0,0;8187,0;320,0;320,0;320,0;204800,0;1,0;1531,0;256,0;256,0;2560,0;0,0;0,0;0,0;320,0;320,0;0,0
OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7e-05;3,0;4,0;5,0;0,0;False;OPTI-f0,00005-s5-d3-c0-11;Success;147200,0;2600,0;100,0;21,0;745,0;0,0;0,0;0,0;10,0;1,0;1,0;0,0;0,0;0,0;225,0;25,0;25,0;25,0;96000,0;0,0;2048,0;80,0;80,0;80,0;51200,0;0,0;384,0;64,0;64,0;640,0;0,0;0,0;0,0;80,0;80,0;0,0
EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,0;5,0;4,0;5,0;0,0;False;EAGER-f0-s5-d6-c0-12;Success;2355200,0;2800,0;100,0;341,0;11945,0;0,0;0,0;0,0;10,0;1,0;1,0;0,0;0,0;0,0;3825,0;425,0;425,0;425,0;1536000,0;0,0;32768,0;1280,0;1280,0;1280,0;819200,0;0,0;6144,0;1024,0;1024,0;10240,0;0,0;0,0;0,0;1280,0;1280,0;0,0
EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7e-05;5,0;4,0;5,0;0,0;False;EAGER-f0,00007-s5-d6-c0-13;Success;2355100,0;5700,0;98,83;354,0;11991,0;0,37;0,0;0,0;27,0;1,0;1,0;0,0;300,0;0,0;5996,0;425,0;425,0;476,0;1535600,0;5,0;39013,0;1280,0;1280,0;1278,0;819200,0;6,0;11201,0;1024,0;1024,0;10237,0;0,0;4,0;0,0;1280,0;1280,0;0,0
EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,00014;5,0;4,0;5,0;0,0;False;EAGER-f0,00014-s5-d6-c0-14;Success;2657900,0;50200,0;0,0;544,0;12761,0;6,78;100,0;0,0;84,0;1,0;1,0;0,0;8700,0;28,0;33500,0;425,0;425,0;1283,0;1830400,0;83,0;133928,0;1280,0;1280,0;1266,0;818700,0;79,0;79821,0;1024,0;1024,0;10212,0;0,0;82,0;0,0;1280,0;1280,0;0,0
EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,00024;5,0;4,0;5,0;0,0;False;EAGER-f0,00024-s5-d6-c0-15;Success;2405500,0;17400,0;33,98;476,0;12359,0;4,09;0,0;0,0;35,0;1,0;1,0;0,0;5000,0;12,0;14326,0;425,0;425,0;891,0;1582100,0;50,0;63535,0;1280,0;1280,0;1257,0;818400,0;45,0;30316,0;1024,0;1024,0;10211,0;0,0;57,0;0,0;1280,0;1280,0;0,0
EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,00035;5,0;4,0;5,0;0,0;False;EAGER-f0,00035-s5-d6-c0-16;Success;2446200,0;20200,0;0,0;521,0;12439,0;6,81;100,0;0,0;34,0;1,0;1,0;0,0;7900,0;22,0;15660,0;425,0;425,0;988,0;1620400,0;88,0;67798,0;1280,0;1280,0;1256,0;817800,0;69,0;32439,0;1024,0;1024,0;10195,0;0,0;94,0;0,0;1280,0;1280,0;0,0
EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7e-05;5,0;4,0;3,0;0,0;False;EAGER-f0,00005-s3-d6-c0-17;Success;1534500,0;5700,0;99,22;353,0;7184,0;0,39;0,0;0,0;14,0;1,0;1,0;0,0;300,0;0,0;3592,0;255,0;255,0;281,0;919800,0;4,0;15551,0;768,0;768,0;766,0;614400,0;6,0;7126,0;1024,0;1024,0;6137,0;0,0;1,0;0,0;768,0;768,0;0,0
EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7e-05;5,0;4,0;4,0;0,0;False;EAGER-f0,00005-s4-d6-c0-18;Success;1944300,0;5700,0;97,27;358,0;9589,0;0,38;0,0;0,0;24,0;1,0;1,0;0,0;400,0;2,0;4791,0;340,0;340,0;386,0;1227100,0;3,0;23992,0;1024,0;1024,0;1018,0;716800,0;4,0;9176,0;1024,0;1024,0;8185,0;0,0;4,0;0,0;1024,0;1024,0;0,0
EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7e-05;5,0;4,0;5,0;0,0;False;EAGER-f0,00005-s5-d6-c0-19;Success;2354200,0;5700,0;98,83;357,0;11988,0;0,37;0,0;0,0;28,0;1,0;1,0;0,0;300,0;0,0;5996,0;425,0;425,0;477,0;1534700,0;6,0;39055,0;1280,0;1280,0;1278,0;819200,0;5,0;11203,0;1024,0;1024,0;10233,0;0,0;4,0;0,0;1280,0;1280,0;0,0
EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7e-05;5,0;4,0;6,0;0,0;False;EAGER-f0,00005-s6-d6-c0-20;Success;3207600,0;83500,0;29,69;559,0;15487,0;5,67;0,0;0,0;174,0;1,0;1,0;0,0;10000,0;26,0;64123,0;510,0;510,0;1693,0;2276600,0;92,0;263747,0;1536,0;1536,0;1527,0;921000,0;55,0;162861,0;1024,0;1024,0;12267,0;0,0;88,0;0,0;1536,0;1536,0;0,0
EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7e-05;5,0;4,0;5,0;0,0;False;EAGER-f0,00005-s5-d5-c0-21;Success;2419500,0;35600,0;78,52;406,0;12243,0;2,44;0,0;0,0;65,0;1,0;1,0;0,0;2900,0;7,0;26443,0;425,0;425,0;738,0;1597900,0;28,0;103535,0;1280,0;1280,0;1275,0;818700,0;22,0;61072,0;1024,0;1024,0;10230,0;0,0;41,0;0,0;1280,0;1280,0;0,0
EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7e-05;4,0;4,0;5,0;0,0;False;EAGER-f0,00005-s5-d4-c0-22;Success;588300,0;5600,0;98,44;88,0;2994,0;0,3;0,0;0,0;19,0;1,0;1,0;0,0;100,0;0,0;1480,0;105,0;105,0;117,0;383400,0;2,0;9736,0;320,0;320,0;319,0;204800,0;0,0;2804,0;256,0;256,0;2558,0;0,0;1,0;0,0;320,0;320,0;0,0
EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7e-05;3,0;4,0;5,0;0,0;False;EAGER-f0,00005-s5-d3-c0-23;Success;147200,0;2600,0;100,0;21,0;745,0;0,0;0,0;0,0;10,0;1,0;1,0;0,0;0,0;0,0;225,0;25,0;25,0;25,0;96000,0;0,0;2048,0;80,0;80,0;80,0;51200,0;0,0;384,0;64,0;64,0;640,0;0,0;0,0;0,0;80,0;80,0;0,0
STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,0;5,0;4,0;5,0;0,0;False;STRAW-f0-s5-d6-c0-24;Success;2355200,0;2800,0;100,0;341,0;11945,0;0,0;0,0;0,0;5,0;1,0;1,0;0,0;0,0;0,0;1700,0;425,0;425,0;425,0;1536000,0;0,0;24832,0;1280,0;1280,0;1280,0;819200,0;0,0;1024,0;1024,0;1024,0;10240,0;0,0;0,0;0,0;1280,0;1280,0;0,0
STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7e-05;5,0;4,0;5,0;0,0;False;STRAW-f0,00007-s5-d6-c0-25;Deadline;2352200,0;150000,0;0,0;341,0;11916,0;0,17;0,0;0,0;2,0;1,0;1,0;0,0;0,0;0,0;1684,0;425,0;425,0;410,0;1533000,0;5,0;24686,0;1280,0;1280,0;1276,0;819200,0;0,0;1024,0;1024,0;1024,0;10230,0;0,0;2,0;0,0;1280,0;1280,0;0,0
STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,00014;5,0;4,0;5,0;0,0;False;STRAW-f0,00014-s5-d6-c0-26;Deadline;2353200,0;150000,0;0,0;341,0;11907,0;0,37;0,0;0,0;1,0;1,0;1,0;0,0;0,0;2,0;1674,0;425,0;425,0;406,0;1534200,0;2,0;24781,0;1280,0;1280,0;1269,0;819000,0;5,0;1024,0;1024,0;1024,0;10232,0;0,0;6,0;0,0;1280,0;1280,0;0,0
STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,00024;5,0;4,0;5,0;0,0;False;STRAW-f0,00024-s5-d6-c0-27;Deadline;2347000,0;150000,0;0,0;328,0;11819,0;0,62;0,0;0,0;0,0;1,0;1,0;0,0;0,0;2,0;1617,0;425,0;425,0;365,0;1529400,0;5,0;24642,0;1280,0;1280,0;1252,0;817600,0;8,0;1024,0;1024,0;1024,0;10202,0;0,0;10,0;0,0;1280,0;1280,0;0,0
STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,00035;5,0;4,0;5,0;0,0;False;STRAW-f0,00035-s5-d6-c0-28;Deadline;2342900,0;150000,0;0,0;332,0;11796,0;0,9;0,0;0,0;0,0;1,0;1,0;0,0;0,0;4,0;1605,0;425,0;425,0;353,0;1524900,0;14,0;24464,0;1280,0;1280,0;1252,0;818000,0;5,0;1024,0;1024,0;1024,0;10191,0;0,0;13,0;0,0;1280,0;1280,0;0,0
STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7e-05;5,0;4,0;3,0;0,0;False;STRAW-f0,00005-s3-d6-c0-29;Deadline;1534800,0;150000,0;0,0;341,0;7151,0;0,14;0,0;0,0;1,0;1,0;1,0;0,0;0,0;1,0;1010,0;255,0;255,0;244,0;920400,0;1,0;7927,0;768,0;768,0;767,0;614400,0;1,0;1024,0;1024,0;1024,0;6140,0;0,0;1,0;0,0;768,0;768,0;0,0
STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7e-05;5,0;4,0;4,0;0,0;False;STRAW-f0,00005-s4-d6-c0-30;Deadline;1944000,0;150000,0;0,0;336,0;9524,0;0,18;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;1340,0;340,0;340,0;321,0;1227600,0;1,0;13807,0;1024,0;1024,0;1019,0;716400,0;2,0;1024,0;1024,0;1024,0;8184,0;0,0;3,0;0,0;1024,0;1024,0;0,0
STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7e-05;5,0;4,0;5,0;0,0;False;STRAW-f0,00005-s5-d6-c0-31;Deadline;2354000,0;150000,0;0,0;341,0;11928,0;0,17;0,0;0,0;3,0;1,0;1,0;0,0;0,0;2,0;1689,0;425,0;425,0;417,0;1534800,0;1,0;24793,0;1280,0;1280,0;1275,0;819200,0;2,0;1024,0;1024,0;1024,0;10236,0;0,0;2,0;0,0;1280,0;1280,0;0,0
STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7e-05;5,0;4,0;6,0;0,0;False;STRAW-f0,00005-s6-d6-c0-32;Deadline;2762900,0;150000,0;0,0;341,0;14302,0;0,2;0,0;0,0;2,0;1,0;1,0;0,0;0,0;0,0;2021,0;510,0;510,0;492,0;1841700,0;1,0;41650,0;1536,0;1536,0;1531,0;921200,0;3,0;1024,0;1024,0;1024,0;12279,0;0,0;5,0;0,0;1536,0;1536,0;0,0
STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7e-05;5,0;4,0;5,0;0,0;False;STRAW-f0,00005-s5-d5-c0-33;Deadline;2351700,0;150000,0;0,0;336,0;11893,0;0,17;0,0;0,0;0,0;1,0;1,0;0,0;0,0;1,0;1668,0;425,0;425,0;396,0;1533000,0;3,0;24717,0;1280,0;1280,0;1272,0;818700,0;1,0;1024,0;1024,0;1024,0;10225,0;0,0;2,0;0,0;1280,0;1280,0;0,0
STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7e-05;4,0;4,0;5,0;0,0;False;STRAW-f0,00005-s5-d4-c0-34;Success;588800,0;2700,0;100,0;85,0;2985,0;0,1;0,0;0,0;5,0;1,0;1,0;0,0;0,0;0,0;420,0;105,0;105,0;105,0;384000,0;0,0;6208,0;320,0;320,0;320,0;204800,0;0,0;256,0;256,0;256,0;2560,0;0,0;1,0;0,0;320,0;320,0;0,0
STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7e-05;3,0;4,0;5,0;0,0;False;STRAW-f0,00005-s5-d3-c0-35;Success;147200,0;2600,0;100,0;21,0;745,0;0,0;0,0;0,0;5,0;1,0;1,0;0,0;0,0;0,0;100,0;25,0;25,0;25,0;96000,0;0,0;1552,0;80,0;80,0;80,0;51200,0;0,0;64,0;64,0;64,0;640,0;0,0;0,0;0,0;80,0;80,0;0,0
OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,0;5,0;4,0;5,0;0,0;False;OPTI-f0-s5-d6-c0-36;Success;2355200,0;2800,0;100,0;341,0;11945,0;0,0;0,0;0,0;10,0;1,0;1,0;0,0;0,0;0,0;3825,0;425,0;425,0;425,0;1536000,0;0,0;32768,0;1280,0;1280,0;1280,0;819200,0;0,0;6144,0;1024,0;1024,0;10240,0;0,0;0,0;0,0;1280,0;1280,0;0,0
OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7e-05;5,0;4,0;5,0;0,0;False;OPTI-f0,00007-s5-d6-c0-37;Success;2382400,0;9000,0;99,8;351,0;11995,0;0,62;0,0;0,0;24,0;1,0;1,0;0,0;9800,0;4,0;8160,0;425,0;430,0;461,0;1542000,0;7,0;45529,0;1280,0;1283,0;1290,0;822800,0;6,0;16317,0;1024,0;1024,0;10244,0;7800,0;8,0;70,0;1280,0;1272,0;0,0
OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,00014;5,0;4,0;5,0;0,0;False;OPTI-f0,00014-s5-d6-c0-38;Success;2407200,0;9000,0;98,93;396,0;12181,0;1,25;0,0;0,0;38,0;1,0;1,0;0,0;12000,0;4,0;8361,0;425,0;432,0;590,0;1551900,0;19,0;45715,0;1280,0;1288,0;1334,0;828500,0;15,0;16149,0;1024,0;1024,0;10257,0;14800,0;12,0;133,0;1280,0;1265,0;0,0
OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,00024;5,0;4,0;5,0;0,0;False;OPTI-f0,00024-s5-d6-c0-39;Success;2422100,0;9000,0;98,73;402,0;12159,0;2,12;0,0;0,0;31,0;1,0;1,0;0,0;17300,0;6,0;8389,0;425,0;437,0;578,0;1552100,0;27,0;45550,0;1280,0;1290,0;1339,0;829900,0;22,0;16030,0;1024,0;1024,0;10242,0;22800,0;30,0;201,0;1280,0;1258,0;0,0
OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,00035;5,0;4,0;5,0;0,0;False;OPTI-f0,00035-s5-d6-c0-40;ContribDead;4235800,0;70000,0;0,0;2004,0;17800,0;21,72;1200,0;0,0;980,0;1,0;1,0;0,0;509000,0;123,0;58766,0;425,0;544,0;4107,0;2297600,0;310,0;163867,0;1280,0;1571,0;2507,0;1124000,0;209,0;96172,0;1024,0;1024,0;11186,0;304000,0;229,0;2622,0;1280,0;870,0;0,0
OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7e-05;5,0;4,0;3,0;0,0;False;OPTI-f0,00005-s3-d6-c0-41;Success;1548300,0;9000,0;99,71;356,0;7216,0;0,6;0,0;0,0;18,0;1,0;1,0;0,0;2800,0;2,0;4888,0;255,0;257,0;288,0;924900,0;4,0;19424,0;768,0;770,0;777,0;616800,0;7,0;10186,0;1024,0;1024,0;6151,0;3800,0;4,0;34,0;768,0;764,0;0,0
OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7e-05;5,0;4,0;4,0;0,0;False;OPTI-f0,00005-s4-d6-c0-42;Success;1953800,0;8000,0;99,8;351,0;9587,0;0,56;0,0;0,0;20,0;1,0;1,0;0,0;3800,0;3,0;6495,0;340,0;342,0;364,0;1231200,0;4,0;25098,0;1024,0;1024,0;1031,0;716800,0;3,0;9196,0;1024,0;1024,0;8192,0;2000,0;9,0;18,0;1024,0;1022,0;0,0
OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7e-05;5,0;4,0;5,0;0,0;False;OPTI-f0,00005-s5-d6-c0-43;Success;2378500,0;9000,0;99,61;361,0;12043,0;0,62;0,0;0,0;32,0;1,0;1,0;0,0;9100,0;3,0;8187,0;425,0;430,0;499,0;1540800,0;4,0;45641,0;1280,0;1282,0;1300,0;821600,0;8,0;16307,0;1024,0;1024,0;10244,0;7000,0;10,0;63,0;1280,0;1273,0;0,0
OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7e-05;5,0;4,0;6,0;0,0;False;OPTI-f0,00005-s6-d6-c0-44;Success;2795700,0;9000,0;99,61;361,0;14452,0;0,61;0,0;0,0;36,0;1,0;1,0;0,0;8100,0;4,0;9839,0;510,0;515,0;594,0;1852200,0;9,0;69141,0;1536,0;1540,0;1564,0;926400,0;7,0;19327,0;1024,0;1024,0;12294,0;9000,0;8,0;81,0;1536,0;1527,0;0,0
OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7e-05;5,0;4,0;5,0;0,0;False;OPTI-f0,00005-s5-d5-c0-45;Success;2379100,0;9000,0;99,61;361,0;12035,0;0,62;0,0;0,0;28,0;1,0;1,0;0,0;4900,0;1,0;8182,0;425,0;428,0;487,0;1543500,0;9,0;45547,0;1280,0;1284,0;1299,0;823700,0;8,0;16280,0;1024,0;1024,0;10249,0;7000,0;7,0;63,0;1280,0;1273,0;0,0
OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7e-05;4,0;4,0;5,0;0,0;False;OPTI-f0,00005-s5-d4-c0-46;Success;598800,0;8900,0;99,61;89,0;3010,0;0,6;0,0;0,0;24,0;1,0;1,0;0,0;1400,0;1,0;2022,0;105,0;105,0;119,0;388200,0;2,0;11413,0;320,0;322,0;325,0;207200,0;2,0;4074,0;256,0;256,0;2566,0;2000,0;1,0;18,0;320,0;318,0;0,0
OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7e-05;3,0;4,0;5,0;0,0;False;OPTI-f0,00005-s5-d3-c0-47;Success;147200,0;2600,0;100,0;21,0;745,0;0,0;0,0;0,0;10,0;1,0;1,0;0,0;0,0;0,0;225,0;25,0;25,0;25,0;96000,0;0,0;2048,0;80,0;80,0;80,0;51200,0;0,0;384,0;64,0;64,0;640,0;0,0;0,0;0,0;80,0;80,0;0,0
EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,0;5,0;4,0;5,0;0,0;False;EAGER-f0-s5-d6-c0-48;Success;2355200,0;2800,0;100,0;341,0;11945,0;0,0;0,0;0,0;10,0;1,0;1,0;0,0;0,0;0,0;3825,0;425,0;425,0;425,0;1536000,0;0,0;32768,0;1280,0;1280,0;1280,0;819200,0;0,0;6144,0;1024,0;1024,0;10240,0;0,0;0,0;0,0;1280,0;1280,0;0,0
EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7e-05;5,0;4,0;5,0;0,0;False;EAGER-f0,00007-s5-d6-c0-49;Success;2887200,0;98200,0;0,0;644,0;13099,0;6,63;100,0;0,0;368,0;1,0;1,0;0,0;8900,0;23,0;61877,0;425,0;425,0;1585,0;2059200,0;83,0;236325,0;1280,0;1280,0;1278,0;819000,0;69,0;156808,0;1024,0;1024,0;10236,0;0,0;91,0;0,0;1280,0;1280,0;0,0
EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,00014;5,0;4,0;5,0;0,0;False;EAGER-f0,00014-s5-d6-c0-50;Success;2355700,0;5700,0;93,75;377,0;12033,0;0,77;0,0;0,0;43,0;1,0;1,0;0,0;700,0;4,0;6020,0;425,0;425,0;530,0;1535800,0;10,0;39064,0;1280,0;1280,0;1267,0;819200,0;4,0;11198,0;1024,0;1024,0;10236,0;0,0;13,0;0,0;1280,0;1280,0;0,0
EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,00024;5,0;4,0;5,0;0,0;False;EAGER-f0,00024-s5-d6-c0-51;Success;2351200,0;5700,0;63,28;397,0;12011,0;1,35;0,0;0,0;44,0;1,0;1,0;0,0;1500,0;6,0;6030,0;425,0;425,0;540,0;1531100,0;18,0;38715,0;1280,0;1280,0;1262,0;818600,0;14,0;11075,0;1024,0;1024,0;10209,0;0,0;16,0;0,0;1280,0;1280,0;0,0
EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,00035;5,0;4,0;5,0;0,0;False;EAGER-f0,00035-s5-d6-c0-52;Success;2488300,0;23600,0;19,04;567,0;12621,0;7,91;0,0;0,0;45,0;1,0;1,0;0,0;10000,0;35,0;17092,0;425,0;425,0;1193,0;1661000,0;100,0;77214,0;1280,0;1280,0;1248,0;817300,0;86,0;38453,0;1024,0;1024,0;10180,0;0,0;96,0;0,0;1280,0;1280,0;0,0
EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7e-05;5,0;4,0;3,0;0,0;False;EAGER-f0,00005-s3-d6-c0-53;Success;1544500,0;17400,0;71,48;369,0;7214,0;1,21;0,0;0,0;28,0;1,0;1,0;0,0;800,0;3,0;8637,0;255,0;255,0;308,0;929500,0;7,0;30879,0;768,0;768,0;766,0;614200,0;11,0;19246,0;1024,0;1024,0;6140,0;0,0;13,0;0,0;768,0;768,0;0,0
