;strategy;selectivity;maxToAverageRatio;averageLatency;averageCryptoTime;averageComputeTime;failCheckPeriod;healthCheckPeriod;multicastSize;deadline;failureRate;depth;fanout;groupSize;concentration;random;seed;status;work;latency;completeness;circulatingAggregateIds;finalUsedBandwidth;observedFailureRate;work_Querier;failures_Querier;messages_Querier;initial_nodes_Querier;final_nodes_Querier;bandwidth_Querier;work_Aggregator;failures_Aggregator;messages_Aggregator;initial_nodes_Aggregator;final_nodes_Aggregator;bandwidth_Aggregator;work_LeafAggregator;failures_LeafAggregator;messages_LeafAggregator;initial_nodes_LeafAggregator;final_nodes_LeafAggregator;bandwidth_LeafAggregator;work_Contributor;failures_Contributor;messages_Contributor;initial_nodes_Contributor;final_nodes_Contributor;bandwidth_Contributor;work_Backup;failures_Backup;messages_Backup;initial_nodes_Backup;final_nodes_Backup;bandwidth_Backup
1377;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;4,0;0,0;True;OPTI-f0,00005-s4-d6-c0-51;Success;11085900,0;10000,0;99,83;1426,0;51986,0;0,46;0,0;0,0;36,0;1,0;1,0;0,0;23100,0;8,0;32998,0;1364,0;1371,0;1525,0;6965000,0;20,0;167408,0;4096,0;4110,0;4135,0;4077000,0;24,0;75015,0;5791,0;5791,0;46326,0;20800,0;19,0;186,0;4096,0;4075,0;0,0
1430;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;OPTI-f0,00005-s5-d6-c0-52;Success;13523100,0;14100,0;99,67;1471,0;65476,0;0,6;0,0;0,0;63,0;1,0;1,0;0,0;42900,0;19,0;50034,0;1705,0;1717,0;2042,0;8770500,0;28,0;279369,0;5120,0;5137,0;5232,0;4680700,0;27,0;122496,0;5817,0;5817,0;58202,0;29000,0;32,0;261,0;5120,0;5091,0;0,0
1484;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;6,0;0,0;True;OPTI-f0,00005-s6-d6-c0-53;Success;16063000,0;13900,0;99,64;1500,0;79169,0;0,71;0,0;0,0;92,0;1,0;1,0;0,0;66100,0;21,0;60278,0;2046,0;2061,0;2568,0;10628400,0;44,0;398145,0;6144,0;6178,0;6298,0;5319500,0;33,0;145516,0;5851,0;5851,0;70303,0;49000,0;45,0;442,0;6144,0;6095,0;0,0
1539;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;3,0;0,0;True;OPTI-f0,00005-s3-d6-c0-54;Success;8778800,0;9700,0;99,71;1455,0;39210,0;0,6;0,0;0,0;30,0;1,0;1,0;0,0;18100,0;10,0;24770,0;1023,0;1034,0;1192,0;5248500,0;14,0;110595,0;3072,0;3077,0;3118,0;3496200,0;35,0;57863,0;5815,0;5815,0;34900,0;16000,0;19,0;145,0;3072,0;3056,0;0,0
1595;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;4,0;0,0;True;OPTI-f0,00005-s4-d6-c0-55;Success;10960300,0;10000,0;99,7;1429,0;51405,0;0,57;0,0;0,0;20,0;1,0;1,0;0,0;24500,0;7,0;33034,0;1364,0;1369,0;1527,0;6881400,0;29,0;165393,0;4096,0;4114,0;4149,0;4031600,0;31,0;73900,0;5717,0;5717,0;45729,0;22800,0;20,0;205,0;4096,0;4073,0;0,0
1652;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;OPTI-f0,00005-s5-d6-c0-56;Success;13409500,0;10000,0;99,6;1483,0;65226,0;0,53;0,0;0,0;38,0;1,0;1,0;0,0;17500,0;6,0;41472,0;1705,0;1707,0;2088,0;8711400,0;24,0;244287,0;5120,0;5137,0;5224,0;4662000,0;36,0;92156,0;5790,0;5790,0;57914,0;18600,0;28,0;167,0;5120,0;5101,0;0,0
1710;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;6,0;0,0;True;OPTI-f0,00005-s6-d6-c0-57;Success;15801900,0;12700,0;99,34;1611,0;78651,0;0,75;0,0;0,0;139,0;1,0;1,0;0,0;46700,0;17,0;60549,0;2046,0;2065,0;2966,0;10472900,0;52,0;394118,0;6144,0;6171,0;6369,0;5235900,0;45,0;143022,0;5769,0;5769,0;69316,0;46400,0;36,0;412,0;6144,0;6098,0;0,0
1769;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;3,0;0,0;True;OPTI-f0,00005-s3-d6-c0-58;Success;8674700,0;8100,0;99,77;1443,0;38892,0;0,36;0,0;0,0;29,0;1,0;1,0;0,0;7100,0;4,0;19614,0;1023,0;1025,0;1172,0;5196300,0;9,0;89746,0;3072,0;3075,0;3107,0;3466300,0;21,0;41244,0;5770,0;5770,0;34613,0;5000,0;13,0;45,0;3072,0;3067,0;0,0
1829;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;4,0;0,0;True;OPTI-f0,00005-s4-d6-c0-59;Success;11192900,0;9700,0;99,66;1477,0;52803,0;0,49;0,0;0,0;64,0;1,0;1,0;0,0;10800,0;4,0;33109,0;1364,0;1372,0;1676,0;7055400,0;24,0;169235,0;4096,0;4100,0;4169,0;4114900,0;36,0;75931,0;5870,0;5870,0;46958,0;11800,0;11,0;106,0;4096,0;4084,0;0,0
1890;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;OPTI-f0,00005-s5-d6-c0-60;Success;13485800,0;14800,0;99,36;1631,0;65856,0;0,71;0,0;0,0;159,0;1,0;1,0;0,0;33600,0;10,0;50430,0;1705,0;1712,0;2496,0;8750400,0;29,0;294205,0;5120,0;5138,0;5297,0;4669800,0;48,0;138324,0;5801,0;5801,0;58063,0;32000,0;39,0;256,0;5120,0;5095,0;0,0
1952;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;6,0;0,0;True;OPTI-f0,00005-s6-d6-c0-61;Success;15923200,0;9700,0;99,71;1441,0;78843,0;0,52;0,0;0,0;44,0;1,0;1,0;0,0;36600,0;12,0;49569,0;2046,0;2065,0;2339,0;10576800,0;27,0;355824,0;6144,0;6152,0;6223,0;5282800,0;30,0;110759,0;5859,0;5859,0;70281,0;27000,0;35,0;244,0;6144,0;6117,0;0,0
2015;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;3,0;0,0;True;OPTI-f0,00005-s3-d6-c0-62;Success;8722300,0;10000,0;99,71;1443,0;39012,0;0,5;0,0;0,0;15,0;1,0;1,0;0,0;9600,0;4,0;24796,0;1023,0;1025,0;1185,0;5215500,0;16,0;110138,0;3072,0;3081,0;3120,0;3485200,0;28,0;57574,0;5783,0;5783,0;34707,0;12000,0;17,0;104,0;3072,0;3061,0;0,0
2079;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;4,0;0,0;True;OPTI-f0,00005-s4-d6-c0-63;Success;11033000,0;10300,0;99,69;1458,0;51903,0;0,49;0,0;0,0;33,0;1,0;1,0;0,0;19100,0;6,0;33122,0;1364,0;1369,0;1602,0;6939600,0;17,0;166832,0;4096,0;4108,0;4162,0;4057300,0;34,0;74647,0;5767,0;5767,0;46139,0;17000,0;18,0;153,0;4096,0;4079,0;0,0
2144;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;OPTI-f0,00005-s5-d6-c0-64;Success;13487200,0;9700,0;99,48;1512,0;65732,0;0,52;0,0;0,0;25,0;1,0;1,0;0,0;23200,0;8,0;41658,0;1705,0;1716,0;2210,0;8765100,0;25,0;245305,0;5120,0;5131,0;5266,0;4676900,0;43,0;92558,0;5823,0;5823,0;58256,0;22000,0;16,0;198,0;5120,0;5098,0;0,0
2210;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;6,0;0,0;True;OPTI-f0,00005-s6-d6-c0-65;Success;15830000,0;9700,0;99,71;1441,0;78483,0;0,51;0,0;0,0;30,0;1,0;1,0;0,0;26500,0;9,0;49534,0;2046,0;2058,0;2314,0;10520700,0;32,0;355215,0;6144,0;6154,0;6226,0;5260800,0;29,0;110254,0;5831,0;5831,0;69943,0;22000,0;32,0;198,0;6144,0;6122,0;0,0
2277;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;3,0;0,0;True;OPTI-f0,00005-s3-d6-c0-66;Success;8676200,0;10300,0;99,69;1468,0;38885,0;0,45;0,0;0,0;32,0;1,0;1,0;0,0;10000,0;3,0;24839,0;1023,0;1025,0;1227,0;5188500,0;10,0;109678,0;3072,0;3080,0;3124,0;3467700,0;25,0;57319,0;5754,0;5754,0;34534,0;10000,0;20,0;90,0;3072,0;3062,0;0,0
2345;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;4,0;0,0;True;OPTI-f0,00005-s4-d6-c0-67;Success;11181800,0;11800,0;99,64;1480,0;52491,0;0,65;0,0;0,0;46,0;1,0;1,0;0,0;20600,0;5,0;33179,0;1364,0;1365,0;1676,0;7022400,0;32,0;180831,0;4096,0;4113,0;4173,0;4107200,0;30,0;90183,0;5823,0;5823,0;46642,0;31600,0;33,0;230,0;4096,0;4078,0;0,0
2414;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;OPTI-f0,00005-s5-d6-c0-68;Success;13442400,0;10000,0;99,71;1457,0;65324,0;0,39;0,0;0,0;39,0;1,0;1,0;0,0;24000,0;7,0;41372,0;1705,0;1712,0;2018,0;8734800,0;19,0;244958,0;5120,0;5131,0;5205,0;4665600,0;23,0;92613,0;5808,0;5808,0;58101,0;18000,0;20,0;162,0;5120,0;5102,0;0,0
2484;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;6,0;0,0;True;OPTI-f0,00005-s6-d6-c0-69;Success;15919200,0;15400,0;99,4;1614,0;79086,0;0,83;0,0;0,0;185,0;1,0;1,0;0,0;51800,0;16,0;70769,0;2046,0;2063,0;2953,0;10549200,0;46,0;434900,0;6144,0;6174,0;6364,0;5271200,0;48,0;177927,0;5805,0;5805,0;69769,0;47000,0;57,0;423,0;6144,0;6097,0;0,0
2555;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;3,0;0,0;True;OPTI-f0,00005-s3-d6-c0-70;Success;8729400,0;10900,0;99,62;1486,0;39100,0;0,51;0,0;0,0;20,0;1,0;1,0;0,0;14400,0;6,0;24944,0;1023,0;1026,0;1275,0;5215800,0;18,0;110009,0;3072,0;3084,0;3151,0;3484200,0;32,0;57450,0;5775,0;5775,0;34674,0;15000,0;10,0;135,0;3072,0;3057,0;0,0
2627;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;4,0;0,0;True;OPTI-f0,00005-s4-d6-c0-71;Success;11140900,0;10000,0;99,69;1461,0;52441,0;0,45;0,0;0,0;35,0;1,0;1,0;0,0;12700,0;5,0;33071,0;1364,0;1366,0;1612,0;7012200,0;17,0;168428,0;4096,0;4107,0;4158,0;4103000,0;27,0;75543,0;5835,0;5835,0;46671,0;13000,0;21,0;117,0;4096,0;4083,0;0,0
2700;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;OPTI-f0,00005-s5-d6-c0-72;Success;13559700,0;9400,0;99,66;1461,0;65808,0;0,53;0,0;0,0;49,0;1,0;1,0;0,0;26800,0;8,0;41396,0;1705,0;1724,0;2038,0;8814300,0;30,0;245488,0;5120,0;5126,0;5204,0;4693600,0;33,0;92631,0;5857,0;5857,0;58566,0;25000,0;24,0;225,0;5120,0;5095,0;0,0
2774;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;6,0;0,0;True;OPTI-f0,00005-s6-d6-c0-73;Success;15737500,0;10900,0;99,67;1505,0;78243,0;0,56;0,0;0,0;72,0;1,0;1,0;0,0;25000,0;6,0;49793,0;2046,0;2050,0;2514,0;10454400,0;37,0;354051,0;6144,0;6162,0;6279,0;5236700,0;34,0;109465,0;5786,0;5786,0;69450,0;21400,0;36,0;191,0;6144,0;6122,0;0,0
2849;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;3,0;0,0;True;OPTI-f0,00005-s3-d6-c0-74;Success;8775200,0;10300,0;99,64;1480,0;39327,0;0,53;0,0;0,0;32,0;1,0;1,0;0,0;10900,0;5,0;24868,0;1023,0;1026,0;1252,0;5249400,0;15,0;110770,0;3072,0;3079,0;3136,0;3504900,0;34,0;57936,0;5823,0;5823,0;34939,0;10000,0;15,0;90,0;3072,0;3062,0;0,0
2925;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;4,0;0,0;True;OPTI-f0,00005-s4-d6-c0-75;Success;11119400,0;10000,0;99,71;1450,0;52168,0;0,51;0,0;0,0;29,0;1,0;1,0;0,0;21400,0;7,0;33096,0;1364,0;1369,0;1580,0;6984900,0;24,0;167517,0;4096,0;4113,0;4162,0;4091100,0;33,0;75037,0;5802,0;5802,0;46426,0;22000,0;15,0;197,0;4096,0;4074,0;0,0
3002;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;OPTI-f0,00005-s5-d6-c0-76;Success;13380500,0;9700,0;99,67;1481,0;65385,0;0,41;0,0;0,0;85,0;1,0;1,0;0,0;9800,0;5,0;41384,0;1705,0;1712,0;2114,0;8717100,0;16,0;244882,0;5120,0;5121,0;5217,0;4645800,0;27,0;92542,0;5806,0;5806,0;58054,0;7800,0;25,0;70,0;5120,0;5112,0;0,0
3080;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;6,0;0,0;True;OPTI-f0,00005-s6-d6-c0-77;Success;16010600,0;16900,0;99,45;1594,0;79507,0;0,87;0,0;0,0;144,0;1,0;1,0;0,0;51200,0;16,0;70848,0;2046,0;2055,0;2956,0;10606200,0;55,0;439363,0;6144,0;6179,0;6375,0;5309200,0;46,0;179774,0;5837,0;5837,0;70176,0;44000,0;58,0;396,0;6144,0;6100,0;0,0
3159;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;3,0;0,0;True;OPTI-f0,00005-s3-d6-c0-78;Success;8733700,0;15100,0;99,45;1570,0;39324,0;0,78;0,0;0,0;99,0;1,0;1,0;0,0;13700,0;6,0;30195,0;1023,0;1030,0;1459,0;5221500,0;16,0;145671,0;3072,0;3082,0;3166,0;3481500,0;50,0;90975,0;5776,0;5776,0;34699,0;17000,0;29,0;153,0;3072,0;3055,0;0,0
3239;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;4,0;0,0;True;OPTI-f0,00005-s4-d6-c0-79;Success;11075100,0;10000,0;99,62;1491,0;52236,0;0,48;0,0;0,0;49,0;1,0;1,0;0,0;12900,0;6,0;33166,0;1364,0;1366,0;1697,0;6970200,0;26,0;167661,0;4096,0;4109,0;4180,0;4077200,0;30,0;74929,0;5793,0;5793,0;46359,0;14800,0;11,0;133,0;4096,0;4081,0;0,0
3320;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;OPTI-f0,00005-s5-d6-c0-80;Success;13429300,0;10300,0;99,79;1425,0;64792,0;0,5;0,0;0,0;28,0;1,0;1,0;0,0;29600,0;8,0;41337,0;1705,0;1709,0;1895,0;8705700,0;38,0;243585,0;5120,0;5148,0;5178,0;4662000,0;22,0;91833,0;5766,0;5766,0;57719,0;32000,0;20,0;288,0;5120,0;5088,0;0,0
3402;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;6,0;0,0;True;OPTI-f0,00005-s6-d6-c0-81;Success;15895200,0;15400,0;99,19;1713,0;79354,0;0,84;0,0;0,0;209,0;1,0;1,0;0,0;59000,0;17,0;71078,0;2046,0;2071,0;3220,0;10529900,0;51,0;434647,0;6144,0;6167,0;6435,0;5258900,0;50,0;177401,0;5803,0;5803,0;69699,0;47400,0;51,0;426,0;6144,0;6096,0;0,0
3485;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;3,0;0,0;True;OPTI-f0,00005-s3-d6-c0-82;Success;8745700,0;10000,0;99,71;1461,0;39107,0;0,56;0,0;0,0;34,0;1,0;1,0;0,0;13600,0;10,0;24784,0;1023,0;1028,0;1204,0;5229300,0;12,0;110326,0;3072,0;3080,0;3119,0;3489800,0;27,0;57709,0;5795,0;5795,0;34784,0;13000,0;24,0;118,0;3072,0;3059,0;0,0
3569;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;4,0;0,0;True;OPTI-f0,00005-s4-d6-c0-83;Success;11099600,0;9700,0;99,55;1481,0;52333,0;0,58;0,0;0,0;53,0;1,0;1,0;0,0;19100,0;7,0;33163,0;1364,0;1376,0;1676,0;6989100,0;17,0;167814,0;4096,0;4101,0;4183,0;4074600,0;37,0;75133,0;5813,0;5813,0;46474,0;16800,0;28,0;151,0;4096,0;4079,0;0,0
3654;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;OPTI-f0,00005-s5-d6-c0-84;Success;13488400,0;13900,0;99,48;1549,0;65651,0;0,68;0,0;0,0;88,0;1,0;1,0;0,0;42200,0;13,0;50414,0;1705,0;1715,0;2351,0;8743800,0;30,0;279010,0;5120,0;5142,0;5301,0;4670400,0;41,0;120995,0;5793,0;5793,0;57999,0;32000,0;36,0;288,0;5120,0;5088,0;0,0
3740;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;6,0;0,0;True;OPTI-f0,00005-s6-d6-c0-85;Success;15702800,0;10300,0;99,76;1433,0;77750,0;0,51;0,0;0,0;30,0;1,0;1,0;0,0;28400,0;9,0;49595,0;2046,0;2051,0;2313,0;10423200,0;36,0;353026,0;6144,0;6165,0;6224,0;5225200,0;28,0;109070,0;5766,0;5766,0;69213,0;26000,0;30,0;234,0;6144,0;6118,0;0,0
3827;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;3,0;0,0;True;OPTI-f0,00005-s3-d6-c0-86;Success;8751000,0;10000,0;99,76;1420,0;39050,0;0,45;0,0;0,0;17,0;1,0;1,0;0,0;14800,0;5,0;24734,0;1023,0;1028,0;1136,0;5229000,0;12,0;110468,0;3072,0;3080,0;3106,0;3494200,0;28,0;57807,0;5803,0;5803,0;34808,0;13000,0;13,0;117,0;3072,0;3059,0;0,0
3915;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;4,0;0,0;True;OPTI-f0,00005-s4-d6-c0-87;Success;11181600,0;10000,0;99,64;1468,0;52545,0;0,57;0,0;0,0;42,0;1,0;1,0;0,0;15500,0;6,0;33097,0;1364,0;1367,0;1613,0;7035300,0;24,0;168668,0;4096,0;4110,0;4162,0;4114000,0;30,0;75614,0;5847,0;5847,0;46770,0;16800,0;28,0;152,0;4096,0;4079,0;0,0
4004;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;OPTI-f0,00005-s5-d6-c0-88;Success;13489500,0;9700,0;99,74;1437,0;65485,0;0,45;0,0;0,0;36,0;1,0;1,0;0,0;17400,0;7,0;41228,0;1705,0;1713,0;1920,0;8777100,0;17,0;245791,0;5120,0;5127,0;5182,0;4680000,0;27,0;93025,0;5838,0;5838,0;58383,0;15000,0;29,0;135,0;5120,0;5105,0;0,0
4094;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;6,0;0,0;True;OPTI-f0,00005-s6-d6-c0-89;Success;15753800,0;10000,0;99,64;1493,0;78265,0;0,49;0,0;0,0;64,0;1,0;1,0;0,0;33300,0;8,0;49779,0;2046,0;2054,0;2507,0;10456500,0;27,0;354307,0;6144,0;6160,0;6266,0;5240000,0;33,0;109486,0;5790,0;5790,0;69492,0;24000,0;31,0;215,0;6144,0;6120,0;0,0
4185;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;7,0;4,0;5,0;0,0;True;OPTI-f0,00005-s5-d7-c0-90;Success;54387900,0;17200,0;99,45;6511,0;263902,0;0,89;0,0;0,0;330,0;1,0;1,0;0,0;220000,0;63,0;236952,0;6825,0;6869,0;10093,0;35181100,0;203,0;1255673,0;20480,0;20624,0;21284,0;18800200,0;186,0;604331,0;23200,0;23200,0;232525,0;186600,0;177,0;1677,0;20480,0;20292,0;0,0
4277;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;OPTI-f0,00005-s5-d6-c0-91;Success;13313300,0;11800,0;99,5;1539,0;64960,0;0,59;0,0;0,0;95,0;1,0;1,0;0,0;21400,0;6,0;41639,0;1705,0;1708,0;2246,0;8649600,0;27,0;258844,0;5120,0;5136,0;5253,0;4617300,0;38,0;109166,0;5743,0;5743,0;57461,0;25000,0;34,0;201,0;5120,0;5101,0;0,0
4370;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;5,0;4,0;5,0;0,0;True;OPTI-f0,00005-s5-d5-c0-92;Success;3333400,0;4900,0;99,93;347,0;16203,0;0,2;0,0;0,0;16,0;1,0;1,0;0,0;0,0;0,0;5954,0;425,0;425,0;429,0;2173800,0;3,0;44053,0;1280,0;1280,0;1282,0;1159600,0;4,0;8685,0;1450,0;1450,0;14492,0;0,0;2,0;0,0;1280,0;1280,0;0,0
4464;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;4,0;4,0;5,0;0,0;True;OPTI-f0,00005-s5-d4-c0-93;Success;841800,0;3900,0;100,0;85,0;4085,0;0,18;0,0;0,0;15,0;1,0;1,0;0,0;0,0;0,0;1470,0;105,0;105,0;105,0;549000,0;0,0;11136,0;320,0;320,0;320,0;292800,0;0,0;2196,0;366,0;366,0;3660,0;0,0;2,0;0,0;320,0;320,0;0,0
4559;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;7,0;4,0;5,0;0,0;True;OPTI-f0,00005-s5-d7-c0-94;Success;54676000,0;20200,0;99,18;7273,0;266845,0;1,02;0,0;0,0;623,0;1,0;1,0;0,0;246100,0;73,0;273039,0;6825,0;6876,0;11915,0;35344900,0;214,0;1395396,0;20480,0;20640,0;21610,0;18875800,0;236,0;720288,0;23268,0;23268,0;233320,0;209200,0;199,0;1879,0;20480,0;20269,0;0,0
4655;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;OPTI-f0,00005-s5-d6-c0-95;Success;13367400,0;10000,0;99,64;1484,0;64910,0;0,56;0,0;0,0;44,0;1,0;1,0;0,0;31400,0;13,0;41408,0;1705,0;1713,0;2045,0;8673600,0;32,0;243830,0;5120,0;5136,0;5218,0;4638600,0;37,0;91718,0;5765,0;5765,0;57647,0;23800,0;17,0;214,0;5120,0;5096,0;0,0
4752;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;5,0;4,0;5,0;0,0;True;OPTI-f0,00005-s5-d5-c0-96;Success;3364000,0;9300,0;99,79;359,0;16338,0;0,38;0,0;0,0;35,0;1,0;1,0;0,0;2800,0;0,0;10274,0;425,0;427,0;474,0;2188800,0;6,0;60681,0;1280,0;1282,0;1293,0;1168400,0;6,0;22953,0;1457,0;1457,0;14571,0;4000,0;5,0;36,0;1280,0;1276,0;0,0
4850;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;4,0;4,0;5,0;0,0;True;OPTI-f0,00005-s5-d4-c0-97;Success;828000,0;3900,0;100,0;85,0;4025,0;0,09;0,0;0,0;15,0;1,0;1,0;0,0;0,0;0,0;1470,0;105,0;105,0;105,0;540000,0;0,0;10982,0;320,0;320,0;320,0;288000,0;1,0;2158,0;360,0;360,0;3600,0;0,0;0,0;0,0;320,0;320,0;0,0
4949;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;7,0;4,0;5,0;0,0;True;OPTI-f0,00005-s5-d7-c0-98;Success;53753400,0;10400,0;99,73;5805,0;260576,0;0,5;0,0;0,0;25,0;1,0;1,0;0,0;103400,0;39,0;165563,0;6825,0;6850,0;7791,0;34907400,0;109,0;978935,0;20480,0;20541,0;20810,0;18656600,0;112,0;369620,0;23200,0;23200,0;231975,0;86000,0;97,0;773,0;20480,0;20394,0;0,0
5049;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;OPTI-f0,00005-s5-d6-c0-99;Success;13506900,0;12400,0;99,57;1518,0;65524,0;0,61;0,0;0,0;83,0;1,0;1,0;0,0;36500,0;9,0;50156,0;1705,0;1721,0;2189,0;8762100,0;38,0;278032,0;5120,0;5138,0;5243,0;4673500,0;33,0;120636,0;5803,0;5803,0;58092,0;34800,0;29,0;312,0;5120,0;5086,0;0,0
5150;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;5,0;4,0;5,0;0,0;True;OPTI-f0,00005-s5-d5-c0-100;Success;3432300,0;9900,0;99,39;387,0;16778,0;0,47;0,0;0,0;61,0;1,0;1,0;0,0;2100,0;0,0;10396,0;425,0;425,0;595,0;2233500,0;4,0;62367,0;1280,0;1283,0;1325,0;1193700,0;11,0;23612,0;1485,0;1485,0;14858,0;3000,0;6,0;27,0;1280,0;1277,0;0,0
5252;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;4,0;4,0;5,0;0,0;True;OPTI-f0,00005-s5-d4-c0-101;Success;844100,0;3900,0;100,0;85,0;4095,0;0,18;0,0;0,0;15,0;1,0;1,0;0,0;0,0;0,0;1470,0;105,0;105,0;105,0;550500,0;0,0;11095,0;320,0;320,0;320,0;293600,0;0,0;2202,0;367,0;367,0;3670,0;0,0;2,0;0,0;320,0;320,0;0,0
