strategy;selectivity;maxToAverageRatio;averageLatency;averageCryptoTime;averageComputeTime;failCheckPeriod;healthCheckPeriod;multicastSize;deadline;failureRate;depth;fanout;groupSize;random;seed;status;work;latency;completeness;circulatingAggregateIds;finalUsedBandwidth;observedFailureRate;work_Querier;failures_Querier;messages_Querier;initial_nodes_Querier;final_nodes_Querier;bandwidth_Querier;work_Aggregator;failures_Aggregator;messages_Aggregator;initial_nodes_Aggregator;final_nodes_Aggregator;bandwidth_Aggregator;work_LeafAggregator;failures_LeafAggregator;messages_LeafAggregator;initial_nodes_LeafAggregator;final_nodes_LeafAggregator;bandwidth_LeafAggregator;work_Contributor;failures_Contributor;messages_Contributor;initial_nodes_Contributor;final_nodes_Contributor;bandwidth_Contributor;work_Backup;failures_Backup;messages_Backup;initial_nodes_Backup;final_nodes_Backup;bandwidth_Backup
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-56/100;Success;110200,00;8800,00;100,00;21,00;449,00;2,84;0,00;0,00;12,00;1,00;1,00;0,00;4600,00;3,00;294,00;15,00;17,00;15,00;61200,00;2,00;529,00;48,00;49,00;48,00;39600,00;0,00;68,00;64,00;64,00;386,00;4800,00;0,00;37,00;48,00;45,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-57/100;Success;103600,00;8800,00;100,00;21,00;448,00;5,11;400,00;0,00;16,00;1,00;1,00;0,00;3100,00;1,00;291,00;15,00;16,00;15,00;58500,00;4,00;533,00;48,00;49,00;48,00;39600,00;3,00;68,00;64,00;64,00;385,00;2000,00;1,00;17,00;48,00;46,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-58/100;Success;96000,00;2800,00;100,00;21,00;447,00;1,14;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;1,00;64,00;64,00;64,00;384,00;0,00;1,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-59/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-60/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-61/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-62/100;Success;97600,00;8800,00;98,44;21,00;441,00;6,82;0,00;0,00;12,00;1,00;1,00;0,00;700,00;1,00;289,00;15,00;15,00;15,00;57300,00;1,00;526,00;48,00;49,00;48,00;39000,00;4,00;67,00;64,00;64,00;378,00;600,00;6,00;5,00;48,00;47,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-63/100;Success;102300,00;8600,00;98,44;24,00;454,00;3,98;0,00;0,00;14,00;1,00;1,00;0,00;1500,00;0,00;295,00;15,00;15,00;19,00;58500,00;3,00;535,00;48,00;49,00;50,00;39300,00;4,00;67,00;64,00;64,00;385,00;3000,00;0,00;19,00;48,00;47,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-64/100;Success;106800,00;8800,00;100,00;21,00;451,00;5,11;0,00;0,00;12,00;1,00;1,00;0,00;2200,00;0,00;296,00;15,00;15,00;15,00;60200,00;5,00;539,00;48,00;50,00;48,00;40800,00;0,00;72,00;64,00;64,00;388,00;3600,00;4,00;25,00;48,00;46,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-65/100;Success;99800,00;7800,00;100,00;21,00;447,00;2,27;0,00;0,00;12,00;1,00;1,00;0,00;1600,00;1,00;289,00;15,00;16,00;15,00;58800,00;1,00;528,00;48,00;48,00;48,00;38400,00;1,00;64,00;64,00;64,00;384,00;1000,00;1,00;9,00;48,00;47,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-66/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,57;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;1,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-67/100;Success;96000,00;2800,00;100,00;21,00;447,00;1,70;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;2,00;64,00;64,00;64,00;384,00;0,00;1,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-68/100;Success;114400,00;15800,00;100,00;21,00;458,00;7,39;0,00;0,00;21,00;1,00;1,00;0,00;4700,00;2,00;528,00;15,00;17,00;15,00;62700,00;5,00;676,00;48,00;51,00;55,00;42000,00;5,00;76,00;64,00;64,00;388,00;5000,00;1,00;45,00;48,00;43,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-69/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,57;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;1,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-70/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-71/100;Success;104200,00;8800,00;98,44;21,00;449,00;2,84;0,00;0,00;12,00;1,00;1,00;0,00;1400,00;0,00;297,00;15,00;15,00;15,00;60300,00;3,00;547,00;48,00;50,00;48,00;40500,00;1,00;72,00;64,00;64,00;386,00;2000,00;1,00;18,00;48,00;46,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-72/100;Success;94500,00;2800,00;98,44;21,00;441,00;0,57;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;56700,00;0,00;426,00;48,00;48,00;48,00;37800,00;1,00;63,00;64,00;64,00;378,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-73/100;Success;94800,00;2800,00;98,44;21,00;441,00;0,57;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;56700,00;0,00;435,00;48,00;48,00;48,00;38100,00;1,00;64,00;64,00;64,00;378,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-74/100;Success;102100,00;8800,00;100,00;21,00;451,00;3,41;0,00;0,00;12,00;1,00;1,00;0,00;1100,00;2,00;286,00;15,00;15,00;15,00;59400,00;2,00;532,00;48,00;49,00;48,00;39600,00;2,00;68,00;64,00;64,00;388,00;2000,00;0,00;14,00;48,00;47,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-75/100;Success;105600,00;8800,00;100,00;21,00;451,00;4,55;0,00;0,00;12,00;1,00;1,00;0,00;1800,00;1,00;292,00;15,00;15,00;15,00;60000,00;2,00;536,00;48,00;50,00;48,00;40800,00;3,00;72,00;64,00;64,00;388,00;3000,00;2,00;23,00;48,00;46,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-76/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-77/100;Success;96000,00;2800,00;100,00;21,00;447,00;1,14;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;2,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-78/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-79/100;Success;96000,00;2800,00;100,00;21,00;447,00;1,14;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;2,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-80/100;Success;99400,00;7800,00;98,44;24,00;448,00;2,84;0,00;0,00;13,00;1,00;1,00;0,00;1600,00;1,00;290,00;15,00;16,00;17,00;58500,00;1,00;532,00;48,00;48,00;49,00;38300,00;2,00;64,00;64,00;64,00;382,00;1000,00;1,00;9,00;48,00;47,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-81/100;Success;99500,00;5800,00;100,00;21,00;447,00;2,27;0,00;0,00;9,00;1,00;1,00;0,00;700,00;0,00;216,00;15,00;15,00;15,00;58200,00;2,00;480,00;48,00;49,00;48,00;39600,00;1,00;68,00;64,00;64,00;384,00;1000,00;1,00;9,00;48,00;47,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-82/100;Success;109400,00;8800,00;98,44;24,00;458,00;6,25;0,00;0,00;14,00;1,00;1,00;0,00;3400,00;2,00;300,00;15,00;16,00;19,00;61500,00;3,00;541,00;48,00;50,00;50,00;40500,00;5,00;71,00;64,00;64,00;389,00;4000,00;1,00;32,00;48,00;45,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-83/100;Success;100400,00;8800,00;100,00;21,00;450,00;2,84;0,00;0,00;12,00;1,00;1,00;0,00;700,00;0,00;291,00;15,00;15,00;15,00;59100,00;1,00;535,00;48,00;49,00;48,00;39600,00;2,00;68,00;64,00;64,00;387,00;1000,00;2,00;9,00;48,00;47,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-84/100;Success;100900,00;8900,00;98,44;21,00;445,00;4,55;400,00;0,00;16,00;1,00;1,00;0,00;700,00;1,00;282,00;15,00;15,00;15,00;58500,00;3,00;539,00;48,00;49,00;48,00;39300,00;2,00;68,00;64,00;64,00;382,00;2000,00;2,00;14,00;48,00;47,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-85/100;Success;107500,00;8600,00;98,44;24,00;457,00;3,41;0,00;0,00;14,00;1,00;1,00;0,00;3000,00;1,00;304,00;15,00;16,00;19,00;61200,00;2,00;544,00;48,00;50,00;50,00;40500,00;2,00;71,00;64,00;64,00;388,00;2800,00;1,00;25,00;48,00;45,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-86/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,57;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;1,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-87/100;Success;104800,00;8800,00;100,00;21,00;453,00;1,70;0,00;0,00;12,00;1,00;1,00;0,00;1400,00;0,00;297,00;15,00;15,00;15,00;60600,00;2,00;542,00;48,00;50,00;48,00;40800,00;0,00;72,00;64,00;64,00;390,00;2000,00;1,00;18,00;48,00;46,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-88/100;Success;112700,00;13700,00;100,00;21,00;458,00;4,55;400,00;0,00;22,00;1,00;1,00;0,00;5400,00;2,00;454,00;15,00;17,00;18,00;62100,00;2,00;639,00;48,00;50,00;48,00;40800,00;2,00;72,00;64,00;64,00;392,00;4000,00;2,00;36,00;48,00;44,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-89/100;Success;96000,00;2800,00;100,00;21,00;447,00;1,70;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;1,00;432,00;48,00;48,00;48,00;38400,00;2,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-90/100;Success;103300,00;8800,00;100,00;21,00;451,00;3,98;0,00;0,00;12,00;1,00;1,00;0,00;1500,00;0,00;290,00;15,00;15,00;15,00;59400,00;3,00;534,00;48,00;49,00;48,00;39600,00;1,00;68,00;64,00;64,00;388,00;2800,00;3,00;17,00;48,00;47,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-91/100;Success;96000,00;2800,00;100,00;21,00;447,00;2,27;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;2,00;64,00;64,00;64,00;384,00;0,00;2,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-92/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,57;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;1,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-93/100;Success;96000,00;2800,00;100,00;21,00;447,00;1,14;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;2,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-94/100;Success;96000,00;2800,00;100,00;21,00;447,00;1,14;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;1,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;1,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-95/100;Success;99800,00;7800,00;100,00;21,00;447,00;3,41;0,00;0,00;12,00;1,00;1,00;0,00;1600,00;1,00;289,00;15,00;16,00;15,00;58800,00;1,00;528,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;1000,00;4,00;9,00;48,00;47,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-96/100;Success;108900,00;9100,00;100,00;21,00;455,00;5,68;0,00;0,00;12,00;1,00;1,00;0,00;2100,00;0,00;302,00;15,00;15,00;15,00;61800,00;4,00;548,00;48,00;51,00;48,00;42000,00;5,00;76,00;64,00;64,00;392,00;3000,00;1,00;28,00;48,00;45,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-97/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-98/100;Success;96000,00;2800,00;100,00;21,00;447,00;1,14;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;2,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0004;3,00;4,00;3,00;false;OPTI-f0,0004-s3-d3-99/100;Success;106300,00;8800,00;100,00;21,00;454,00;2,84;0,00;0,00;12,00;1,00;1,00;0,00;1800,00;0,00;296,00;15,00;15,00;15,00;60900,00;3,00;542,00;48,00;50,00;48,00;40800,00;1,00;72,00;64,00;64,00;391,00;2800,00;1,00;21,00;48,00;46,00;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0;3,00;4,00;3,00;false;EAGER-f0-s3-d3-0/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0;3,00;4,00;3,00;false;EAGER-f0-s3-d3-1/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0;3,00;4,00;3,00;false;EAGER-f0-s3-d3-2/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0;3,00;4,00;3,00;false;EAGER-f0-s3-d3-3/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0;3,00;4,00;3,00;false;EAGER-f0-s3-d3-4/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0;3,00;4,00;3,00;false;EAGER-f0-s3-d3-5/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0;3,00;4,00;3,00;false;EAGER-f0-s3-d3-6/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0;3,00;4,00;3,00;false;EAGER-f0-s3-d3-7/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0;3,00;4,00;3,00;false;EAGER-f0-s3-d3-8/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0;3,00;4,00;3,00;false;EAGER-f0-s3-d3-9/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0;3,00;4,00;3,00;false;EAGER-f0-s3-d3-10/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0;3,00;4,00;3,00;false;EAGER-f0-s3-d3-11/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0;3,00;4,00;3,00;false;EAGER-f0-s3-d3-12/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0;3,00;4,00;3,00;false;EAGER-f0-s3-d3-13/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
