strategy;selectivity;maxToAverageRatio;averageLatency;averageCryptoTime;averageComputeTime;failCheckPeriod;healthCheckPeriod;multicastSize;deadline;failureRate;depth;fanout;groupSize;random;seed;status;work;latency;completeness;circulatingAggregateIds;finalUsedBandwidth;observedFailureRate;work_Querier;failures_Querier;messages_Querier;initial_nodes_Querier;final_nodes_Querier;bandwidth_Querier;work_Aggregator;failures_Aggregator;messages_Aggregator;initial_nodes_Aggregator;final_nodes_Aggregator;bandwidth_Aggregator;work_LeafAggregator;failures_LeafAggregator;messages_LeafAggregator;initial_nodes_LeafAggregator;final_nodes_LeafAggregator;bandwidth_LeafAggregator;work_Contributor;failures_Contributor;messages_Contributor;initial_nodes_Contributor;final_nodes_Contributor;bandwidth_Contributor;work_Backup;failures_Backup;messages_Backup;initial_nodes_Backup;final_nodes_Backup;bandwidth_Backup
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;OPTI-f0,0002-s3-d3-80/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;OPTI-f0,0002-s3-d3-81/100;Success;105000,00;8800,00;100,00;21,00;449,00;1,70;0,00;0,00;12,00;1,00;1,00;0,00;1800,00;0,00;297,00;15,00;15,00;15,00;59600,00;3,00;538,00;48,00;50,00;48,00;40800,00;0,00;72,00;64,00;64,00;386,00;2800,00;0,00;22,00;48,00;46,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;OPTI-f0,0002-s3-d3-82/100;Success;96000,00;2800,00;100,00;21,00;447,00;1,14;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;1,00;64,00;64,00;64,00;384,00;0,00;1,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;OPTI-f0,0002-s3-d3-83/100;Success;99800,00;7800,00;100,00;21,00;447,00;1,14;0,00;0,00;12,00;1,00;1,00;0,00;1600,00;1,00;289,00;15,00;16,00;15,00;58800,00;0,00;528,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;1000,00;1,00;9,00;48,00;47,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;OPTI-f0,0002-s3-d3-84/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;OPTI-f0,0002-s3-d3-85/100;Success;96000,00;2800,00;100,00;21,00;447,00;1,14;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;2,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;OPTI-f0,0002-s3-d3-86/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;OPTI-f0,0002-s3-d3-87/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,57;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;1,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;OPTI-f0,0002-s3-d3-88/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;OPTI-f0,0002-s3-d3-89/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;OPTI-f0,0002-s3-d3-90/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;OPTI-f0,0002-s3-d3-91/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;OPTI-f0,0002-s3-d3-92/100;Success;102400,00;8800,00;98,44;24,00;451,00;2,84;0,00;0,00;13,00;1,00;1,00;0,00;1400,00;0,00;301,00;15,00;15,00;18,00;58500,00;2,00;539,00;48,00;50,00;50,00;40500,00;2,00;71,00;64,00;64,00;383,00;2000,00;1,00;18,00;48,00;46,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;OPTI-f0,0002-s3-d3-93/100;Success;100400,00;8800,00;100,00;21,00;450,00;0,57;0,00;0,00;12,00;1,00;1,00;0,00;700,00;0,00;291,00;15,00;15,00;15,00;59100,00;1,00;535,00;48,00;49,00;48,00;39600,00;0,00;68,00;64,00;64,00;387,00;1000,00;0,00;9,00;48,00;47,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;OPTI-f0,0002-s3-d3-94/100;Success;103000,00;8800,00;100,00;21,00;447,00;1,14;0,00;0,00;12,00;1,00;1,00;0,00;1400,00;0,00;297,00;15,00;15,00;15,00;58800,00;2,00;536,00;48,00;50,00;48,00;40800,00;0,00;72,00;64,00;64,00;384,00;2000,00;0,00;18,00;48,00;46,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;OPTI-f0,0002-s3-d3-95/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;OPTI-f0,0002-s3-d3-96/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;OPTI-f0,0002-s3-d3-97/100;Success;104900,00;8900,00;100,00;21,00;451,00;3,98;400,00;0,00;16,00;1,00;1,00;0,00;1500,00;1,00;284,00;15,00;15,00;15,00;59800,00;4,00;536,00;48,00;49,00;48,00;39600,00;1,00;68,00;64,00;64,00;388,00;3600,00;1,00;22,00;48,00;47,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;OPTI-f0,0002-s3-d3-98/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;OPTI-f0,0002-s3-d3-99/100;Success;96000,00;2800,00;100,00;21,00;447,00;1,14;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;1,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;1,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-0/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,57;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;1,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-1/100;Success;99800,00;7800,00;100,00;21,00;447,00;2,27;0,00;0,00;12,00;1,00;1,00;0,00;1600,00;1,00;289,00;15,00;16,00;15,00;58800,00;0,00;528,00;48,00;48,00;48,00;38400,00;2,00;64,00;64,00;64,00;384,00;1000,00;1,00;9,00;48,00;47,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-2/100;Success;108300,00;8800,00;100,00;21,00;456,00;4,55;0,00;0,00;12,00;1,00;1,00;0,00;3000,00;1,00;305,00;15,00;16,00;15,00;61500,00;3,00;541,00;48,00;50,00;52,00;40800,00;2,00;72,00;64,00;64,00;389,00;3000,00;2,00;27,00;48,00;45,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-3/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,57;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;1,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-4/100;Success;94800,00;2800,00;98,44;21,00;441,00;0,57;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;56700,00;0,00;435,00;48,00;48,00;48,00;38100,00;1,00;64,00;64,00;64,00;378,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-5/100;Success;100600,00;8800,00;98,44;21,00;444,00;4,55;0,00;0,00;12,00;1,00;1,00;0,00;1100,00;0,00;291,00;15,00;15,00;15,00;58200,00;2,00;537,00;48,00;49,00;48,00;39300,00;2,00;68,00;64,00;64,00;381,00;2000,00;4,00;13,00;48,00;47,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-6/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-7/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-8/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,57;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;1,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-9/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-10/100;Success;99800,00;7800,00;100,00;21,00;447,00;2,27;0,00;0,00;12,00;1,00;1,00;0,00;1600,00;1,00;289,00;15,00;16,00;15,00;58800,00;0,00;528,00;48,00;48,00;48,00;38400,00;1,00;64,00;64,00;64,00;384,00;1000,00;2,00;9,00;48,00;47,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-11/100;Success;99400,00;5800,00;98,44;21,00;441,00;1,70;0,00;0,00;9,00;1,00;1,00;0,00;1100,00;0,00;216,00;15,00;15,00;15,00;57300,00;2,00;473,00;48,00;49,00;48,00;39000,00;1,00;67,00;64,00;64,00;378,00;2000,00;0,00;14,00;48,00;47,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-12/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-13/100;Success;96000,00;2800,00;100,00;21,00;447,00;1,70;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;1,00;432,00;48,00;48,00;48,00;38400,00;2,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-14/100;Success;99300,00;8800,00;100,00;21,00;447,00;2,27;0,00;0,00;12,00;1,00;1,00;0,00;700,00;0,00;290,00;15,00;15,00;15,00;58200,00;1,00;532,00;48,00;49,00;48,00;39600,00;0,00;68,00;64,00;64,00;384,00;800,00;3,00;7,00;48,00;47,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-15/100;Success;110400,00;13400,00;98,44;21,00;446,00;7,39;0,00;0,00;18,00;1,00;1,00;0,00;4400,00;1,00;460,00;15,00;18,00;15,00;60900,00;5,00;637,00;48,00;50,00;48,00;40500,00;4,00;72,00;64,00;64,00;383,00;4600,00;3,00;42,00;48,00;43,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-16/100;Success;96000,00;2800,00;100,00;21,00;447,00;1,14;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;2,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-17/100;Success;96000,00;2800,00;100,00;21,00;447,00;1,14;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;2,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-18/100;Success;99800,00;7800,00;100,00;21,00;447,00;3,41;0,00;0,00;12,00;1,00;1,00;0,00;1600,00;1,00;289,00;15,00;16,00;15,00;58800,00;0,00;528,00;48,00;48,00;48,00;38400,00;2,00;64,00;64,00;64,00;384,00;1000,00;3,00;9,00;48,00;47,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-19/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-20/100;Success;96000,00;2800,00;100,00;21,00;447,00;1,14;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;1,00;64,00;64,00;64,00;384,00;0,00;1,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-21/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,57;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;1,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-22/100;Success;99200,00;8800,00;98,44;21,00;444,00;3,41;0,00;0,00;12,00;1,00;1,00;0,00;700,00;1,00;291,00;15,00;15,00;15,00;58200,00;1,00;538,00;48,00;49,00;48,00;39300,00;2,00;68,00;64,00;64,00;381,00;1000,00;2,00;9,00;48,00;47,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-23/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-24/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-25/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-26/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-27/100;Success;99800,00;7800,00;100,00;21,00;447,00;1,14;0,00;0,00;12,00;1,00;1,00;0,00;1600,00;1,00;289,00;15,00;16,00;15,00;58800,00;0,00;528,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;1000,00;1,00;9,00;48,00;47,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-28/100;Success;99900,00;8500,00;98,44;24,00;448,00;5,11;0,00;0,00;13,00;1,00;1,00;0,00;800,00;0,00;292,00;15,00;15,00;17,00;57900,00;3,00;532,00;48,00;49,00;49,00;39200,00;3,00;67,00;64,00;64,00;382,00;2000,00;3,00;14,00;48,00;47,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-29/100;Success;100900,00;8800,00;100,00;21,00;447,00;3,41;0,00;0,00;12,00;1,00;1,00;0,00;1100,00;0,00;291,00;15,00;15,00;15,00;58400,00;2,00;532,00;48,00;49,00;48,00;39600,00;3,00;68,00;64,00;64,00;384,00;1800,00;1,00;13,00;48,00;47,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-30/100;Success;94800,00;2800,00;98,44;21,00;441,00;0,57;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;56700,00;0,00;435,00;48,00;48,00;48,00;38100,00;1,00;64,00;64,00;64,00;378,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-31/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,57;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;1,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-32/100;Success;99500,00;8800,00;100,00;21,00;447,00;1,14;0,00;0,00;12,00;1,00;1,00;0,00;700,00;0,00;291,00;15,00;15,00;15,00;58200,00;1,00;532,00;48,00;49,00;48,00;39600,00;0,00;68,00;64,00;64,00;384,00;1000,00;1,00;9,00;48,00;47,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-33/100;Success;96000,00;2800,00;100,00;21,00;447,00;1,14;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;2,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-34/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,57;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;1,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-35/100;Success;96000,00;2800,00;100,00;21,00;447,00;1,14;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;1,00;64,00;64,00;64,00;384,00;0,00;1,00;0,00;48,00;48,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-36/100;Success;100700,00;8800,00;100,00;21,00;451,00;2,84;0,00;0,00;12,00;1,00;1,00;0,00;700,00;1,00;291,00;15,00;15,00;15,00;59400,00;1,00;536,00;48,00;49,00;48,00;39600,00;0,00;68,00;64,00;64,00;388,00;1000,00;3,00;8,00;48,00;47,00;0,00
OPTI;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;OPTI-f0,0003-s3-d3-37/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,57;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;1,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;48,00;48,00;0,00
